activity_identifier,contact_type,organisation,organisation_lang,department,department_lang,person_name,person_name_lang,person_name_present,job_title,job_title_lang,telephone,email,email_present,website,mailing_address,mailing_address_lang
US-EIN-521257057-US-EIN-521257057,,Netherlands - Ministry of Foreign Affairs,,,,,,0,,,+31 70 348 7549,,0,www.government.nl/ministries/bz,,
