activity_identifier,title,title_lang,description,description_lang,activity_status,activity_scope,default_currency,humanitarian,hierarchy,last_updated_datetime,xml_lang,reporting_org_ref,reporting_org_name,reporting_org_name_lang,reporting_org_type,reporting_org_secondary_reporter,planned_start_date,actual_start_date,planned_end_date,actual_end_date,recipient_country_code,recipient_country_percentage,recipient_country_name,recipient_country_lang,recipient_region_code,recipient_region_percentage,recipient_region_name,recipient_region_lang,collaboration_type,default_flow_type,default_finance_type,default_aid_type,default_tied_status,conditions_attached
US-EIN-521257057-US-EIN-521257057,2023-2027 WRI Strategic Plan,,"The world faces multiple crises. Our system of life is at an inflection point. Growing inequality and economic turmoil are profoundly affecting society. The impacts of climate change — from record heat waves to destructive floods — are becoming ever-more apparent. Biodiversity is declining, with some species on the verge of collapse. 

Policymakers, business leaders and concerned citizens know that the world cannot continue on its current path — and indeed, many are already embarking on a transition to a better future. A growing share of electricity now comes from wind, solar and other renewables. Electric vehicle uptake is on the rise. More investors are directing finance toward sustainability.",,2,,,0,1,2024-07-30T13:16:08.5138898Z,en,US-EIN-521257057,World Resources Institute,,21,0,,,,,BR,17.0000,,,998,37.0000,,,,10,110,B01,5,0
