activity_identifier,transaction_ref,transaction_type,transaction_date,value,currency,value_date,description,description_lang,provider_org_ref,provider_org_name,provider_org_lang,provider_org_type,receiver_org_ref,receiver_org_name,receiver_org_lang,receiver_org_type,receiver_org_activity_id,disbursement_channel,flow_type,finance_type,aid_type,tied_status,humanitarian,recipient_region
US-EIN-521257057-US-EIN-521257057,,1,2023-10-18,5000000,USD,2023-10-18,,,XM-DAC-7,Netherlands - Ministry of Foreign Affairs,,10,US-EIN-521257057,WRI Global Office,,21,US-EIN-521257057-US-EIN-521257057,,,,,,0,
US-EIN-521257057-US-EIN-521257057,,1,2023-05-11,5000000,USD,2023-05-11,,,XM-DAC-7,Netherlands - Ministry of Foreign Affairs,,10,US-EIN-521257057,WRI Global Office,,21,US-EIN-521257057-US-EIN-521257057,,,,,,0,
