organisation_identifier,name,reporting_org_ref,reporting_org_type,reporting_org_name,reporting_org_lang,default_currency,xml_lang
BE-BCE_KBO-0546740696,ARES,BE-BCE_KBO-0546740696,80,Académie de recherche et d'enseignement supérieur - ARES,fr,EUR,fr
