activity_identifier,org_ref,org_name,org_type,role,activity_id,crs_channel_code
US-GOV-1-AID-OFDA-IO-17-00046,US-GOV-1,U.S. Agency for International Development,10,2,,
US-GOV-1-AID-OFDA-IO-17-00046,US-GOV-1,U.S. Agency for International Development,10,3,,
US-GOV-1-AID-OFDA-IO-17-00046,XM-DAC-41140,World Food Program,40,4,,
US-GOV-1-ANE-G-00-06-00003-00,US-GOV-1,U.S. Agency for International Development,10,1,,
US-GOV-1-ANE-G-00-06-00003-00,US-GOV-1,U.S. Agency for International Development,10,2,,
US-GOV-1-ANE-G-00-06-00003-00,US-GOV-1,U.S. Agency for International Development,10,3,,
US-GOV-1-ANE-G-00-06-00003-00,XM-DAC-41304,"United Nations Educational, Scientific and Cultural Organisation",40,4,,
US-GOV-1-ANE-G-SS-87-00050,US-GOV-1,U.S. Agency for International Development,10,1,,
US-GOV-1-ANE-G-SS-87-00050,US-GOV-1,U.S. Agency for International Development,10,2,,
US-GOV-1-ANE-G-SS-87-00050,US-GOV-1,U.S. Agency for International Development,10,3,,
US-GOV-1-ANE-G-SS-87-00050,XM-DAC-61000,Enterprise - United States Other,70,4,,
US-GOV-1-ANE-P-00-04-00006-02,US-GOV-1,U.S. Agency for International Development,10,1,,
US-GOV-1-ANE-P-00-04-00006-02,US-GOV-1,U.S. Agency for International Development,10,2,,
US-GOV-1-ANE-P-00-04-00006-02,US-GOV-1,U.S. Agency for International Development,10,3,,
US-GOV-1-ANE-P-00-04-00006-02,US-GOV-2,U.S. Government - Department of Agriculture,10,4,,
US-GOV-1-ANE-P-00-05-00002-01,US-GOV-1,U.S. Agency for International Development,10,1,,
US-GOV-1-ANE-P-00-05-00002-01,US-GOV-1,U.S. Agency for International Development,10,2,,
US-GOV-1-ANE-P-00-05-00002-01,US-GOV-1,U.S. Agency for International Development,10,3,,
US-GOV-1-ANE-P-00-05-00002-01,XI-DUNS-58423869,U.S. Government - Department of the Army,10,4,,
US-GOV-1-DAN5116Q01911500,US-GOV-1,U.S. Agency for International Development,10,1,,
US-GOV-1-DAN5116Q01911500,US-GOV-1,U.S. Agency for International Development,10,2,,
US-GOV-1-DAN5116Q01911500,US-GOV-1,U.S. Agency for International Development,10,3,,
US-GOV-1-DAN5116Q01911500,XI-DUNS-091341131,"International Science and Technology Institute, Inc.",70,4,,
US-GOV-1-DFD-A-00-06-00150-01,US-GOV-1,U.S. Agency for International Development,10,1,,
US-GOV-1-DFD-A-00-06-00150-01,US-GOV-1,U.S. Agency for International Development,10,2,,
US-GOV-1-DFD-A-00-06-00150-01,US-GOV-1,U.S. Agency for International Development,10,3,,
US-GOV-1-DFD-A-00-06-00150-01,,USAID redacted this field in accordance with the Principled Exceptions outlined in the Office of Management and Budget Bulletin 12-01.,22,4,,
US-GOV-1-DFD-A-00-06-00151-02,US-GOV-1,U.S. Agency for International Development,10,1,,
US-GOV-1-DFD-A-00-06-00151-02,US-GOV-1,U.S. Agency for International Development,10,2,,
US-GOV-1-DFD-A-00-06-00151-02,US-GOV-1,U.S. Agency for International Development,10,3,,
US-GOV-1-DFD-A-00-06-00151-02,US-EIN-13-5563422,Catholic Relief Services,90,4,,
US-GOV-1-DFD-G-00-05-00211-00,US-GOV-1,U.S. Agency for International Development,10,1,,
US-GOV-1-DFD-G-00-05-00211-00,US-GOV-1,U.S. Agency for International Development,10,2,,
US-GOV-1-DFD-G-00-05-00211-00,US-GOV-1,U.S. Agency for International Development,10,3,,
US-GOV-1-DFD-G-00-05-00211-00,,Cooperative for Assistance and Relief Everywhere,22,4,,
US-GOV-1-DFD-G-00-09-00026-00,US-GOV-1,U.S. Agency for International Development,10,1,,
US-GOV-1-DFD-G-00-09-00026-00,US-GOV-1,U.S. Agency for International Development,10,2,,
US-GOV-1-DFD-G-00-09-00026-00,US-GOV-1,U.S. Agency for International Development,10,3,,
US-GOV-1-DFD-G-00-09-00026-00,XI-DUNS-660996083,Asian Disaster Preparedness Center,23,4,,
US-GOV-1-DFD-I-05-05-00245-00,US-GOV-1,U.S. Agency for International Development,10,1,,
US-GOV-1-DFD-I-05-05-00245-00,US-GOV-1,U.S. Agency for International Development,10,2,,
US-GOV-1-DFD-I-05-05-00245-00,US-GOV-1,U.S. Agency for International Development,10,3,,
US-GOV-1-DFD-I-05-05-00245-00,XI-DUNS-081124596,"Amex International, Inc.",70,4,,
US-GOV-1-ENV-G-00-99-00005,US-GOV-1,U.S. Agency for International Development,10,1,,
US-GOV-1-ENV-G-00-99-00005,US-GOV-1,U.S. Agency for International Development,10,2,,
US-GOV-1-ENV-G-00-99-00005,US-GOV-1,U.S. Agency for International Development,10,3,,
US-GOV-1-ENV-G-00-99-00005,XM-DAC-47097,Secretariat of the Pacific Regional Environment Programme,40,4,,
US-GOV-1-ENV-P-00-97-00002,US-GOV-1,U.S. Agency for International Development,10,1,,
US-GOV-1-ENV-P-00-97-00002,US-GOV-1,U.S. Agency for International Development,10,2,,
US-GOV-1-ENV-P-00-97-00002,US-GOV-1,U.S. Agency for International Development,10,3,,
US-GOV-1-ENV-P-00-97-00002,US-GOV-9,U.S. Government - Department of Interior,10,4,,
US-GOV-1-ENV-P-00-98-00001,US-GOV-1,U.S. Agency for International Development,10,1,,
US-GOV-1-ENV-P-00-98-00001,US-GOV-1,U.S. Agency for International Development,10,2,,
US-GOV-1-ENV-P-00-98-00001,US-GOV-1,U.S. Agency for International Development,10,3,,
US-GOV-1-ENV-P-00-98-00001,US-GOV-9,U.S. Government - Department of Interior,10,4,,
US-GOV-1-ENV-P-00-98-00002,US-GOV-1,U.S. Agency for International Development,10,1,,
US-GOV-1-ENV-P-00-98-00002,US-GOV-1,U.S. Agency for International Development,10,2,,
US-GOV-1-ENV-P-00-98-00002,US-GOV-1,U.S. Agency for International Development,10,3,,
US-GOV-1-ENV-P-00-98-00002,US-GOV-32,U.S. Government - Environmental Protection Agency,10,4,,
US-GOV-1-FDA-P-00-03-00018-01,US-GOV-1,U.S. Agency for International Development,10,1,,
US-GOV-1-FDA-P-00-03-00018-01,US-GOV-1,U.S. Agency for International Development,10,2,,
US-GOV-1-FDA-P-00-03-00018-01,US-GOV-1,U.S. Agency for International Development,10,3,,
US-GOV-1-FDA-P-00-03-00018-01,US-GOV-14,U.S. Government - Department of Health and Human Services,10,4,,
US-GOV-1-GPO-M-00-05-00043-13,US-GOV-1,U.S. Agency for International Development,10,1,,
US-GOV-1-GPO-M-00-05-00043-13,US-GOV-1,U.S. Agency for International Development,10,2,,
US-GOV-1-GPO-M-00-05-00043-13,US-GOV-1,U.S. Agency for International Development,10,3,,
US-GOV-1-GPO-M-00-05-00043-13,XI-DUNS-004868105,RTI International,22,4,,
US-GOV-1-HNE-G-00-95-00076,US-GOV-1,U.S. Agency for International Development,10,1,,
US-GOV-1-HNE-G-00-95-00076,US-GOV-1,U.S. Agency for International Development,10,2,,
US-GOV-1-HNE-G-00-95-00076,US-GOV-1,U.S. Agency for International Development,10,3,,
US-GOV-1-HNE-G-00-95-00076,US-EIN-13-5563422,Catholic Relief Services,90,4,,
US-GOV-1-HNE0014A00402900,US-GOV-1,U.S. Agency for International Development,10,1,,
US-GOV-1-HNE0014A00402900,US-GOV-1,U.S. Agency for International Development,10,2,,
US-GOV-1-HNE0014A00402900,US-GOV-1,U.S. Agency for International Development,10,3,,
US-GOV-1-HNE0014A00402900,XI-DUNS-74818899,American Near East Refugee Aid (ANERA),23,4,,
US-GOV-1-HNE0159C00307900,US-GOV-1,U.S. Agency for International Development,10,1,,
US-GOV-1-HNE0159C00307900,US-GOV-1,U.S. Agency for International Development,10,2,,
US-GOV-1-HNE0159C00307900,US-GOV-1,U.S. Agency for International Development,10,3,,
US-GOV-1-HNE0159C00307900,XM-DAC-61000,Enterprise - United States Other,70,4,,
US-GOV-1-LAG-I-02-99-00019,US-GOV-1,U.S. Agency for International Development,10,1,,
US-GOV-1-LAG-I-02-99-00019,US-GOV-1,U.S. Agency for International Development,10,2,,
US-GOV-1-LAG-I-02-99-00019,US-GOV-1,U.S. Agency for International Development,10,3,,
US-GOV-1-LAG-I-02-99-00019,,"Tetra Tech, Inc.",70,4,,
US-GOV-1-LAG-I-08-99-00017-06,US-GOV-1,U.S. Agency for International Development,10,1,,
US-GOV-1-LAG-I-08-99-00017-06,US-GOV-1,U.S. Agency for International Development,10,2,,
US-GOV-1-LAG-I-08-99-00017-06,US-GOV-1,U.S. Agency for International Development,10,3,,
US-GOV-1-LAG-I-08-99-00017-06,XI-DUNS-66781956,"Development Alternatives, Inc.",70,4,,
US-GOV-1-LAG-I-11-99-00013-02,US-GOV-1,U.S. Agency for International Development,10,1,,
US-GOV-1-LAG-I-11-99-00013-02,US-GOV-1,U.S. Agency for International Development,10,2,,
US-GOV-1-LAG-I-11-99-00013-02,US-GOV-1,U.S. Agency for International Development,10,3,,
US-GOV-1-LAG-I-11-99-00013-02,XI-DUNS-4035127,"ARD, Inc.",70,4,,
US-GOV-1-PCE-I-32-98-00016-00,US-GOV-1,U.S. Agency for International Development,10,1,,
US-GOV-1-PCE-I-32-98-00016-00,US-GOV-1,U.S. Agency for International Development,10,2,,
US-GOV-1-PCE-I-32-98-00016-00,US-GOV-1,U.S. Agency for International Development,10,3,,
US-GOV-1-PCE-I-32-98-00016-00,GB-COH-02768268,Nathan Associates Inc.,70,4,,
US-GOV-1-RAN-A-00-06-00040-00,US-GOV-1,U.S. Agency for International Development,10,1,,
US-GOV-1-RAN-A-00-06-00040-00,US-GOV-1,U.S. Agency for International Development,10,2,,
US-GOV-1-RAN-A-00-06-00040-00,US-GOV-1,U.S. Agency for International Development,10,3,,
US-GOV-1-RAN-A-00-06-00040-00,XI-DUNS-41799197,American Institutes for Research,22,4,,
US-GOV-1-RAN-M-00-06-00046-00,US-GOV-1,U.S. Agency for International Development,10,1,,
US-GOV-1-RAN-M-00-06-00046-00,US-GOV-1,U.S. Agency for International Development,10,2,,
US-GOV-1-RAN-M-00-06-00046-00,US-GOV-1,U.S. Agency for International Development,10,3,,
US-GOV-1-RAN-M-00-06-00046-00,,Development Associates International,22,4,,
