activity_identifier,org_ref,org_name,org_type,role,activity_id,crs_channel_code
US-GOV-1-720ASA21H00001,US-GOV-1,U.S. Agency for International Development,10,3,,
US-GOV-1-720ASA21H00001,,U.S. Government - U.S. Institute for Peace,10,4,,
US-GOV-1-720BHA22IO00187,US-GOV-1,U.S. Agency for International Development,10,1,,
US-GOV-1-720BHA22IO00187,US-GOV-1,U.S. Agency for International Development,10,2,,
US-GOV-1-720BHA22IO00187,US-GOV-1,U.S. Agency for International Development,10,3,,
US-GOV-1-720BHA22IO00187,XM-DAC-47066,International Organisation for Migration,40,4,,
US-GOV-1-720BHA24CA00003,US-GOV-1,U.S. Agency for International Development,10,1,,
US-GOV-1-720BHA24CA00003,US-GOV-1,U.S. Agency for International Development,10,2,,
US-GOV-1-720BHA24CA00003,US-GOV-1,U.S. Agency for International Development,10,3,,
US-GOV-1-720BHA24CA00003,,nan,22,4,,
US-GOV-1-720BHA24IO00029,US-GOV-1,U.S. Agency for International Development,10,1,,
US-GOV-1-720BHA24IO00029,US-GOV-1,U.S. Agency for International Development,10,2,,
US-GOV-1-720BHA24IO00029,US-GOV-1,U.S. Agency for International Development,10,3,,
US-GOV-1-720BHA24IO00029,XM-DAC-21018,International Federation of Red Cross and Red Crescent Societies,40,4,,
US-GOV-1-720FDA18IO00057,US-GOV-1,U.S. Agency for International Development,10,1,,
US-GOV-1-720FDA18IO00057,US-GOV-1,U.S. Agency for International Development,10,2,,
US-GOV-1-720FDA18IO00057,US-GOV-1,U.S. Agency for International Development,10,3,,
US-GOV-1-720FDA18IO00057,XM-DAC-21018,International Federation of Red Cross and Red Crescent Societies,40,4,,
US-GOV-1-720FDA18IO00102,US-GOV-1,U.S. Agency for International Development,10,1,,
US-GOV-1-720FDA18IO00102,US-GOV-1,U.S. Agency for International Development,10,2,,
US-GOV-1-720FDA18IO00102,US-GOV-1,U.S. Agency for International Development,10,3,,
US-GOV-1-720FDA18IO00102,XM-DAC-21018,International Federation of Red Cross and Red Crescent Societies,21,4,,
US-GOV-1-720FDA19GR00018,US-GOV-1,U.S. Agency for International Development,10,1,,
US-GOV-1-720FDA19GR00018,US-GOV-1,U.S. Agency for International Development,10,2,,
US-GOV-1-720FDA19GR00018,US-GOV-1,U.S. Agency for International Development,10,3,,
US-GOV-1-720FDA19GR00018,XI-DUNS-965088057,University of Hawaii,80,4,,
US-GOV-1-720FDA19IO00092,US-GOV-1,U.S. Agency for International Development,10,1,,
US-GOV-1-720FDA19IO00092,US-GOV-1,U.S. Agency for International Development,10,2,,
US-GOV-1-720FDA19IO00092,US-GOV-1,U.S. Agency for International Development,10,3,,
US-GOV-1-720FDA19IO00092,XM-DAC-41301,Food and Agriculture Organisation,40,4,,
US-GOV-1-720FDA19IO00099,US-GOV-1,U.S. Agency for International Development,10,1,,
US-GOV-1-720FDA19IO00099,US-GOV-1,U.S. Agency for International Development,10,2,,
US-GOV-1-720FDA19IO00099,US-GOV-1,U.S. Agency for International Development,10,3,,
US-GOV-1-720FDA19IO00099,XM-DAC-41301,Food and Agriculture Organisation,40,4,,
US-GOV-1-720FDA20GR00075,US-GOV-1,U.S. Agency for International Development,10,1,,
US-GOV-1-720FDA20GR00075,US-GOV-1,U.S. Agency for International Development,10,2,,
US-GOV-1-720FDA20GR00075,US-GOV-1,U.S. Agency for International Development,10,3,,
US-GOV-1-720FDA20GR00075,,Asian Disaster Preparedness Center,23,4,,
US-GOV-1-99,US-GOV-1,U.S. Agency for International Development,10,1,,
US-GOV-1-99,US-GOV-1,U.S. Agency for International Development,10,2,,
US-GOV-1-99,US-GOV-1,U.S. Agency for International Development,10,3,,
US-GOV-1-99,XI-DUNS-001793082,Cooperative for Assistance and Relief Everywhere,22,4,,
US-GOV-1-AEP-G-00-99-00064,US-GOV-1,U.S. Agency for International Development,10,1,,
US-GOV-1-AEP-G-00-99-00064,US-GOV-1,U.S. Agency for International Development,10,2,,
US-GOV-1-AEP-G-00-99-00064,US-GOV-1,U.S. Agency for International Development,10,3,,
US-GOV-1-AEP-G-00-99-00064,XM-DAC-41120,United Nations Human Settlement Programme,40,4,,
US-GOV-1-AEP0085I02300100,US-GOV-1,U.S. Agency for International Development,10,1,,
US-GOV-1-AEP0085I02300100,US-GOV-1,U.S. Agency for International Development,10,2,,
US-GOV-1-AEP0085I02300100,US-GOV-1,U.S. Agency for International Development,10,3,,
US-GOV-1-AEP0085I02300100,XI-DUNS-48407589,Management Systems International,70,4,,
US-GOV-1-AID-386-A-14-00018,US-GOV-1,U.S. Agency for International Development,10,1,,
US-GOV-1-AID-386-A-14-00018,US-GOV-1,U.S. Agency for International Development,10,2,,
US-GOV-1-AID-386-A-14-00018,US-GOV-1,U.S. Agency for International Development,10,3,,
US-GOV-1-AID-386-A-14-00018,XI-DUNS-650708634,Wildlife Conservation Trust,23,4,,
US-GOV-1-AID-486-A-17-00002,US-GOV-11,Department of State,10,1,,
US-GOV-1-AID-486-A-17-00002,US-GOV-1,U.S. Agency for International Development,10,2,,
US-GOV-1-AID-486-A-17-00002,US-GOV-1,U.S. Agency for International Development,10,3,,
US-GOV-1-AID-486-A-17-00002,XM-DAC-63000,The Thai Red Cross AIDS Research Centre,70,4,,
US-GOV-1-AID-ASIA-G-14-00001,US-GOV-1,U.S. Agency for International Development,10,1,,
US-GOV-1-AID-ASIA-G-14-00001,US-GOV-1,U.S. Agency for International Development,10,2,,
US-GOV-1-AID-ASIA-G-14-00001,US-GOV-1,U.S. Agency for International Development,10,3,,
US-GOV-1-AID-ASIA-G-14-00001,XM-DAC-44000,World Bank Group,40,4,,
US-GOV-1-AID-DFD-I-04-05-00221,US-GOV-1,U.S. Agency for International Development,10,1,,
US-GOV-1-AID-DFD-I-04-05-00221,US-GOV-1,U.S. Agency for International Development,10,2,,
US-GOV-1-AID-DFD-I-04-05-00221,US-GOV-1,U.S. Agency for International Development,10,3,,
US-GOV-1-AID-DFD-I-04-05-00221,XI-DUNS-048407589,Management Systems International,70,4,,
US-GOV-1-AID-OAA-A-11-00045,US-GOV-1,U.S. Agency for International Development,10,1,,
US-GOV-1-AID-OAA-A-11-00045,US-GOV-1,U.S. Agency for International Development,10,2,,
US-GOV-1-AID-OAA-A-11-00045,US-GOV-1,U.S. Agency for International Development,10,3,,
US-GOV-1-AID-OAA-A-11-00045,XI-DUNS-007431505,University of Colorado Boulder,80,4,,
US-GOV-1-AID-OAA-BC-11-00001,US-GOV-1,U.S. Agency for International Development,10,1,,
US-GOV-1-AID-OAA-BC-11-00001,US-GOV-1,U.S. Agency for International Development,10,2,,
US-GOV-1-AID-OAA-BC-11-00001,US-GOV-1,U.S. Agency for International Development,10,3,,
US-GOV-1-AID-OAA-BC-11-00001,XI-DUNS-004868105,RTI International,22,4,,
US-GOV-1-AID-OAA-LA-12-00003,US-GOV-1,U.S. Agency for International Development,10,1,,
US-GOV-1-AID-OAA-LA-12-00003,US-GOV-1,U.S. Agency for International Development,10,2,,
US-GOV-1-AID-OAA-LA-12-00003,US-GOV-1,U.S. Agency for International Development,10,3,,
US-GOV-1-AID-OAA-LA-12-00003,XI-DUNS-074845447,World Wildlife Fund,22,4,,
US-GOV-1-AID-OAA-TO-10-00010,US-GOV-1,U.S. Agency for International Development,10,1,,
US-GOV-1-AID-OAA-TO-10-00010,US-GOV-1,U.S. Agency for International Development,10,2,,
US-GOV-1-AID-OAA-TO-10-00010,US-GOV-1,U.S. Agency for International Development,10,3,,
US-GOV-1-AID-OAA-TO-10-00010,XI-DUNS-091345579,Creative Associates International,70,4,,
US-GOV-1-AID-OAA-TO-11-00058,US-GOV-1,U.S. Agency for International Development,10,1,,
US-GOV-1-AID-OAA-TO-11-00058,US-GOV-1,U.S. Agency for International Development,10,2,,
US-GOV-1-AID-OAA-TO-11-00058,US-GOV-1,U.S. Agency for International Development,10,3,,
US-GOV-1-AID-OAA-TO-11-00058,XI-DUNS-119259364,International Resources Group Ltd.,70,4,,
US-GOV-1-AID-OAA-TO-13-00009,US-GOV-1,U.S. Agency for International Development,10,1,,
US-GOV-1-AID-OAA-TO-13-00009,US-GOV-1,U.S. Agency for International Development,10,2,,
US-GOV-1-AID-OAA-TO-13-00009,US-GOV-1,U.S. Agency for International Development,10,3,,
US-GOV-1-AID-OAA-TO-13-00009,XI-DUNS-941533911,"Social Impact, Inc.",70,4,,
US-GOV-1-AID-OAA-TO-17-00028,US-GOV-1,U.S. Agency for International Development,10,1,,
US-GOV-1-AID-OAA-TO-17-00028,US-GOV-1,U.S. Agency for International Development,10,2,,
US-GOV-1-AID-OAA-TO-17-00028,US-GOV-1,U.S. Agency for International Development,10,3,,
US-GOV-1-AID-OAA-TO-17-00028,XI-DUNS-048407589,Management Systems International,70,4,,
US-GOV-1-AID-OFDA-IO-17-00046,US-GOV-1,U.S. Agency for International Development,10,1,,
