organisation_identifier,url,format,title,category_code,language,document_date
44002,https://documents1.worldbank.org/curated/en/187191533591240759/pdf/122600-CORR-PUBLIC-IDA-R2018-0249-2.pdf,application/pdf,Solomon Islands,B03,,
44002,https://documents1.worldbank.org/curated/en/099528309212238948/pdf/IDU0ad4619e9007c204f270a3020cbdb2bff53cf.pdf,application/pdf,Solomon Islands,B03,,
44002,https://documents1.worldbank.org/curated/en/099062824140525944/pdf/BOSIB1ef7c0d1f09e1b8e51ad7b97ff288d.pdf,application/pdf,Seychelles,B03,,
44002,https://documents1.worldbank.org/curated/en/879871602253859419/pdf/Sudan-Country-Engagement-Note-for-the-Period-FY21-FY22.pdf,application/pdf,Sudan,B03,,
44002,https://documents1.worldbank.org/curated/en/851731590804122431/pdf/Sierra-Leone-Country-Partnership-Framework-for-the-Period-FY21-FY26.pdf,application/pdf,Sierra Leone,B03,,
44002,https://documents1.worldbank.org/curated/en/099060724085542544/pdf/BOSIB135ae5a3b0a819e1a13ebf0d11fb5c.pdf,application/pdf,Sierra Leone,B03,,
44002,https://documents1.worldbank.org/curated/en/608781583719225540/pdf/Senegal-Country-Partnership-Framework-for-the-Period-FY20-FY24.pdf,application/pdf,Senegal,B03,,
44002,https://documents1.worldbank.org/curated/en/099030424164515436/pdf/BOSIB19a756a630ae1950b19bb8a3b38c87.pdf,application/pdf,Senegal,B03,,
44002,https://documents1.worldbank.org/curated/en/099020624155537269/pdf/BOSIB184df30530a9197dd1c1bfb8128d3f.pdf,application/pdf,Somalia,B03,,
44002,https://documents1.worldbank.org/curated/en/099090924182013594/pdf/BOSIB17fb0b98d0eb1a5da1d723b744f554.pdf,application/pdf,Suriname,B03,,
44002,https://documents1.worldbank.org/curated/en/154641621908323341/pdf/South-Sudan-Country-Engagement-Note-for-the-Period-FY21-FY23.pdf,application/pdf,South Sudan,B03,,
44002,https://documents1.worldbank.org/curated/en/099121423162031487/pdf/BOSIB1002ab3430741837215ce3493252ba.pdf,application/pdf,SÃ£o TomÃ© and PrÃ­ncipe,B03,,
44002,https://documents1.worldbank.org/curated/en/099040523105528085/pdf/BOSIB1dd8f1fa70d4192e917f7fb0f28753.pdf,application/pdf,El Salvador,B03,,
44002,https://documents1.worldbank.org/curated/en/099042723094536162/pdf/BOSIB0d60aef2907709f760cc6d21fbe12f.pdf,application/pdf,Eswatini,B03,,
44002,https://documents1.worldbank.org/curated/en/099045011032228370/pdf/BOSIB0e049600f0990811102aaa8c12a776.pdf,application/pdf,Chad,B03,,
44002,http://documents1.worldbank.org/curated/en/099050124142020564/pdf/BOSIB127a2798f05a1bed517ec5114a63b3.pdf,application/pdf,Togo,B03,,
44002,https://documents1.worldbank.org/curated/en/770551542942024490/pdf/125234-REPLACEMENT-PUBLIC-TH-WBG-Framework-ENG-FINAL-Mar-11.pdf,application/pdf,Thailand,B03,,
44002,https://documents1.worldbank.org/curated/en/099720012122213623/pdf/BOSIB0c033507e0b309cf80eef990b50f9e.pdf,application/pdf,Thailand,B03,,
44002,https://documents1.worldbank.org/curated/en/962981557781100857/pdf/Tajikistan-Country-Partnership-Framework-for-the-Period-of-FY19-FY23.pdf,application/pdf,Tajikistan,B03,,
44002,https://documents1.worldbank.org/curated/en/099011024131042366/pdf/BOSIB16e0f1e460721a7621e9f5998bdc8b.pdf,application/pdf,Tajikistan,B03,,
44002,https://documents1.worldbank.org/curated/en/353111574777310081/pdf/Timor-Leste-Country-Partnership-Framework-for-the-Period-FY2020-FY2024.pdf,application/pdf,Timor-Leste,B03,,
44002,https://documents1.worldbank.org/curated/en/099154502272311325/pdf/BOSIB00745f4ce0590b9b10ac0667d626a7.pdf,application/pdf,Tunisia,B03,,
44002,https://documents1.worldbank.org/curated/en/137341508303097110/pdf/120479-WP-P156647-PUBLIC-SydneyRPFFA.pdf,application/pdf,Tonga,B03,,
44002,https://documents1.worldbank.org/curated/en/302731583719311381/pdf/Nine-Pacific-Island-Countries-PIC9-Kiribati-Nauru-Marshall-Islands-Federated-States-of-Micronesia-Palau-Samoa-Tonga-Tuvalu-and-Vanuatu-Performance-and-Learning-Review-for-the-Period-FY2017-2021.pdf,application/pdf,Tonga,B03,,
44002,https://documents1.worldbank.org/curated/en/099031824111097800/pdf/BOSIB1c51810200bb1b42411382658e7899.pdf,application/pdf,Turkiye,B03,,
44002,https://documents1.worldbank.org/curated/en/137341508303097110/pdf/120479-WP-P156647-PUBLIC-SydneyRPFFA.pdf,application/pdf,Tuvalu,B03,,
44002,https://documents1.worldbank.org/curated/en/302731583719311381/pdf/Nine-Pacific-Island-Countries-PIC9-Kiribati-Nauru-Marshall-Islands-Federated-States-of-Micronesia-Palau-Samoa-Tonga-Tuvalu-and-Vanuatu-Performance-and-Learning-Review-for-the-Period-FY2017-2021.pdf,application/pdf,Tuvalu,B03,,
44002,https://documents1.worldbank.org/curated/en/099061724153527007/pdf/BOSIB193d9b4f005a1a0c01407ba1414034.pdf,application/pdf,"Tanzania, United Republic of",B03,,
44002,https://documents1.worldbank.org/curated/en/847421498183265026/pdf/Ukraine-Country-Partnership-Framework-FY2017-21-05262017.pdf,application/pdf,Ukraine,B03,,
44002,https://documents1.worldbank.org/curated/en/170721468179663842/pdf/101173-CAS-P155948-OUO-9-IDA-R2016-0049-2-Box394874B.pdf,application/pdf,Uganda,B03,,
44002,https://documents1.worldbank.org/curated/en/762631622944862388/pdf/Uganda-Performance-and-Learning-Review-of-the-FY16-FY21-Country-Partnership-Framework.pdf,application/pdf,Uganda,B03,,
44002,https://documents1.worldbank.org/curated/en/099525011112230801/pdf/BOSIB0f20149f30f10959805255d4935301.pdf,application/pdf,Uruguay,B03,,
44002,https://documents1.worldbank.org/curated/en/558271653576525839/pdf/Uzbekistan-Country-Partnership-Framework-for-the-Period-FY2022-FY2026.pdf,application/pdf,Uzbekistan,B03,,
44002,https://documents1.worldbank.org/curated/en/785291684874343180/pdf/Organization-of-Eastern-Caribbean-States-Regional-Partnership-Framework-for-the-Eastern-Caribbean-States-for-the-Period-FY22-FY25.pdf,application/pdf,St. Vincent and the Grenadines,B03,,
44002,https://documents1.worldbank.org/curated/en/173771496368868576/pdf/111771-PUBLIC-Vietnam-FY18-22-CPF-FINAL.pdf,application/pdf,Viet Nam,B03,,
44002,https://documents1.worldbank.org/curated/en/395041558317667311/pdf/Vietnam-Performance-and-Learning-Review-of-the-Country-Partnership-Framework-for-the-Period-FY19-FY22.pdf,application/pdf,Viet Nam,B03,,
44002,https://documents1.worldbank.org/curated/en/137341508303097110/pdf/120479-WP-P156647-PUBLIC-SydneyRPFFA.pdf,application/pdf,Vanuatu,B03,,
44002,https://documents1.worldbank.org/curated/en/302731583719311381/pdf/Nine-Pacific-Island-Countries-PIC9-Kiribati-Nauru-Marshall-Islands-Federated-States-of-Micronesia-Palau-Samoa-Tonga-Tuvalu-and-Vanuatu-Performance-and-Learning-Review-for-the-Period-FY2017-2021.pdf,application/pdf,Vanuatu,B03,,
44002,https://documents1.worldbank.org/curated/en/137341508303097110/pdf/120479-WP-P156647-PUBLIC-SydneyRPFFA.pdf,application/pdf,Samoa,B03,,
44002,https://documents1.worldbank.org/curated/en/302731583719311381/pdf/Nine-Pacific-Island-Countries-PIC9-Kiribati-Nauru-Marshall-Islands-Federated-States-of-Micronesia-Palau-Samoa-Tonga-Tuvalu-and-Vanuatu-Performance-and-Learning-Review-for-the-Period-FY2017-2021.pdf,application/pdf,Samoa,B03,,
44002,https://documents1.worldbank.org/curated/en/099041723104545397/pdf/BOSIB0a3dc36ae0c40be3c058429f10a40d.pdf,application/pdf,Kosovo,B03,,
44002,https://documents1.worldbank.org/curated/en/351911650316441159/pdf/Yemen-Country-Engagement-Note-for-the-Period-FY22-FY23.pdf,application/pdf,"Yemen, Rep.",B03,,
44002,https://documents1.worldbank.org/curated/en/139701627178427304/pdf/South-Africa-Country-Partnership-Framework-for-the-Period-FY22-FY26.pdf,application/pdf,South Africa,B03,,
44002,https://documents1.worldbank.org/curated/en/099091624151519669/pdf/BOSIB1d4ac5c7f00918f9217eab1347c249.pdf,application/pdf,Zambia,B03,,
