activity_identifier,transaction_ref,transaction_type,transaction_date,value,currency,value_date,description,description_lang,provider_org_ref,provider_org_name,provider_org_lang,provider_org_type,receiver_org_ref,receiver_org_name,receiver_org_lang,receiver_org_type,receiver_org_activity_id,disbursement_channel,flow_type,finance_type,aid_type,tied_status,humanitarian,recipient_region
XM-DAC-46007-500248,,3,2020-01-24,141796.2,USD,2020-01-24,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500248,,3,2021-01-15,1056143.8,USD,2021-01-15,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500248,,3,2020-10-14,312050.83,USD,2020-10-14,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500248,,3,2019-11-18,1238375.8,USD,2019-11-18,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500248,,3,2020-10-30,157908.02,USD,2020-10-30,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500248,,3,2022-02-25,4000000,USD,2022-02-25,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500240,,3,2024-07-18,4543964.18,USD,2024-07-18,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500240,,3,2023-07-26,18776883.3,USD,2023-07-26,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500240,,3,2025-01-21,2687180.14,USD,2025-01-21,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500240,,3,2020-07-31,755567.45,USD,2020-07-31,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500240,,3,2025-05-06,9432476.2,USD,2025-05-06,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500240,,3,2025-06-04,2880204.18,USD,2025-06-04,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500240,,3,2024-09-25,2290487.88,USD,2024-09-25,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500240,,3,2024-11-14,2296096.64,USD,2024-11-14,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500240,,3,2024-02-28,3193345.38,USD,2024-02-28,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500240,,3,2024-04-30,1439498.27,USD,2024-04-30,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500240,,3,2025-08-20,2321773.55,USD,2025-08-20,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500240,,3,2025-10-24,1315387.47,USD,2025-10-24,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500240,,3,2025-10-24,2190056.26,USD,2025-10-24,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500218,,3,2020-10-27,10000000,USD,2020-10-27,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500218,,3,2022-01-31,5393311.87,USD,2022-01-31,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500218,,3,2024-01-12,6000000,USD,2024-01-12,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500218,,3,2019-11-29,699087.18,USD,2019-11-29,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500218,,3,2019-05-16,2187169.91,USD,2019-05-16,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500218,,3,2025-02-05,10916390.35,USD,2025-02-05,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500218,,3,2019-06-24,55658.24,USD,2019-06-24,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500218,,3,2021-04-29,3700000,USD,2021-04-29,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500218,,3,2020-01-27,10000000,USD,2020-01-27,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500218,,3,2025-04-11,9000000,USD,2025-04-11,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500218,,3,2022-02-17,341802.12,USD,2022-02-17,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500218,,3,2019-06-27,106581.12,USD,2019-06-27,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500218,,3,2019-11-29,658293.7,USD,2019-11-29,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500218,,3,2019-04-30,2243748.5,USD,2019-04-30,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500218,,3,2019-08-28,75930.02,USD,2019-08-28,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500218,,3,2020-09-17,295566.5,USD,2020-09-17,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500218,,3,2019-11-27,591133,USD,2019-11-27,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500218,,3,2019-04-30,952380.95,USD,2019-04-30,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500218,,3,2020-09-17,82720.31,USD,2020-09-17,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500218,,3,2020-06-26,120078,USD,2020-06-26,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500218,,3,2019-12-19,190044,USD,2019-12-19,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500218,,3,2019-07-23,295566.5,USD,2019-07-23,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500218,,3,2019-05-16,1206160.22,USD,2019-05-16,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500218,,3,2019-11-27,430994.48,USD,2019-11-27,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500218,,3,2022-11-22,5000000,USD,2022-11-22,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500218,,3,2020-08-21,46023.97,USD,2020-08-21,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500218,,3,2019-12-19,4444018.7,USD,2019-12-19,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500218,,3,2019-11-08,492586.24,USD,2019-11-08,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500218,,3,2020-09-24,11095.16,USD,2020-09-24,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500218,,3,2019-06-27,2698809.2,USD,2019-06-27,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500218,,3,2019-06-24,377889.6,USD,2019-06-24,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500218,,3,2022-06-13,1871764,USD,2022-06-13,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500218,,3,2022-02-25,5000000,USD,2022-02-25,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500213,,3,2025-04-24,4000000,USD,2025-04-24,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500213,,3,2025-09-25,4000000,USD,2025-09-25,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500213,,3,2024-11-29,1100000,USD,2024-11-29,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500213,,3,2021-04-28,1000000,USD,2021-04-28,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500213,,3,2023-09-29,500000,USD,2023-09-29,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500213,,3,2024-10-29,3000000,USD,2024-10-29,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500213,,3,2022-03-10,1094091.9,USD,2022-03-10,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500213,,3,2023-10-23,1400000,USD,2023-10-23,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500213,,3,2024-08-21,1000000,USD,2024-08-21,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500212,,3,2024-05-23,768966.99,USD,2024-05-23,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500212,,3,2023-12-12,737766.24,USD,2023-12-12,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500212,,3,2019-08-28,481803,USD,2019-08-28,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500212,,3,2024-08-20,581112.28,USD,2024-08-20,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500212,,3,2021-09-29,680016.5,USD,2021-09-29,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500212,,3,2024-03-18,508211.64,USD,2024-03-18,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500212,,3,2020-10-29,1751964.84,USD,2020-10-29,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500212,,3,2020-02-18,828811.76,USD,2020-02-18,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500212,,3,2023-01-18,935109.53,USD,2023-01-18,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500212,,3,2023-10-20,703443.01,USD,2023-10-20,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500212,,3,2019-01-31,76505.71,USD,2019-01-31,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500212,,3,2021-03-30,1655549.99,USD,2021-03-30,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500212,,3,2023-06-27,881707.28,USD,2023-06-27,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500212,,3,2022-07-06,2029349.59,USD,2022-07-06,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500212,,3,2018-11-15,34153.86,USD,2018-11-15,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500208,,3,2024-07-15,13639182,USD,2024-07-15,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500193,,3,2021-12-09,4306912.23,USD,2021-12-09,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500193,,3,2018-10-16,936206.55,USD,2018-10-16,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500193,,3,2019-02-28,6019187.13,USD,2019-02-28,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500193,,3,2018-08-17,652728.9,USD,2018-08-17,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500193,,3,2018-10-11,3000000,USD,2018-10-11,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500193,,3,2018-09-21,1513181.91,USD,2018-09-21,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500193,,3,2020-02-13,7000000,USD,2020-02-13,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500193,,3,2018-03-20,230860.83,USD,2018-03-20,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500193,,3,2024-07-26,3448568.51,USD,2024-07-26,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500193,,3,2017-12-19,197587.47,USD,2017-12-19,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500193,,3,2021-04-30,5525513.43,USD,2021-04-30,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500193,,3,2023-10-23,3249188.68,USD,2023-10-23,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500193,,3,2018-05-25,564802.43,USD,2018-05-25,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500193,,3,2019-07-31,2470317.71,USD,2019-07-31,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500193,,3,2025-06-04,632523.63,USD,2025-06-04,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500193,,3,2018-12-21,1068353.37,USD,2018-12-21,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500193,,3,2017-11-30,5271048.5,USD,2017-11-30,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500193,,3,2020-07-31,7000000,USD,2020-07-31,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500193,,3,2018-07-23,344551.4,USD,2018-07-23,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500193,,3,2019-01-31,1330974.52,USD,2019-01-31,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500193,,3,2021-03-18,4043480.1,USD,2021-03-18,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500193,,3,2023-05-22,2206265.79,USD,2023-05-22,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500193,,3,2018-11-30,1926151.56,USD,2018-11-30,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500193,,3,2018-04-30,340137.13,USD,2018-04-30,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500193,,3,2018-02-28,75141.75,USD,2018-02-28,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500193,,3,2019-04-30,1120890.95,USD,2019-04-30,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500192,,3,2021-08-16,17283217.14,USD,2021-08-16,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500192,,3,2023-04-28,5260775.96,USD,2023-04-28,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500189,,3,2025-07-17,159310.33,USD,2025-07-17,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500189,,3,2024-08-26,21982542,USD,2024-08-26,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500189,,3,2020-11-27,6400657,USD,2020-11-27,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500189,,3,2021-04-27,27860056,USD,2021-04-27,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500189,,3,2021-09-30,109415,USD,2021-09-30,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500189,,3,2024-10-25,542903.88,USD,2024-10-25,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500189,,3,2022-12-16,1371472.94,USD,2022-12-16,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500189,,3,2020-12-22,714101,USD,2020-12-22,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500189,,3,2023-10-23,310481.05,USD,2023-10-23,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500179,,3,2020-11-17,3867175.8,USD,2020-11-17,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500179,,3,2025-07-02,13084913.21,USD,2025-07-02,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500179,,3,2021-08-17,4316078.76,USD,2021-08-17,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500179,,3,2021-11-30,2439106.99,USD,2021-11-30,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500179,,3,2019-11-12,7436487.56,USD,2019-11-12,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500179,,3,2025-10-28,42300,USD,2025-10-28,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500179,,3,2022-10-11,194626.38,USD,2022-10-11,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500179,,3,2021-04-30,4117175.8,USD,2021-04-30,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500035,,3,2023-08-24,8500000,USD,2023-08-24,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500035,,3,2017-12-21,2625000,USD,2017-12-21,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500035,,3,2022-07-20,9500000,USD,2022-07-20,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500035,,3,2021-09-28,8500000,USD,2021-09-28,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500022,,3,2025-10-31,6000000,USD,2025-10-31,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500022,,3,2025-03-25,4000000,USD,2025-03-25,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500022,,3,2019-04-30,1500000,USD,2019-04-30,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500022,,3,2021-03-23,9467661.49,USD,2021-03-23,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500022,,3,2025-04-11,12000000,USD,2025-04-11,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500022,,3,2024-10-29,2500000,USD,2024-10-29,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500022,,3,2025-08-27,8000000,USD,2025-08-27,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500022,,3,2022-07-28,5886838,USD,2022-07-28,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500022,,3,2025-07-28,6000000,USD,2025-07-28,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500022,,3,2024-09-13,6000000,USD,2024-09-13,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302457,,3,2018-10-12,3473733.82,USD,2018-10-12,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302457,,3,2024-03-21,4179618.56,USD,2024-03-21,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302457,,3,2023-06-20,2320801.37,USD,2023-06-20,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302457,,3,2025-08-28,3500000,USD,2025-08-28,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302443,,3,2025-02-27,11500000,USD,2025-02-27,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302443,,3,2023-07-27,1000000,USD,2023-07-27,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302443,,3,2024-06-24,6544912.34,USD,2024-06-24,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302443,,3,2024-09-27,8540317.86,USD,2024-09-27,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302443,,3,2025-06-30,9302269.8,USD,2025-06-30,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302443,,3,2023-10-31,4000000,USD,2023-10-31,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302443,,3,2024-03-15,4000000,USD,2024-03-15,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2021-02-26,1154400.47,USD,2021-02-26,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2025-08-07,88358.5,USD,2025-08-07,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2020-06-24,54400,USD,2020-06-24,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2025-03-13,1487137.98,USD,2025-03-13,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2023-08-18,64000,USD,2023-08-18,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2020-11-27,135399.96,USD,2020-11-27,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2022-09-21,54400,USD,2022-09-21,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2019-11-07,12007019.86,USD,2019-11-07,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2021-02-26,54400,USD,2021-02-26,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2025-02-14,820724.65,USD,2025-02-14,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2022-02-22,698284.87,USD,2022-02-22,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2021-08-30,1323106.26,USD,2021-08-30,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2021-05-25,1899154.55,USD,2021-05-25,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2023-11-15,214366.46,USD,2023-11-15,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2020-03-18,261872.77,USD,2020-03-18,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2025-09-29,449537.5,USD,2025-09-29,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2021-01-29,54400,USD,2021-01-29,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2023-06-22,2211889.46,USD,2023-06-22,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2020-09-28,95877.17,USD,2020-09-28,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2021-09-28,1868909,USD,2021-09-28,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2025-06-13,139946,USD,2025-06-13,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2023-06-27,536972.37,USD,2023-06-27,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2020-06-24,366306.22,USD,2020-06-24,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2021-07-23,1316535.86,USD,2021-07-23,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2022-05-23,902844.94,USD,2022-05-23,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2019-10-25,517000,USD,2019-10-25,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2020-07-29,44219.09,USD,2020-07-29,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2020-11-27,54400,USD,2020-11-27,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2020-12-16,54400,USD,2020-12-16,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2023-02-16,108800,USD,2023-02-16,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2020-08-28,49916.76,USD,2020-08-28,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2021-03-29,54400,USD,2021-03-29,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2023-09-14,1733443.83,USD,2023-09-14,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2020-12-16,19364.52,USD,2020-12-16,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2021-04-29,2411700.03,USD,2021-04-29,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2022-03-30,782659.6,USD,2022-03-30,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2025-07-03,19702.15,USD,2025-07-03,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2021-07-23,54400,USD,2021-07-23,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2022-05-20,867045.86,USD,2022-05-20,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2020-06-24,356111.2,USD,2020-06-24,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2025-09-03,212930.06,USD,2025-09-03,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2022-10-19,54400,USD,2022-10-19,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2022-07-26,695083.16,USD,2022-07-26,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2020-08-27,54400,USD,2020-08-27,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2021-12-10,2689972.91,USD,2021-12-10,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2022-01-25,856273.65,USD,2022-01-25,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2020-06-24,163200,USD,2020-06-24,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2023-10-20,2169519.68,USD,2023-10-20,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2021-05-25,54400,USD,2021-05-25,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2020-09-28,54400,USD,2020-09-28,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2020-10-27,36609.9,USD,2020-10-27,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2021-09-28,54400,USD,2021-09-28,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2020-10-27,54400,USD,2020-10-27,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2024-11-14,473060.01,USD,2024-11-14,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2021-10-28,54400,USD,2021-10-28,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2024-01-19,66935.63,USD,2024-01-19,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2020-01-31,145205.83,USD,2020-01-31,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2021-10-28,1578334.46,USD,2021-10-28,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2021-06-25,54400,USD,2021-06-25,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2021-06-25,1558983.77,USD,2021-06-25,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2021-01-28,60820.49,USD,2021-01-28,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2022-06-23,1313906.8,USD,2022-06-23,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2023-01-18,108800,USD,2023-01-18,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2020-07-29,54400,USD,2020-07-29,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2021-04-29,54400,USD,2021-04-29,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2022-08-18,54400,USD,2022-08-18,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2021-03-29,2160304.56,USD,2021-03-29,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2025-04-11,45828.04,USD,2025-04-11,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,3,2021-08-30,54400,USD,2021-08-30,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302411,,3,2019-03-26,63918.63,USD,2019-03-26,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302411,,3,2019-05-20,505925.93,USD,2019-05-20,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302411,,3,2018-11-08,105136.33,USD,2018-11-08,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302411,,3,2022-04-22,1669677.03,USD,2022-04-22,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302411,,3,2018-12-12,11252.01,USD,2018-12-12,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302411,,3,2017-01-27,42930.34,USD,2017-01-27,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302411,,3,2023-04-24,3300000,USD,2023-04-24,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302411,,3,2019-07-29,1000000,USD,2019-07-29,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302411,,3,2021-12-09,2100000,USD,2021-12-09,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302411,,3,2020-12-14,230228.35,USD,2020-12-14,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302411,,3,2023-11-21,4200000,USD,2023-11-21,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302411,,3,2018-05-29,133552.49,USD,2018-05-29,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302411,,3,2024-04-23,3015749.31,USD,2024-04-23,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302411,,3,2022-09-20,1820000,USD,2022-09-20,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302411,,3,2019-12-19,819043.2,USD,2019-12-19,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302411,,3,2020-04-20,289275.1,USD,2020-04-20,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302411,,3,2018-12-18,48321.61,USD,2018-12-18,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302411,,3,2018-08-31,254074.47,USD,2018-08-31,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302411,,3,2018-12-18,890784.65,USD,2018-12-18,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302411,,3,2021-02-18,961197.4,USD,2021-02-18,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302411,,3,2021-07-27,4123690.63,USD,2021-07-27,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302411,,3,2018-12-18,84589.01,USD,2018-12-18,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302411,,3,2018-12-18,31141.6,USD,2018-12-18,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302411,,3,2018-10-25,365252.62,USD,2018-10-25,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302411,,3,2018-10-19,25910.53,USD,2018-10-19,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302411,,3,2018-05-07,667549.85,USD,2018-05-07,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302411,,3,2019-10-29,751176.06,USD,2019-10-29,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302411,,3,2025-05-21,793574.66,USD,2025-05-21,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302411,,3,2022-11-23,1300000,USD,2022-11-23,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302411,,3,2019-09-27,104238.48,USD,2019-09-27,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302411,,3,2018-08-27,26820.72,USD,2018-08-27,,,,,,,,,,,,,,,,,,
