activity_identifier,transaction_ref,transaction_type,transaction_date,value,currency,value_date,description,description_lang,provider_org_ref,provider_org_name,provider_org_lang,provider_org_type,receiver_org_ref,receiver_org_name,receiver_org_lang,receiver_org_type,receiver_org_activity_id,disbursement_channel,flow_type,finance_type,aid_type,tied_status,humanitarian,recipient_region
XM-DAC-46007-501238,,2,2025-07-22,80900000,USD,2025-07-22,,,,,,,,,,,,,,,,,,
XM-DAC-46007-501142,,2,2024-09-23,85638094.14,USD,2024-09-23,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500640,,2,2020-11-24,10800000,USD,2020-11-24,,,,,,,,,,,,,,,,,,
XM-DAC-46007-501243,,2,2025-08-12,138000000,USD,2025-08-12,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500681,,2,2021-04-27,50000000,USD,2021-04-27,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500640,,2,2020-11-24,25200000,USD,2020-11-24,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500930,,2,2023-02-15,18954112.88,USD,2023-02-15,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,2,2020-11-24,50000000,USD,2020-11-24,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500930,,2,2023-02-15,52123810.42,USD,2023-02-15,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,2,2020-11-24,250000000,USD,2020-11-24,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500669,,2,2021-03-23,50000000,USD,2021-03-23,,,,,,,,,,,,,,,,,,
XM-DAC-46007-501061,,2,2023-08-29,400000000,USD,2023-08-29,,,,,,,,,,,,,,,,,,
XM-DAC-46007-501151,,2,2024-11-13,300000000,USD,2024-11-13,,,,,,,,,,,,,,,,,,
XM-DAC-46007-501226,,2,2025-06-11,165000000,USD,2025-06-11,,,,,,,,,,,,,,,,,,
