activity_identifier,sector_code,sector_name,vocabulary,vocabulary_uri,percentage
XM-DAC-46008-cfa012056,4,"Educación, cultura y deporte",99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa012596,3,"Agua, saneamiento, preservación de recursos hídricos y gestión de residuos",99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa010675,11,Transporte,99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa012325,11,Transporte,99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa008791,3,"Agua, saneamiento, preservación de recursos hídricos y gestión de residuos",99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa012442,11,Transporte,99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa012569,7,Protección y servicios sociales,99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa011489,11,Transporte,99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa012694,10,Tecnologías de la información y la comunicación,99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa011057,3,"Agua, saneamiento, preservación de recursos hídricos y gestión de residuos",99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa009919,11,Transporte,99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfc012385,3,"Agua, saneamiento, preservación de recursos hídricos y gestión de residuos",99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa902406,2,"Agricultura, ganadería, pesca y silvicultura",99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa012064,4,"Educación, cultura y deporte",99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfl0000003443,9,Sector financiero,99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa011997,11,Transporte,99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa011175,11,Transporte,99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa011740,11,Transporte,99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa011247,8,Salud,99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa010641,11,Transporte,99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa008471,5,Energía e industrias extractivas,99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa011781,4,"Educación, cultura y deporte",99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa009660,11,Transporte,99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa012061,11,Transporte,99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfl0000000620,9,Sector financiero,99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa012205,8,Salud,99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa012265,11,Transporte,99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa010730,11,Transporte,99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa011652,5,Energía e industrias extractivas,99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa010873,9,Sector financiero,99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa010703,11,Transporte,99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa009458,11,Transporte,99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfl0000003481,9,Sector financiero,99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa011960,7,Protección y servicios sociales,99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa011052,3,"Agua, saneamiento, preservación de recursos hídricos y gestión de residuos",99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa012351,3,"Agua, saneamiento, preservación de recursos hídricos y gestión de residuos",99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfl0000003530,9,Sector financiero,99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfl0000003813,9,Sector financiero,99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa008734,9,Sector financiero,99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa009225,3,"Agua, saneamiento, preservación de recursos hídricos y gestión de residuos",99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa012652,3,"Agua, saneamiento, preservación de recursos hídricos y gestión de residuos",99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfl0000003500,9,Sector financiero,99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa011585,10,Tecnologías de la información y la comunicación,99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfl0000003444,9,Sector financiero,99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa012668,8,Salud,99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfl0000003438,9,Sector financiero,99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfl0000003529,9,Sector financiero,99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfl0000003483,9,Sector financiero,99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa009282,11,Transporte,99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa011699,11,Transporte,99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa011545,4,"Educación, cultura y deporte",99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa008889,10,Tecnologías de la información y la comunicación,99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa011618,6,"Industria, comercio y servicios",99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa010639,6,"Industria, comercio y servicios",99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa011297,12,Multisectorial,99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfl0000003545,9,Sector financiero,99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa011634,1,Administración pública,99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa902404,5,Energía e industrias extractivas,99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa011746,4,"Educación, cultura y deporte",99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa011218,11,Transporte,99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfl0000003203,9,Sector financiero,99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa008919,4,"Educación, cultura y deporte",99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa009609,6,"Industria, comercio y servicios",99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa012132,1,Administración pública,99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa011886,5,Energía e industrias extractivas,99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa011027,9,Sector financiero,99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa008570,12,Multisectorial,99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa010751,10,Tecnologías de la información y la comunicación,99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa010491,11,Transporte,99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa009626,11,Transporte,99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa011840,3,"Agua, saneamiento, preservación de recursos hídricos y gestión de residuos",99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa011497,7,Protección y servicios sociales,99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa008604,11,Transporte,99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa012375,3,"Agua, saneamiento, preservación de recursos hídricos y gestión de residuos",99,https://www.caf.com/sectores-iati,
XM-DAC-46008-cfa012190,9,Sector financiero,99,https://www.caf.com/sectores-iati,
