activity_identifier,type,iso_date,narrative,narrative_lang
XM-DAC-46008-cfa012460,2,2024-12-06,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa007946,2,2012-10-19,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa008945,2,2015-06-15,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa012160,2,2023-11-08,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa012564,2,2025-03-11,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfl0000003442,2,2022-04-08,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011677,2,2022-01-26,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa012704,2,2025-08-07,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa012206,2,2023-12-11,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa009731,2,2016-12-30,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011994,2,2023-05-09,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa012050,2,2023-07-07,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfl0000003477,2,2022-06-22,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011063,2,2019-12-30,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa009757,2,2017-03-08,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa010713,2,2019-03-13,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa009204,2,2015-12-08,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa012275,2,2024-05-07,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011459,2,2021-04-21,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfl0000003412,2,2015-12-10,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011191,2,2020-03-30,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011189,2,2020-03-30,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa008748,2,2014-10-10,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa007990,2,2012-11-06,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfl0000002469,2,2015-12-10,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011827,2,2022-10-04,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa012093,2,2023-08-21,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa008741,2,2014-11-25,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011456,2,2021-03-23,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa012334,2,2024-08-05,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa010061,2,2017-10-27,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfl0000003683,2,2023-05-25,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfl0000003580,2,2022-12-12,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa009759,2,2017-03-08,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011906,2,2022-12-27,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa010209,2,2018-02-15,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa009272,2,2016-02-18,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011790,2,2022-08-19,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfl0000003406,2,2021-12-15,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011061,2,2019-11-29,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfl0000003492,2,2022-07-20,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa012056,2,2023-07-04,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa012596,2,2025-04-16,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa010675,2,2019-01-18,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa012325,2,2024-07-30,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa008791,2,2014-12-30,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa012442,2,2024-11-27,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa012569,2,2025-03-19,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011489,2,2021-05-18,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa012694,2,2025-08-07,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011057,2,2019-12-20,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa009919,2,2017-07-04,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfc012385,2,2024-09-26,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa902406,2,2023-05-24,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa012064,2,2023-07-28,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfl0000003443,2,2022-05-10,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011997,2,2023-05-09,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011175,2,2020-03-30,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011740,2,2022-05-25,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011247,2,2020-06-25,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa010641,2,2018-12-28,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa008471,2,2014-01-31,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011781,2,2022-08-19,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa009660,2,2016-12-12,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa012061,2,2023-07-05,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfl0000000620,2,2006-08-08,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa012205,2,2023-12-11,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa012265,2,2024-04-23,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa010730,2,2019-04-01,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011652,2,2021-12-17,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa010873,2,2019-08-13,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa010703,2,2019-02-22,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa009458,2,2016-08-12,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfl0000003481,2,2022-06-14,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011960,2,2023-03-17,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011052,2,2019-12-06,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa012351,2,2024-08-30,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfl0000003530,2,2022-08-24,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfl0000003813,2,2024-03-07,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa008734,2,2014-11-18,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa009225,2,2015-12-11,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa012652,2,2025-07-07,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfl0000003500,2,2022-08-08,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011585,2,2021-10-18,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfl0000003444,2,2022-05-19,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa012668,2,2025-07-21,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfl0000003438,2,2022-04-06,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfl0000003529,2,2022-08-01,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfl0000003483,2,2022-07-07,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa009282,2,2015-11-23,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011699,2,2022-04-05,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011545,2,2021-08-19,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa008889,2,2015-03-30,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011618,2,2021-11-24,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa010639,2,2018-12-18,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011297,2,2020-09-03,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfl0000003545,2,2022-10-10,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011634,2,2021-12-07,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa902404,2,2023-03-31,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011746,2,2022-06-24,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011218,2,2020-05-06,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfl0000003203,2,2020-07-06,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa008919,2,2015-05-19,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa009609,2,2016-10-24,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa012132,2,2023-09-11,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011886,2,2022-12-07,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011027,2,2019-11-29,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa008570,2,2014-06-04,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa010751,2,2019-02-23,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa010491,2,2018-09-28,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa009626,2,2016-11-24,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011840,2,2022-10-20,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011497,2,2021-06-02,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa008604,2,2014-07-07,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa012375,2,2024-09-23,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa012190,2,2023-12-18,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa009238,2,2015-12-01,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa008608,2,2014-07-18,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfl0000003265,2,2020-12-11,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfl0000003432,2,2007-01-19,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa010793,2,2019-05-24,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa008424,2,2013-09-06,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa004488,2,2007-12-09,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfl0000003533,2,2022-08-26,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa004506,2,2007-12-19,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa012251,2,2024-03-21,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa012572,2,2025-02-21,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa902408,2,2023-12-21,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa009331,2,2016-01-15,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa008349,2,2013-11-15,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa010524,2,2018-06-19,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa012076,2,2023-08-08,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfl0000003445,2,2022-05-19,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa007352,2,2011-03-18,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa012048,2,2023-07-06,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa000866,2,1995-12-19,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa012150,2,2023-10-20,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa010521,2,2018-10-17,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa012135,2,2023-09-29,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfl0000003686,2,2023-08-01,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa012200,2,2023-12-20,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa010989,2,2019-11-18,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011299,2,2020-09-10,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011060,2,2019-12-30,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011779,2,2022-08-19,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa009103,2,2015-10-15,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa009787,2,2017-03-15,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa008132,2,2012-11-26,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa010823,2,2019-06-14,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa012147,2,2023-10-24,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa012360,2,2024-09-17,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa010867,2,2019-08-13,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa004496,2,2007-12-14,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011860,2,2022-11-15,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa007644,2,2011-09-09,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011100,2,2020-01-29,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa009854,2,2017-04-24,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa008779,2,2014-12-16,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011733,2,2022-06-03,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011815,2,2022-09-15,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011783,2,2022-08-19,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa012474,2,2024-12-04,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa010968,2,2019-10-24,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfc008353,2,2013-12-05,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa008003,2,2012-10-04,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa008868,2,2015-03-23,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011686,2,2022-02-10,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011447,2,2021-03-12,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa009120,2,2015-09-30,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa012044,2,2023-07-03,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011072,2,2019-12-24,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa008272,2,2013-07-15,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa012634,2,2025-06-20,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa010362,2,2018-06-19,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011054,2,2019-12-12,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa008788,2,2014-12-12,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa010726,2,2019-03-20,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa010131,2,2017-12-01,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa012330,2,2024-08-08,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011792,2,2022-08-23,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa007407,2,2011-06-28,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa010801,2,2019-05-28,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfl0000003213,2,2020-08-27,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfc003359,2,2006-02-13,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa006993,2,2010-12-14,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011553,2,2021-09-06,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa012226,2,2024-03-01,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa008787,2,2014-12-12,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa009148,2,2015-11-24,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa005648,2,2008-12-08,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa008439,2,2013-12-18,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa005320,2,2009-02-06,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa009482,2,2016-08-02,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011967,2,2023-03-09,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa008457,2,2014-02-25,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa006534,2,2010-07-26,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa007786,2,2012-05-14,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa008959,2,2015-07-14,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011016,2,2019-11-13,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011846,2,2022-10-31,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa006697,2,2010-05-10,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa009410,2,2016-07-19,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa008949,2,2015-06-26,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011691,2,2022-03-17,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa012332,2,2024-08-01,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa007485,2,2011-07-20,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011346,2,2020-11-11,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa012054,2,2023-07-10,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa006763,2,2010-10-01,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfl0000004056,2,2025-05-27,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfc007956,2,2012-10-24,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa009174,2,2015-12-11,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa006987,2,2010-10-18,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011968,2,2023-03-09,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa012253,2,2024-03-21,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa007372,2,2011-05-13,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa012565,2,2025-03-14,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011682,2,2022-03-08,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa010628,2,2018-11-29,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011985,2,2023-04-27,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa012430,2,2024-09-16,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa006843,2,2010-11-10,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa012615,2,2025-05-29,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011917,2,2023-01-05,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa010385,2,2018-07-17,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa004495,2,2007-12-14,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa006934,2,2010-11-04,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa009301,2,2016-03-09,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa005319,2,2009-02-10,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa009170,2,2015-11-30,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa012497,2,2024-12-20,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa004844,2,2008-07-09,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa008993,2,2015-07-20,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa008633,2,2014-07-07,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011065,2,2019-12-30,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa010569,2,2018-11-14,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa006616,2,2010-08-06,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa012644,2,2025-07-07,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa012327,2,2024-07-31,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa007840,2,2012-06-01,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa008759,2,2014-12-05,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa011663,2,2021-12-22,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa008379,2,2013-10-21,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa008086,2,2013-02-06,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa012487,2,2024-12-18,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa010449,2,2018-07-30,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa008717,2,2014-08-26,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa012302,2,2024-06-06,Fecha de entrada en vigencia de la operación,
XM-DAC-46008-cfa008794,2,2014-12-12,Fecha de entrada en vigencia de la operación,
