activity_identifier,result_ref,result_type,aggregation_status,title,description
XM-DAC-46008-cfa012391,result_2,3,,Intervenciones con componentes de igualdad de género,
XM-DAC-46008-cfa012391,result_3,3,,Infraestructura educativa construida o rehabilitada,
XM-DAC-46008-cfa012391,result_4,3,,Mujeres directamente beneficiadas por intervenciones CAF,
XM-DAC-46008-cfa011408,result_1,3,,Ahorro en tiempos de viaje (minutos),
XM-DAC-46008-cfa011408,result_2,3,,"Carreteras construidas, mejoradas y/o rehabilitadas",
XM-DAC-46008-cfl0000003069,result_1,3,,"Empresas beneficiadas por operaciones de CAF a través de intermediarios para capital de trabajo, comercio exterior, y proyectos de inversión",
XM-DAC-46008-cfl0000003069,result_2,3,,Pymes beneficiadas por operaciones de CAF a través de intermediarios financieros tales como bancos comerciales y de desarrollo regionales o locales ,
XM-DAC-46008-cfa011752,result_1,3,,Beneficiarios de una mejor gestión y uso sostenible del medio ambiente,
XM-DAC-46008-cfa011752,result_2,3,,Superficie de terreno beneficiadas por infraestructura de irrigación nueva y/o rehabilitada,
XM-DAC-46008-cfa011752,result_3,3,,Personas beneficiadas por infraestructura de irrigación nueva y/o rehabilitada en áreas rurales y vulnerables,
XM-DAC-46008-cfa011752,result_4,3,,Personas beneficiadas por adaptación al cambio climático,
XM-DAC-46008-cfa012460,result_1,3,,Ahorro en tiempos de viaje (minutos),
XM-DAC-46008-cfa012460,result_2,3,,"Carreteras construidas, mejoradas y/o rehabilitadas",
XM-DAC-46008-cfa012160,result_1,3,,Superficie urbana mejorada,
XM-DAC-46008-cfa012564,result_1,3,,Viajeros en modos de transporte sostenibles nuevos o mejorados,
XM-DAC-46008-cfa012564,result_2,3,,Reducción de emisiones de carbono con apoyo de intervenciones CAF (toneladas anuales de CO2 equivalentes),
XM-DAC-46008-cfa012564,result_3,3,,Carga transportada,
XM-DAC-46008-cfl0000003442,result_1,3,,"Empresas beneficiadas por operaciones de CAF a través de intermediarios para capital de trabajo, comercio exterior, y proyectos de inversión",
XM-DAC-46008-cfl0000003442,result_2,3,,Pymes beneficiadas por operaciones de CAF a través de intermediarios financieros tales como bancos comerciales y de desarrollo regionales o locales ,
XM-DAC-46008-cfa011677,result_1,3,,Infraestructura educativa construida o rehabilitada,
XM-DAC-46008-cfa011677,result_2,3,,Estudiantes beneficiados por proyectos de educación,
XM-DAC-46008-cfa011677,result_3,3,,Docentes capacitados,
XM-DAC-46008-cfa011677,result_4,3,,Fibra óptica instalada (km),
XM-DAC-46008-cfa011677,result_5,3,,Personas beneficiadas por nueva infraestructura de telecomunicaciones,
XM-DAC-46008-cfa011677,result_6,3,,Intervenciones con componentes de igualdad de género,
XM-DAC-46008-cfa012206,result_1,3,,Superficie de terreno beneficiadas por infraestructura de irrigación nueva y/o rehabilitada para gran agricultura,
XM-DAC-46008-cfa012206,result_2,3,,Infraestructura educativa construida o rehabilitada,
XM-DAC-46008-cfa012206,result_3,3,,Estudiantes beneficiados por proyectos de educación,
XM-DAC-46008-cfa012206,result_4,3,,Personas beneficiadas por infraestructura de irrigación nueva y/o rehabilitada para gran agricultura,
XM-DAC-46008-cfa012206,result_5,3,,Docentes capacitados,
XM-DAC-46008-cfa011994,result_1,3,,Ahorro en tiempos de viaje (minutos),
XM-DAC-46008-cfa011994,result_2,3,,Puntos de concentración de siniestros mejorados,
XM-DAC-46008-cfa011994,result_3,3,,Incidencia de siniestros con victimas,
XM-DAC-46008-cfa011994,result_4,3,,"Carreteras construidas, mejoradas y/o rehabilitadas",
XM-DAC-46008-cfa011994,result_5,3,,"Usuarios adicionales de la vía construida, mejorada o rehabilitada",
XM-DAC-46008-cfa011994,result_6,3,,Reducción en los costos de operación vehicular,
XM-DAC-46008-cfa012050,result_1,3,,Ahorro en tiempos de viaje (minutos),
XM-DAC-46008-cfa012050,result_2,3,,"Carreteras construidas, mejoradas y/o rehabilitadas",
XM-DAC-46008-cfa012050,result_3,3,,"Usuarios adicionales de la vía construida, mejorada o rehabilitada",
XM-DAC-46008-cfa012050,result_4,3,,Operaciones de integración física latinoamericana y corredores logísticos de integración apoyadas por CAF ,
XM-DAC-46008-cfl0000003477,result_1,3,,Microréditos,
XM-DAC-46008-cfa011063,result_1,3,,Personas beneficiadas por infraestructura de control de cursos o cuerpos de agua construidas o rehabilitadas,
XM-DAC-46008-cfa012275,result_1,3,,Infraestructura educativa construida o rehabilitada,
XM-DAC-46008-cfa012275,result_2,3,,Estudiantes beneficiados por proyectos de educación,
XM-DAC-46008-cfa012275,result_3,3,,Docentes capacitados,
XM-DAC-46008-cfa012275,result_4,3,,Mujeres directamente beneficiadas por intervenciones CAF,
XM-DAC-46008-cfa011459,result_1,3,,"Carreteras construidas, mejoradas y/o rehabilitadas",
XM-DAC-46008-cfa011459,result_2,3,,Ahorro en tiempos de viaje (minutos),
XM-DAC-46008-cfa011459,result_3,3,,"Usuarios adicionales de la vía construida, mejorada o rehabilitada",
XM-DAC-46008-cfl0000003412,result_1,3,,"Empresas beneficiadas por operaciones de CAF a través de intermediarios para capital de trabajo, comercio exterior, y proyectos de inversión",
XM-DAC-46008-cfa011191,result_1,3,,Infraestructuras de control de cursos o cuerpos de agua construidas o rehabilitadas,
XM-DAC-46008-cfa011191,result_2,3,,"Usuarios adicionales de la vía construida, mejorada o rehabilitada",
XM-DAC-46008-cfa011191,result_3,3,,Personas beneficiadas por infraestructura de control de cursos o cuerpos de agua construidas o rehabilitadas,
XM-DAC-46008-cfa011191,result_4,3,,Capacidad instalada de generación añadida al sistema eléctrico nacional,
XM-DAC-46008-cfa011191,result_5,3,,"Carreteras construidas, mejoradas y/o rehabilitadas",
XM-DAC-46008-cfa011191,result_6,3,,Líneas de transmisión y distribución instaladas o rehabilitadas,
XM-DAC-46008-cfl0000002469,result_1,3,,Pymes beneficiadas por operaciones de CAF a través de intermediarios financieros tales como bancos comerciales y de desarrollo regionales o locales ,
XM-DAC-46008-cfa011827,result_1,3,,Personas beneficiadas por infraestructura de control de cursos o cuerpos de agua construidas o rehabilitadas,
XM-DAC-46008-cfa011827,result_2,3,,Superficie urbana mejorada,
XM-DAC-46008-cfa011827,result_3,3,,"Vías urbanas construidas, mejoradas y/o rehabilitadas",
XM-DAC-46008-cfa011827,result_4,3,,Infraestructuras de control de cursos o cuerpos de agua construidas o rehabilitadas,
XM-DAC-46008-cfa012093,result_1,3,,Personas que se benefician de soluciones de vivienda,
XM-DAC-46008-cfa012093,result_2,3,,Conexiones nuevas de agua potable,
XM-DAC-46008-cfa012093,result_3,3,,Personas beneficiadas por soluciones de saneamiento,
XM-DAC-46008-cfa012093,result_4,3,,Personas beneficiados por una conexión nueva o mejorada de agua potable y/o alcantarillado,
XM-DAC-46008-cfa012093,result_5,3,,Conexiones nuevas de alcantarillado,
XM-DAC-46008-cfa012093,result_6,3,,Viviendas construídas o mejoradas,
XM-DAC-46008-cfa012093,result_7,3,,Mujeres directamente beneficiadas por intervenciones CAF,
XM-DAC-46008-cfa012334,result_1,3,,Personas beneficiadas por infraestructura de irrigación nueva y/o rehabilitada para gran agricultura,
XM-DAC-46008-cfa012334,result_2,3,,Mujeres directamente beneficiadas por intervenciones CAF,
XM-DAC-46008-cfa012334,result_3,3,,Superficie de terreno beneficiadas por infraestructura de irrigación nueva y/o rehabilitada para gran agricultura,
XM-DAC-46008-cfl0000003683,result_1,3,,Pymes beneficiadas por operaciones de CAF a través de intermediarios financieros tales como bancos comerciales y de desarrollo regionales o locales ,
XM-DAC-46008-cfl0000003683,result_2,3,,Microréditos,
XM-DAC-46008-cfl0000003580,result_1,3,,"Empresas beneficiadas por operaciones de CAF a través de intermediarios para capital de trabajo, comercio exterior, y proyectos de inversión",
XM-DAC-46008-cfl0000003580,result_2,3,,Pymes beneficiadas por operaciones de CAF a través de intermediarios financieros tales como bancos comerciales y de desarrollo regionales o locales ,
XM-DAC-46008-cfa011906,result_1,3,,Infraestructuras de control de cursos o cuerpos de agua construidas o rehabilitadas,
XM-DAC-46008-cfa011906,result_2,3,,Personas beneficiadas por infraestructura de control de cursos o cuerpos de agua construidas o rehabilitadas,
XM-DAC-46008-cfa011906,result_3,3,,Personas viviendo en barrios beneficiadas por mejoras en el entorno de su hábitat,
XM-DAC-46008-cfa011906,result_4,3,,Superficie urbana mejorada,
XM-DAC-46008-cfa011906,result_5,3,,Intervenciones con componentes de igualdad de género,
XM-DAC-46008-cfa011906,result_6,3,,"Vías urbanas construidas, mejoradas y/o rehabilitadas",
XM-DAC-46008-cfl0000003406,result_1,3,,"Empresas beneficiadas por operaciones de CAF a través de intermediarios para capital de trabajo, comercio exterior, y proyectos de inversión",
XM-DAC-46008-cfa011061,result_1,3,,Infraestructura educativa construida o rehabilitada,
XM-DAC-46008-cfa011061,result_2,3,,"Carreteras construidas, mejoradas y/o rehabilitadas",
XM-DAC-46008-cfa011061,result_3,3,,"Usuarios adicionales de la vía construida, mejorada o rehabilitada",
XM-DAC-46008-cfa011061,result_4,3,,Estudiantes beneficiados por proyectos de educación,
XM-DAC-46008-cfl0000003492,result_1,3,,Pymes beneficiadas por operaciones de CAF a través de intermediarios financieros tales como bancos comerciales y de desarrollo regionales o locales ,
XM-DAC-46008-cfa012056,result_1,3,,Estudiantes beneficiados por proyectos de educación,
XM-DAC-46008-cfa012056,result_2,3,,Infraestructura educativa construida o rehabilitada,
XM-DAC-46008-cfa012596,result_1,3,,Superficie urbana mejorada,
XM-DAC-46008-cfa012596,result_2,3,,Plantas de tratamiento de aguas residuales construidas o mejoradas,
XM-DAC-46008-cfa012596,result_3,3,,Personas beneficiadas por soluciones de saneamiento,
XM-DAC-46008-cfa012596,result_4,3,,Personas viviendo en barrios beneficiadas por mejoras en el entorno de su hábitat,
XM-DAC-46008-cfa012596,result_5,3,,"Vías urbanas construidas, mejoradas y/o rehabilitadas",
XM-DAC-46008-cfa012596,result_6,3,,Tuberías de agua potable instaladas ,
XM-DAC-46008-cfa012596,result_7,3,,Capacidad instalada de tratamiento de agua residual,
XM-DAC-46008-cfa012325,result_1,3,,Reducción en los costos de operación vehicular,
XM-DAC-46008-cfa012325,result_2,3,,"Carreteras construidas, mejoradas y/o rehabilitadas",
XM-DAC-46008-cfa012442,result_1,3,,Incidencia de siniestros con victimas,
XM-DAC-46008-cfa012442,result_2,3,,Viajeros en modos de transporte sostenibles nuevos o mejorados,
XM-DAC-46008-cfa012442,result_3,3,,Ahorro en tiempos de viaje (minutos),
XM-DAC-46008-cfa012442,result_4,3,,"Vías urbanas construidas, mejoradas y/o rehabilitadas",
XM-DAC-46008-cfa011489,result_1,3,,"Usuarios adicionales de la vía construida, mejorada o rehabilitada",
XM-DAC-46008-cfa011489,result_2,3,,Empleados públicos capacitados,
XM-DAC-46008-cfa011489,result_3,3,,"Carreteras construidas, mejoradas y/o rehabilitadas",
XM-DAC-46008-cfa011489,result_4,3,,Operaciones con componentes de fortalecimiento institucional de organismos ejecutores,
XM-DAC-46008-cfa011489,result_5,3,,Ahorro en tiempos de viaje (minutos),
XM-DAC-46008-cfa011489,result_6,3,,Carga transportada,
XM-DAC-46008-cfa011057,result_1,3,,Personas beneficiadas por soluciones de saneamiento,
XM-DAC-46008-cfa011057,result_2,3,,Plantas de tratamiento de aguas residuales construidas o mejoradas,
XM-DAC-46008-cfa011057,result_3,3,,Capacidad instalada de tratamiento de agua residual,
XM-DAC-46008-cfa012064,result_1,3,,Docentes capacitados,
XM-DAC-46008-cfa012064,result_2,3,,Infraestructura educativa construida o rehabilitada,
XM-DAC-46008-cfa012064,result_3,3,,Estudiantes beneficiados por proyectos de educación,
XM-DAC-46008-cfl0000003443,result_1,3,,Pymes beneficiadas por operaciones de CAF a través de intermediarios financieros tales como bancos comerciales y de desarrollo regionales o locales ,
XM-DAC-46008-cfl0000003443,result_2,3,,"Empresas beneficiadas por operaciones de CAF a través de intermediarios para capital de trabajo, comercio exterior, y proyectos de inversión",
XM-DAC-46008-cfa011997,result_1,3,,Reducción en los costos de operación vehicular,
XM-DAC-46008-cfa011997,result_2,3,,Incidencia de siniestros con victimas,
XM-DAC-46008-cfa011997,result_3,3,,Puntos de concentración de siniestros mejorados,
XM-DAC-46008-cfa011997,result_4,3,,"Usuarios adicionales de la vía construida, mejorada o rehabilitada",
XM-DAC-46008-cfa011997,result_5,3,,Ahorro en tiempos de viaje (minutos),
XM-DAC-46008-cfa011997,result_6,3,,"Carreteras construidas, mejoradas y/o rehabilitadas",
XM-DAC-46008-cfa011740,result_1,3,,Conexiones nuevas de agua potable,
XM-DAC-46008-cfa011740,result_2,3,,Personas beneficiadas por soluciones de saneamiento,
XM-DAC-46008-cfa011740,result_3,3,,Tuberías de agua potable instaladas ,
XM-DAC-46008-cfa011740,result_4,3,,Redes de alcantarillado construídas o mejoradas,
XM-DAC-46008-cfa011740,result_5,3,,Personas viviendo en barrios beneficiadas por mejoras en el entorno de su hábitat,
XM-DAC-46008-cfa011740,result_6,3,,Superficie urbana mejorada,
XM-DAC-46008-cfa011740,result_7,3,,Personas beneficiados por una conexión nueva o mejorada de agua potable y/o alcantarillado,
XM-DAC-46008-cfa011740,result_8,3,,"Carreteras construidas, mejoradas y/o rehabilitadas",
XM-DAC-46008-cfa011740,result_9,3,,Ahorro en tiempos de viaje (minutos),
XM-DAC-46008-cfa011740,result_10,3,,"Vías urbanas construidas, mejoradas y/o rehabilitadas",
XM-DAC-46008-cfa011781,result_1,3,,Estudiantes beneficiados por proyectos de educación,
XM-DAC-46008-cfa011781,result_2,3,,Intervenciones con componentes de igualdad de género,
XM-DAC-46008-cfa011781,result_3,3,,Infraestructura educativa construida o rehabilitada,
XM-DAC-46008-cfa012061,result_1,3,,Instituciones públicas beneficiadas con intervenciones de gobierno electrónico,
XM-DAC-46008-cfa012061,result_2,3,,Cambio en tiempos de procesamiento de trámites,
XM-DAC-46008-cfa012061,result_3,3,,Empleados públicos capacitados,
XM-DAC-46008-cfl0000000620,result_1,3,,Pymes beneficiadas por operaciones de CAF a través de intermediarios financieros tales como bancos comerciales y de desarrollo regionales o locales ,
XM-DAC-46008-cfl0000000620,result_2,3,,"Empresas beneficiadas por operaciones de CAF a través de intermediarios para capital de trabajo, comercio exterior, y proyectos de inversión",
XM-DAC-46008-cfa012205,result_1,3,,Proyectos con enfoque en atención a la infancia temprana,
XM-DAC-46008-cfa012205,result_2,3,,Superficie urbana mejorada,
XM-DAC-46008-cfa012205,result_3,3,,Intervenciones con componentes de igualdad de género,
XM-DAC-46008-cfa012205,result_4,3,,Mujeres directamente beneficiadas por intervenciones CAF,
XM-DAC-46008-cfa012205,result_5,3,,Instituciones públicas beneficiadas con intervenciones de gobierno electrónico,
XM-DAC-46008-cfa012205,result_6,3,,Niños menores de 5 años atendidos por programas de atención a la infancia temprana,
XM-DAC-46008-cfa012265,result_1,3,,Ahorro en tiempos de viaje (minutos),
XM-DAC-46008-cfa012265,result_2,3,,Superficie urbana mejorada,
XM-DAC-46008-cfa012265,result_3,3,,Intervenciones con componentes de igualdad de género,
XM-DAC-46008-cfa012265,result_4,3,,Mujeres embarazadas que han recibido atención prenatal,
XM-DAC-46008-cfa012265,result_5,3,,Niños menores de 5 años atendidos por programas de atención a la infancia temprana,
XM-DAC-46008-cfa012265,result_6,3,,Proyectos con enfoque en atención a la infancia temprana,
XM-DAC-46008-cfa012265,result_7,3,,"Vías urbanas construidas, mejoradas y/o rehabilitadas",
XM-DAC-46008-cfa012265,result_8,3,,Personas viviendo en barrios beneficiadas por mejoras en el entorno de su hábitat,
XM-DAC-46008-cfa012265,result_9,3,,Reducción en los costos de operación vehicular,
XM-DAC-46008-cfa011652,result_1,3,,Personas beneficiadas por una nueva o mejor infraestructura energética,
XM-DAC-46008-cfl0000003481,result_1,3,,Pymes beneficiadas por operaciones de CAF a través de intermediarios financieros tales como bancos comerciales y de desarrollo regionales o locales ,
XM-DAC-46008-cfl0000003481,result_2,3,,"Empresas beneficiadas por operaciones de CAF a través de intermediarios para capital de trabajo, comercio exterior, y proyectos de inversión",
XM-DAC-46008-cfa012351,result_1,3,,Personas que se benefician de soluciones de vivienda,
XM-DAC-46008-cfa012351,result_2,3,,Superficie urbana mejorada,
XM-DAC-46008-cfa012351,result_3,3,,Personas viviendo en barrios beneficiadas por mejoras en el entorno de su hábitat,
XM-DAC-46008-cfa012351,result_4,3,,Incidencia de siniestros con victimas,
XM-DAC-46008-cfa012351,result_5,3,,Personas beneficiadas por infraestructura de control de cursos o cuerpos de agua construidas o rehabilitadas,
XM-DAC-46008-cfa012351,result_6,3,,"Vías urbanas construidas, mejoradas y/o rehabilitadas",
XM-DAC-46008-cfa012351,result_7,3,,Viviendas construídas o mejoradas,
XM-DAC-46008-cfa012351,result_8,3,,Infraestructuras de control de cursos o cuerpos de agua construidas o rehabilitadas,
XM-DAC-46008-cfl0000003813,result_1,3,,Microréditos,
XM-DAC-46008-cfl0000003813,result_2,3,,Pymes beneficiadas por operaciones de CAF a través de intermediarios financieros tales como bancos comerciales y de desarrollo regionales o locales ,
XM-DAC-46008-cfl0000003500,result_1,3,,"Empresas beneficiadas por operaciones de CAF a través de intermediarios para capital de trabajo, comercio exterior, y proyectos de inversión",
XM-DAC-46008-cfa011585,result_1,3,,Mujeres directamente beneficiadas por intervenciones CAF,
XM-DAC-46008-cfa011585,result_2,3,,Personas beneficiadas por nueva infraestructura de telecomunicaciones,
XM-DAC-46008-cfa011585,result_3,3,,Empleados públicos capacitados,
XM-DAC-46008-cfl0000003438,result_1,3,,"Empresas beneficiadas por operaciones de CAF a través de intermediarios para capital de trabajo, comercio exterior, y proyectos de inversión",
XM-DAC-46008-cfl0000003438,result_2,3,,Pymes beneficiadas por operaciones de CAF a través de intermediarios financieros tales como bancos comerciales y de desarrollo regionales o locales ,
XM-DAC-46008-cfl0000003529,result_1,3,,"Empresas beneficiadas por operaciones de CAF a través de intermediarios para capital de trabajo, comercio exterior, y proyectos de inversión",
XM-DAC-46008-cfl0000003529,result_2,3,,Pymes beneficiadas por operaciones de CAF a través de intermediarios financieros tales como bancos comerciales y de desarrollo regionales o locales ,
XM-DAC-46008-cfl0000003483,result_1,3,,"Empresas beneficiadas por operaciones de CAF a través de intermediarios para capital de trabajo, comercio exterior, y proyectos de inversión",
XM-DAC-46008-cfl0000003483,result_2,3,,Pymes beneficiadas por operaciones de CAF a través de intermediarios financieros tales como bancos comerciales y de desarrollo regionales o locales ,
XM-DAC-46008-cfa011699,result_1,3,,Operaciones de integración física latinoamericana y corredores logísticos de integración apoyadas por CAF ,
XM-DAC-46008-cfa011699,result_2,3,,"Carreteras construidas, mejoradas y/o rehabilitadas",
XM-DAC-46008-cfa011699,result_3,3,,Reducción en los costos de operación vehicular,
XM-DAC-46008-cfa011699,result_4,3,,Carga transportada,
XM-DAC-46008-cfa011545,result_1,3,,Estudiantes beneficiados por proyectos de educación,
XM-DAC-46008-cfa011545,result_2,3,,Operaciones con componentes de fortalecimiento institucional de organismos ejecutores,
XM-DAC-46008-cfa011545,result_3,3,,Infraestructura educativa construida o rehabilitada,
XM-DAC-46008-cfa011545,result_4,3,,Reducción de emisiones de carbono con apoyo de intervenciones CAF (toneladas anuales de CO2 equivalentes),
XM-DAC-46008-cfa011545,result_5,3,,Mujeres directamente beneficiadas por intervenciones CAF,
XM-DAC-46008-cfa011545,result_6,3,,Intervenciones con componentes de igualdad de género,
XM-DAC-46008-cfa011297,result_1,3,,"Carreteras construidas, mejoradas y/o rehabilitadas",
XM-DAC-46008-cfa011297,result_2,3,,Personas viviendo en barrios beneficiadas por mejoras en el entorno de su hábitat,
XM-DAC-46008-cfl0000003545,result_1,3,,"Empresas beneficiadas por operaciones de CAF a través de intermediarios para capital de trabajo, comercio exterior, y proyectos de inversión",
XM-DAC-46008-cfa011746,result_1,3,,Infraestructura educativa construida o rehabilitada,
XM-DAC-46008-cfa011746,result_2,3,,Intervenciones con componentes de igualdad de género,
XM-DAC-46008-cfa011746,result_3,3,,Estudiantes beneficiados por proyectos de educación,
XM-DAC-46008-cfa011746,result_4,3,,Operaciones con componentes de fortalecimiento institucional de organismos ejecutores,
XM-DAC-46008-cfa011218,result_1,3,,Personas viviendo en barrios beneficiadas por mejoras en el entorno de su hábitat,
