activity_identifier,result_ref,indicator_ref,indicator_measure,ascending,aggregation_status,title,description,baseline_year,baseline_iso_date,baseline_value,baseline_comment
XM-DAC-46008-cfa011740,result_7,indicator_XM-DAC-46008-cfa011740_result_7_1,1,,,#,,1900,2022-05-25,0,
XM-DAC-46008-cfa011740,result_8,indicator_XM-DAC-46008-cfa011740_result_8_1,1,,,Km,,1900,2022-05-25,0,
XM-DAC-46008-cfa011740,result_9,indicator_XM-DAC-46008-cfa011740_result_9_1,1,,,minutos,,1900,2022-05-25,0,
XM-DAC-46008-cfa011740,result_10,indicator_XM-DAC-46008-cfa011740_result_10_1,1,,,km,,1900,2022-05-25,0,
XM-DAC-46008-cfa011781,result_1,indicator_XM-DAC-46008-cfa011781_result_1_1,1,,,#,,1900,2022-08-19,0,
XM-DAC-46008-cfa011781,result_2,indicator_XM-DAC-46008-cfa011781_result_2_1,1,,,#,,1900,2022-08-19,0,
XM-DAC-46008-cfa011781,result_3,indicator_XM-DAC-46008-cfa011781_result_3_1,1,,,m2,,1900,2022-08-19,0,
XM-DAC-46008-cfa012061,result_1,indicator_XM-DAC-46008-cfa012061_result_1_1,1,,,#,,1900,2023-07-05,0,
XM-DAC-46008-cfa012061,result_2,indicator_XM-DAC-46008-cfa012061_result_2_1,2,,,% cambio,,1900,2023-07-05,0,
XM-DAC-46008-cfa012061,result_3,indicator_XM-DAC-46008-cfa012061_result_3_1,1,,,#,,1900,2023-07-05,0,
XM-DAC-46008-cfl0000000620,result_1,indicator_XM-DAC-46008-cfl0000000620_result_1_1,1,,,#,,1900,2006-08-08,0,
XM-DAC-46008-cfl0000000620,result_2,indicator_XM-DAC-46008-cfl0000000620_result_2_1,1,,,#,,1900,2006-08-08,0,
XM-DAC-46008-cfa012205,result_1,indicator_XM-DAC-46008-cfa012205_result_1_1,1,,,#,,1900,2023-12-11,0,
XM-DAC-46008-cfa012205,result_2,indicator_XM-DAC-46008-cfa012205_result_2_1,1,,,m2,,1900,2023-12-11,0,
XM-DAC-46008-cfa012205,result_3,indicator_XM-DAC-46008-cfa012205_result_3_1,1,,,#,,1900,2023-12-11,0,
XM-DAC-46008-cfa012205,result_4,indicator_XM-DAC-46008-cfa012205_result_4_1,1,,,#,,1900,2023-12-11,0,
XM-DAC-46008-cfa012205,result_5,indicator_XM-DAC-46008-cfa012205_result_5_1,1,,,#,,1900,2023-12-11,0,
XM-DAC-46008-cfa012205,result_6,indicator_XM-DAC-46008-cfa012205_result_6_1,1,,,#,,1900,2023-12-11,0,
XM-DAC-46008-cfa012265,result_1,indicator_XM-DAC-46008-cfa012265_result_1_1,1,,,minutos,,1900,2024-04-23,0,
XM-DAC-46008-cfa012265,result_2,indicator_XM-DAC-46008-cfa012265_result_2_1,1,,,m2,,1900,2024-04-23,0,
XM-DAC-46008-cfa012265,result_3,indicator_XM-DAC-46008-cfa012265_result_3_1,1,,,#,,1900,2024-04-23,0,
XM-DAC-46008-cfa012265,result_4,indicator_XM-DAC-46008-cfa012265_result_4_1,1,,,#,,1900,2024-04-23,0,
XM-DAC-46008-cfa012265,result_5,indicator_XM-DAC-46008-cfa012265_result_5_1,1,,,#,,1900,2024-04-23,0,
XM-DAC-46008-cfa012265,result_6,indicator_XM-DAC-46008-cfa012265_result_6_1,1,,,#,,1900,2024-04-23,0,
XM-DAC-46008-cfa012265,result_7,indicator_XM-DAC-46008-cfa012265_result_7_1,1,,,km,,1900,2024-04-23,0,
XM-DAC-46008-cfa012265,result_8,indicator_XM-DAC-46008-cfa012265_result_8_1,1,,,#,,1900,2024-04-23,0,
XM-DAC-46008-cfa012265,result_9,indicator_XM-DAC-46008-cfa012265_result_9_1,1,,,USD,,1900,2024-04-23,0,
XM-DAC-46008-cfa011652,result_1,indicator_XM-DAC-46008-cfa011652_result_1_1,1,,,#,,1900,2021-12-17,0,
XM-DAC-46008-cfl0000003481,result_1,indicator_XM-DAC-46008-cfl0000003481_result_1_1,1,,,#,,1900,2022-06-14,0,
XM-DAC-46008-cfl0000003481,result_2,indicator_XM-DAC-46008-cfl0000003481_result_2_1,1,,,#,,1900,2022-06-14,0,
XM-DAC-46008-cfa012351,result_1,indicator_XM-DAC-46008-cfa012351_result_1_1,1,,,#,,1900,2024-08-30,0,
XM-DAC-46008-cfa012351,result_2,indicator_XM-DAC-46008-cfa012351_result_2_1,1,,,m2,,1900,2024-08-30,0,
XM-DAC-46008-cfa012351,result_3,indicator_XM-DAC-46008-cfa012351_result_3_1,1,,,#,,1900,2024-08-30,0,
XM-DAC-46008-cfa012351,result_4,indicator_XM-DAC-46008-cfa012351_result_4_1,1,,,#/año,,1900,2024-08-30,0,
XM-DAC-46008-cfa012351,result_5,indicator_XM-DAC-46008-cfa012351_result_5_1,1,,,#,,1900,2024-08-30,0,
XM-DAC-46008-cfa012351,result_6,indicator_XM-DAC-46008-cfa012351_result_6_1,1,,,km,,1900,2024-08-30,0,
XM-DAC-46008-cfa012351,result_7,indicator_XM-DAC-46008-cfa012351_result_7_1,1,,,#,,1900,2024-08-30,0,
XM-DAC-46008-cfa012351,result_8,indicator_XM-DAC-46008-cfa012351_result_8_1,1,,,#,,1900,2024-08-30,0,
XM-DAC-46008-cfl0000003813,result_1,indicator_XM-DAC-46008-cfl0000003813_result_1_1,1,,,#,,1900,2024-03-07,0,
XM-DAC-46008-cfl0000003813,result_2,indicator_XM-DAC-46008-cfl0000003813_result_2_1,1,,,#,,1900,2024-03-07,0,
XM-DAC-46008-cfl0000003500,result_1,indicator_XM-DAC-46008-cfl0000003500_result_1_1,1,,,#,,1900,2022-08-08,0,
XM-DAC-46008-cfa011585,result_1,indicator_XM-DAC-46008-cfa011585_result_1_1,1,,,#,,1900,2021-10-18,0,
XM-DAC-46008-cfa011585,result_2,indicator_XM-DAC-46008-cfa011585_result_2_1,1,,,#,,1900,2021-10-18,0,
XM-DAC-46008-cfa011585,result_3,indicator_XM-DAC-46008-cfa011585_result_3_1,1,,,#,,1900,2021-10-18,0,
XM-DAC-46008-cfl0000003438,result_1,indicator_XM-DAC-46008-cfl0000003438_result_1_1,1,,,#,,1900,2022-04-06,0,
XM-DAC-46008-cfl0000003438,result_2,indicator_XM-DAC-46008-cfl0000003438_result_2_1,1,,,#,,1900,2022-04-06,0,
XM-DAC-46008-cfl0000003529,result_1,indicator_XM-DAC-46008-cfl0000003529_result_1_1,1,,,#,,1900,2022-08-01,0,
XM-DAC-46008-cfl0000003529,result_2,indicator_XM-DAC-46008-cfl0000003529_result_2_1,1,,,#,,1900,2022-08-01,0,
XM-DAC-46008-cfl0000003483,result_1,indicator_XM-DAC-46008-cfl0000003483_result_1_1,1,,,#,,1900,2022-07-07,0,
XM-DAC-46008-cfl0000003483,result_2,indicator_XM-DAC-46008-cfl0000003483_result_2_1,1,,,#,,1900,2022-07-07,0,
XM-DAC-46008-cfa011699,result_1,indicator_XM-DAC-46008-cfa011699_result_1_1,1,,,#,,1900,2022-04-05,0,
XM-DAC-46008-cfa011699,result_2,indicator_XM-DAC-46008-cfa011699_result_2_1,1,,,Km,,1900,2022-04-05,0,
XM-DAC-46008-cfa011699,result_3,indicator_XM-DAC-46008-cfa011699_result_3_1,1,,,USD,,1900,2022-04-05,0,
XM-DAC-46008-cfa011699,result_4,indicator_XM-DAC-46008-cfa011699_result_4_1,1,,,ton,,1900,2022-04-05,0,
XM-DAC-46008-cfa011545,result_1,indicator_XM-DAC-46008-cfa011545_result_1_1,1,,,#,,1900,2021-08-19,0,
XM-DAC-46008-cfa011545,result_2,indicator_XM-DAC-46008-cfa011545_result_2_1,1,,,#,,1900,2021-08-19,0,
XM-DAC-46008-cfa011545,result_3,indicator_XM-DAC-46008-cfa011545_result_3_1,1,,,m2,,1900,2021-08-19,0,
XM-DAC-46008-cfa011545,result_4,indicator_XM-DAC-46008-cfa011545_result_4_1,1,,,ton,,1900,2021-08-19,0,
XM-DAC-46008-cfa011545,result_5,indicator_XM-DAC-46008-cfa011545_result_5_1,1,,,#,,1900,2021-08-19,0,
XM-DAC-46008-cfa011545,result_6,indicator_XM-DAC-46008-cfa011545_result_6_1,1,,,#,,1900,2021-08-19,0,
XM-DAC-46008-cfa011297,result_1,indicator_XM-DAC-46008-cfa011297_result_1_1,1,,,Km,,1900,2020-09-03,0,
XM-DAC-46008-cfa011297,result_2,indicator_XM-DAC-46008-cfa011297_result_2_1,1,,,#,,1900,2020-09-03,0,
XM-DAC-46008-cfl0000003545,result_1,indicator_XM-DAC-46008-cfl0000003545_result_1_1,1,,,#,,1900,2022-10-10,0,
XM-DAC-46008-cfa011746,result_1,indicator_XM-DAC-46008-cfa011746_result_1_1,1,,,m2,,1900,2022-06-24,0,
XM-DAC-46008-cfa011746,result_2,indicator_XM-DAC-46008-cfa011746_result_2_1,1,,,#,,1900,2022-06-24,0,
XM-DAC-46008-cfa011746,result_3,indicator_XM-DAC-46008-cfa011746_result_3_1,1,,,#,,1900,2022-06-24,0,
XM-DAC-46008-cfa011746,result_4,indicator_XM-DAC-46008-cfa011746_result_4_1,1,,,#,,1900,2022-06-24,0,
XM-DAC-46008-cfa011218,result_1,indicator_XM-DAC-46008-cfa011218_result_1_1,1,,,#,,1900,2020-05-06,0,
XM-DAC-46008-cfa011218,result_2,indicator_XM-DAC-46008-cfa011218_result_2_1,1,,,#,,1900,2020-05-06,0,
XM-DAC-46008-cfa011218,result_3,indicator_XM-DAC-46008-cfa011218_result_3_1,1,,,Km,,1900,2020-05-06,0,
XM-DAC-46008-cfa011218,result_4,indicator_XM-DAC-46008-cfa011218_result_4_1,1,,,#,,1900,2020-05-06,0,
XM-DAC-46008-cfa011218,result_5,indicator_XM-DAC-46008-cfa011218_result_5_1,1,,,#,,1900,2020-05-06,0,
XM-DAC-46008-cfa011218,result_6,indicator_XM-DAC-46008-cfa011218_result_6_1,1,,,#,,1900,2020-05-06,0,
XM-DAC-46008-cfa011218,result_7,indicator_XM-DAC-46008-cfa011218_result_7_1,1,,,#,,1900,2020-05-06,0,
XM-DAC-46008-cfa011218,result_8,indicator_XM-DAC-46008-cfa011218_result_8_1,1,,,km,,1900,2020-05-06,0,
XM-DAC-46008-cfa012132,result_1,indicator_XM-DAC-46008-cfa012132_result_1_1,1,,,#,,1900,2023-09-11,0,
XM-DAC-46008-cfa012132,result_2,indicator_XM-DAC-46008-cfa012132_result_2_1,1,,,m2,,1900,2023-09-11,0,
XM-DAC-46008-cfa012132,result_3,indicator_XM-DAC-46008-cfa012132_result_3_1,1,,,#,,1900,2023-09-11,0,
XM-DAC-46008-cfa012132,result_4,indicator_XM-DAC-46008-cfa012132_result_4_1,2,,,% cambio,,1900,2023-09-11,0,
XM-DAC-46008-cfa011886,result_1,indicator_XM-DAC-46008-cfa011886_result_1_1,1,,,#,,1900,2022-12-07,0,
XM-DAC-46008-cfa011886,result_2,indicator_XM-DAC-46008-cfa011886_result_2_1,1,,,km,,1900,2022-12-07,0,
XM-DAC-46008-cfa011027,result_1,indicator_XM-DAC-46008-cfa011027_result_1_1,1,,,#,,1900,2019-11-29,0,
XM-DAC-46008-cfa011840,result_1,indicator_XM-DAC-46008-cfa011840_result_1_1,1,,,m2,,1900,2022-10-20,0,
XM-DAC-46008-cfa011840,result_2,indicator_XM-DAC-46008-cfa011840_result_2_1,1,,,#,,1900,2022-10-20,0,
XM-DAC-46008-cfa011840,result_3,indicator_XM-DAC-46008-cfa011840_result_3_1,1,,,km,,1900,2022-10-20,0,
XM-DAC-46008-cfa011840,result_4,indicator_XM-DAC-46008-cfa011840_result_4_1,1,,,#,,1900,2022-10-20,0,
XM-DAC-46008-cfa011840,result_5,indicator_XM-DAC-46008-cfa011840_result_5_1,1,,,km,,1900,2022-10-20,0,
XM-DAC-46008-cfa011840,result_6,indicator_XM-DAC-46008-cfa011840_result_6_1,1,,,km,,1900,2022-10-20,0,
XM-DAC-46008-cfa011840,result_7,indicator_XM-DAC-46008-cfa011840_result_7_1,1,,,#,,1900,2022-10-20,0,
XM-DAC-46008-cfa011840,result_8,indicator_XM-DAC-46008-cfa011840_result_8_1,1,,,#,,1900,2022-10-20,0,
XM-DAC-46008-cfa011840,result_9,indicator_XM-DAC-46008-cfa011840_result_9_1,1,,,USD,,1900,2022-10-20,0,
XM-DAC-46008-cfa011840,result_10,indicator_XM-DAC-46008-cfa011840_result_10_1,1,,,#,,1900,2022-10-20,0,
XM-DAC-46008-cfa011840,result_11,indicator_XM-DAC-46008-cfa011840_result_11_1,1,,,#,,1900,2022-10-20,0,
XM-DAC-46008-cfa011840,result_12,indicator_XM-DAC-46008-cfa011840_result_12_1,1,,,#,,1900,2022-10-20,0,
XM-DAC-46008-cfa011840,result_13,indicator_XM-DAC-46008-cfa011840_result_13_1,1,,,#,,1900,2022-10-20,0,
XM-DAC-46008-cfa011840,result_14,indicator_XM-DAC-46008-cfa011840_result_14_1,1,,,#,,1900,2022-10-20,0,
XM-DAC-46008-cfa011840,result_15,indicator_XM-DAC-46008-cfa011840_result_15_1,1,,,MW,,1900,2022-10-20,0,
XM-DAC-46008-cfa011497,result_1,indicator_XM-DAC-46008-cfa011497_result_1_1,1,,,#,,1900,2021-06-02,0,
XM-DAC-46008-cfa011497,result_2,indicator_XM-DAC-46008-cfa011497_result_2_1,1,,,km,,1900,2021-06-02,0,
XM-DAC-46008-cfa011497,result_3,indicator_XM-DAC-46008-cfa011497_result_3_1,1,,,m2,,1900,2021-06-02,0,
XM-DAC-46008-cfa011497,result_4,indicator_XM-DAC-46008-cfa011497_result_4_1,1,,,#,,1900,2021-06-02,0,
XM-DAC-46008-cfa012375,result_1,indicator_XM-DAC-46008-cfa012375_result_1_1,1,,,km,,1900,2024-09-23,0,
XM-DAC-46008-cfa012375,result_2,indicator_XM-DAC-46008-cfa012375_result_2_1,1,,,m2,,1900,2024-09-23,0,
XM-DAC-46008-cfa012375,result_3,indicator_XM-DAC-46008-cfa012375_result_3_1,1,,,#,,1900,2024-09-23,0,
XM-DAC-46008-cfa012375,result_4,indicator_XM-DAC-46008-cfa012375_result_4_1,1,,,m2,,1900,2024-09-23,0,
XM-DAC-46008-cfa012375,result_5,indicator_XM-DAC-46008-cfa012375_result_5_1,1,,,#,,1900,2024-09-23,0,
XM-DAC-46008-cfl0000003432,result_1,indicator_XM-DAC-46008-cfl0000003432_result_1_1,1,,,#,,1900,2007-01-19,0,
XM-DAC-46008-cfl0000003432,result_2,indicator_XM-DAC-46008-cfl0000003432_result_2_1,1,,,#,,1900,2007-01-19,0,
XM-DAC-46008-cfl0000003432,result_3,indicator_XM-DAC-46008-cfl0000003432_result_3_1,1,,,#,,1900,2007-01-19,0,
XM-DAC-46008-cfl0000003533,result_1,indicator_XM-DAC-46008-cfl0000003533_result_1_1,1,,,#,,1900,2022-08-26,0,
XM-DAC-46008-cfa012251,result_1,indicator_XM-DAC-46008-cfa012251_result_1_1,1,,,#,,1900,2024-03-21,0,
XM-DAC-46008-cfa012251,result_2,indicator_XM-DAC-46008-cfa012251_result_2_1,1,,,#,,1900,2024-03-21,0,
XM-DAC-46008-cfa012251,result_3,indicator_XM-DAC-46008-cfa012251_result_3_1,1,,,#,,1900,2024-03-21,0,
XM-DAC-46008-cfa012251,result_4,indicator_XM-DAC-46008-cfa012251_result_4_1,1,,,m3/año,,1900,2024-03-21,0,
XM-DAC-46008-cfa012251,result_5,indicator_XM-DAC-46008-cfa012251_result_5_1,1,,,#,,1900,2024-03-21,0,
XM-DAC-46008-cfa012251,result_6,indicator_XM-DAC-46008-cfa012251_result_6_1,1,,,km,,1900,2024-03-21,0,
XM-DAC-46008-cfa012251,result_7,indicator_XM-DAC-46008-cfa012251_result_7_1,1,,,#,,1900,2024-03-21,0,
XM-DAC-46008-cfa012251,result_8,indicator_XM-DAC-46008-cfa012251_result_8_1,1,,,#,,1900,2024-03-21,0,
XM-DAC-46008-cfa012251,result_9,indicator_XM-DAC-46008-cfa012251_result_9_1,1,,,#,,1900,2024-03-21,0,
XM-DAC-46008-cfa012251,result_10,indicator_XM-DAC-46008-cfa012251_result_10_1,1,,,km,,1900,2024-03-21,0,
XM-DAC-46008-cfa012048,result_1,indicator_XM-DAC-46008-cfa012048_result_1_1,1,,,km,,1900,2023-07-06,0,
XM-DAC-46008-cfa012048,result_2,indicator_XM-DAC-46008-cfa012048_result_2_1,1,,,#,,1900,2023-07-06,0,
XM-DAC-46008-cfa012048,result_3,indicator_XM-DAC-46008-cfa012048_result_3_1,1,,,km,,1900,2023-07-06,0,
XM-DAC-46008-cfa012048,result_4,indicator_XM-DAC-46008-cfa012048_result_4_1,1,,,#,,1900,2023-07-06,0,
XM-DAC-46008-cfa012150,result_1,indicator_XM-DAC-46008-cfa012150_result_1_1,1,,,#,,1900,2023-10-20,0,
XM-DAC-46008-cfa012150,result_2,indicator_XM-DAC-46008-cfa012150_result_2_1,1,,,#,,1900,2023-10-20,0,
XM-DAC-46008-cfa012150,result_3,indicator_XM-DAC-46008-cfa012150_result_3_1,1,,,#,,1900,2023-10-20,0,
XM-DAC-46008-cfa012150,result_4,indicator_XM-DAC-46008-cfa012150_result_4_1,1,,,hectáreas,,1900,2023-10-20,0,
XM-DAC-46008-cfa012135,result_1,indicator_XM-DAC-46008-cfa012135_result_1_1,1,,,km,,1900,2023-09-29,0,
XM-DAC-46008-cfa012135,result_2,indicator_XM-DAC-46008-cfa012135_result_2_1,1,,,#,,1900,2023-09-29,0,
XM-DAC-46008-cfa012135,result_3,indicator_XM-DAC-46008-cfa012135_result_3_1,1,,,#,,1900,2023-09-29,0,
XM-DAC-46008-cfa012135,result_4,indicator_XM-DAC-46008-cfa012135_result_4_1,1,,,km,,1900,2023-09-29,0,
XM-DAC-46008-cfa012135,result_5,indicator_XM-DAC-46008-cfa012135_result_5_1,1,,,m2,,1900,2023-09-29,0,
XM-DAC-46008-cfa012135,result_6,indicator_XM-DAC-46008-cfa012135_result_6_1,1,,,#,,1900,2023-09-29,0,
XM-DAC-46008-cfa012135,result_7,indicator_XM-DAC-46008-cfa012135_result_7_1,2,,,% cambio,,1900,2023-09-29,0,
XM-DAC-46008-cfl0000003686,result_1,indicator_XM-DAC-46008-cfl0000003686_result_1_1,1,,,#,,1900,2023-08-01,0,
XM-DAC-46008-cfa012200,result_1,indicator_XM-DAC-46008-cfa012200_result_1_1,1,,,m2,,1900,2023-12-20,0,
XM-DAC-46008-cfa012200,result_2,indicator_XM-DAC-46008-cfa012200_result_2_1,1,,,#,,1900,2023-12-20,0,
XM-DAC-46008-cfa012200,result_3,indicator_XM-DAC-46008-cfa012200_result_3_1,1,,,m2,,1900,2023-12-20,0,
XM-DAC-46008-cfa012200,result_4,indicator_XM-DAC-46008-cfa012200_result_4_1,1,,,minutos,,1900,2023-12-20,0,
XM-DAC-46008-cfa012200,result_5,indicator_XM-DAC-46008-cfa012200_result_5_1,1,,,#,,1900,2023-12-20,0,
XM-DAC-46008-cfa012200,result_6,indicator_XM-DAC-46008-cfa012200_result_6_1,1,,,#,,1900,2023-12-20,0,
XM-DAC-46008-cfa012200,result_7,indicator_XM-DAC-46008-cfa012200_result_7_1,1,,,km,,1900,2023-12-20,0,
XM-DAC-46008-cfa010989,result_1,indicator_XM-DAC-46008-cfa010989_result_1_1,1,,,#,,1900,2019-11-18,0,
XM-DAC-46008-cfa010989,result_2,indicator_XM-DAC-46008-cfa010989_result_2_1,1,,,#,,1900,2019-11-18,0,
XM-DAC-46008-cfa010989,result_3,indicator_XM-DAC-46008-cfa010989_result_3_1,1,,,#,,1900,2019-11-18,0,
XM-DAC-46008-cfa010989,result_4,indicator_XM-DAC-46008-cfa010989_result_4_1,1,,,#,,1900,2019-11-18,0,
XM-DAC-46008-cfa011299,result_1,indicator_XM-DAC-46008-cfa011299_result_1_1,1,,,#,,1900,2020-09-10,0,
XM-DAC-46008-cfa011299,result_2,indicator_XM-DAC-46008-cfa011299_result_2_1,1,,,km,,1900,2020-09-10,0,
XM-DAC-46008-cfa011299,result_3,indicator_XM-DAC-46008-cfa011299_result_3_1,1,,,minutos,,1900,2020-09-10,0,
XM-DAC-46008-cfa011299,result_4,indicator_XM-DAC-46008-cfa011299_result_4_1,1,,,#,,1900,2020-09-10,0,
XM-DAC-46008-cfa011779,result_1,indicator_XM-DAC-46008-cfa011779_result_1_1,1,,,#,,1900,2022-08-19,0,
XM-DAC-46008-cfa011779,result_2,indicator_XM-DAC-46008-cfa011779_result_2_1,1,,,km,,1900,2022-08-19,0,
XM-DAC-46008-cfa011779,result_3,indicator_XM-DAC-46008-cfa011779_result_3_1,1,,,#,,1900,2022-08-19,0,
XM-DAC-46008-cfa011779,result_4,indicator_XM-DAC-46008-cfa011779_result_4_1,1,,,#,,1900,2022-08-19,0,
XM-DAC-46008-cfa011779,result_5,indicator_XM-DAC-46008-cfa011779_result_5_1,1,,,km,,1900,2022-08-19,0,
XM-DAC-46008-cfa011779,result_6,indicator_XM-DAC-46008-cfa011779_result_6_1,1,,,#,,1900,2022-08-19,0,
XM-DAC-46008-cfa012147,result_1,indicator_XM-DAC-46008-cfa012147_result_1_1,1,,,#,,1900,2023-10-24,0,
XM-DAC-46008-cfa012147,result_2,indicator_XM-DAC-46008-cfa012147_result_2_1,1,,,km,,1900,2023-10-24,0,
XM-DAC-46008-cfa012147,result_3,indicator_XM-DAC-46008-cfa012147_result_3_1,1,,,#,,1900,2023-10-24,0,
XM-DAC-46008-cfa012360,result_1,indicator_XM-DAC-46008-cfa012360_result_1_1,1,,,m2,,1900,2024-09-17,0,
XM-DAC-46008-cfa012360,result_2,indicator_XM-DAC-46008-cfa012360_result_2_1,1,,,#,,1900,2024-09-17,0,
XM-DAC-46008-cfa010867,result_1,indicator_XM-DAC-46008-cfa010867_result_1_1,1,,,#,,1900,2019-08-13,0,
XM-DAC-46008-cfa011860,result_1,indicator_XM-DAC-46008-cfa011860_result_1_1,1,,,#,,1900,2022-11-15,0,
XM-DAC-46008-cfa011860,result_2,indicator_XM-DAC-46008-cfa011860_result_2_1,1,,,#,,1900,2022-11-15,0,
XM-DAC-46008-cfa011860,result_3,indicator_XM-DAC-46008-cfa011860_result_3_1,1,,,#,,1900,2022-11-15,0,
XM-DAC-46008-cfa011860,result_4,indicator_XM-DAC-46008-cfa011860_result_4_1,1,,,#,,1900,2022-11-15,0,
XM-DAC-46008-cfa011860,result_5,indicator_XM-DAC-46008-cfa011860_result_5_1,1,,,#,,1900,2022-11-15,0,
XM-DAC-46008-cfa011860,result_6,indicator_XM-DAC-46008-cfa011860_result_6_1,1,,,#,,1900,2022-11-15,0,
XM-DAC-46008-cfa011860,result_7,indicator_XM-DAC-46008-cfa011860_result_7_1,1,,,#,,1900,2022-11-15,0,
XM-DAC-46008-cfa011860,result_8,indicator_XM-DAC-46008-cfa011860_result_8_1,1,,,Km,,1900,2022-11-15,0,
XM-DAC-46008-cfa011860,result_9,indicator_XM-DAC-46008-cfa011860_result_9_1,1,,,m2,,1900,2022-11-15,0,
XM-DAC-46008-cfa011860,result_10,indicator_XM-DAC-46008-cfa011860_result_10_1,1,,,# de vehículos/año,,1900,2022-11-15,0,
XM-DAC-46008-cfa011815,result_1,indicator_XM-DAC-46008-cfa011815_result_1_1,1,,,#,,1900,2022-09-15,0,
XM-DAC-46008-cfa011815,result_2,indicator_XM-DAC-46008-cfa011815_result_2_1,1,,,ton,,1900,2022-09-15,0,
XM-DAC-46008-cfa011783,result_1,indicator_XM-DAC-46008-cfa011783_result_1_1,1,,,#,,1900,2022-08-19,0,
XM-DAC-46008-cfa011783,result_2,indicator_XM-DAC-46008-cfa011783_result_2_1,1,,,#,,1900,2022-08-19,0,
XM-DAC-46008-cfa012474,result_1,indicator_XM-DAC-46008-cfa012474_result_1_1,1,,,#,,1900,2024-12-04,0,
XM-DAC-46008-cfa012474,result_2,indicator_XM-DAC-46008-cfa012474_result_2_1,1,,,#,,1900,2024-12-04,0,
XM-DAC-46008-cfa012474,result_3,indicator_XM-DAC-46008-cfa012474_result_3_1,1,,,m3/año,,1900,2024-12-04,0,
XM-DAC-46008-cfa012474,result_4,indicator_XM-DAC-46008-cfa012474_result_4_1,1,,,#,,1900,2024-12-04,0,
XM-DAC-46008-cfa011686,result_1,indicator_XM-DAC-46008-cfa011686_result_1_1,1,,,#,,1900,2022-02-10,0,
XM-DAC-46008-cfa011686,result_2,indicator_XM-DAC-46008-cfa011686_result_2_1,1,,,#,,1900,2022-02-10,0,
XM-DAC-46008-cfa011686,result_3,indicator_XM-DAC-46008-cfa011686_result_3_1,1,,,#,,1900,2022-02-10,0,
XM-DAC-46008-cfa011686,result_4,indicator_XM-DAC-46008-cfa011686_result_4_1,1,,,km,,1900,2022-02-10,0,
XM-DAC-46008-cfa011686,result_5,indicator_XM-DAC-46008-cfa011686_result_5_1,1,,,#,,1900,2022-02-10,0,
XM-DAC-46008-cfa010726,result_1,indicator_XM-DAC-46008-cfa010726_result_1_1,1,,,Km,,1900,2019-03-20,0,
XM-DAC-46008-cfa010726,result_2,indicator_XM-DAC-46008-cfa010726_result_2_1,1,,,# de vehículos/año,,1900,2019-03-20,0,
XM-DAC-46008-cfa012330,result_1,indicator_XM-DAC-46008-cfa012330_result_1_1,1,,,#,,1900,2024-08-08,0,
XM-DAC-46008-cfa012330,result_2,indicator_XM-DAC-46008-cfa012330_result_2_1,1,,,km,,1900,2024-08-08,0,
XM-DAC-46008-cfa012330,result_3,indicator_XM-DAC-46008-cfa012330_result_3_1,1,,,m2,,1900,2024-08-08,0,
XM-DAC-46008-cfa012330,result_4,indicator_XM-DAC-46008-cfa012330_result_4_1,1,,,#,,1900,2024-08-08,0,
XM-DAC-46008-cfa012330,result_5,indicator_XM-DAC-46008-cfa012330_result_5_1,1,,,km,,1900,2024-08-08,0,
XM-DAC-46008-cfa012330,result_6,indicator_XM-DAC-46008-cfa012330_result_6_1,1,,,km,,1900,2024-08-08,0,
XM-DAC-46008-cfa011792,result_1,indicator_XM-DAC-46008-cfa011792_result_1_1,1,,,#,,1900,2022-08-23,0,
XM-DAC-46008-cfa011792,result_2,indicator_XM-DAC-46008-cfa011792_result_2_1,1,,,#,,1900,2022-08-23,0,
XM-DAC-46008-cfa011792,result_3,indicator_XM-DAC-46008-cfa011792_result_3_1,1,,,#,,1900,2022-08-23,0,
XM-DAC-46008-cfa011792,result_4,indicator_XM-DAC-46008-cfa011792_result_4_1,1,,,#,,1900,2022-08-23,0,
XM-DAC-46008-cfa011792,result_5,indicator_XM-DAC-46008-cfa011792_result_5_1,1,,,#,,1900,2022-08-23,0,
XM-DAC-46008-cfa011792,result_6,indicator_XM-DAC-46008-cfa011792_result_6_1,1,,,km,,1900,2022-08-23,0,
XM-DAC-46008-cfa011792,result_7,indicator_XM-DAC-46008-cfa011792_result_7_1,1,,,m3/año,,1900,2022-08-23,0,
XM-DAC-46008-cfa011792,result_8,indicator_XM-DAC-46008-cfa011792_result_8_1,1,,,m2,,1900,2022-08-23,0,
XM-DAC-46008-cfa011792,result_9,indicator_XM-DAC-46008-cfa011792_result_9_1,1,,,#,,1900,2022-08-23,0,
XM-DAC-46008-cfa011792,result_10,indicator_XM-DAC-46008-cfa011792_result_10_1,1,,,#,,1900,2022-08-23,0,
XM-DAC-46008-cfl0000003213,result_1,indicator_XM-DAC-46008-cfl0000003213_result_1_1,1,,,#,,1900,2020-08-27,0,
XM-DAC-46008-cfl0000003213,result_2,indicator_XM-DAC-46008-cfl0000003213_result_2_1,1,,,#,,1900,2020-08-27,0,
XM-DAC-46008-cfa011553,result_1,indicator_XM-DAC-46008-cfa011553_result_1_1,1,,,#,,1900,2021-09-06,0,
XM-DAC-46008-cfa011553,result_2,indicator_XM-DAC-46008-cfa011553_result_2_1,1,,,#,,1900,2021-09-06,0,
