activity_identifier,transaction_ref,transaction_type,transaction_date,value,currency,value_date,description,provider_org_ref,provider_org_name,provider_org_type,receiver_org_ref,receiver_org_name,receiver_org_type,disbursement_channel,flow_type,finance_type,aid_type,tied_status,humanitarian
XM-DAC-46008-cfa008457,,2,2014-02-25,75000000,USD,2014-02-25,,,,,,,,,,,,,0
XM-DAC-46008-cfa008457,,3,2019-04-11,75000000,USD,2019-04-11,,,,,,,,,,,,,0
XM-DAC-46008-cfa006534,,2,2010-07-26,22165000,USD,2010-07-26,,,,,,,,,,,,,0
XM-DAC-46008-cfa006534,,3,2013-12-17,22165000,USD,2013-12-17,,,,,,,,,,,,,0
XM-DAC-46008-cfa007786,,2,2012-05-14,45100000,USD,2012-05-14,,,,,,,,,,,,,0
XM-DAC-46008-cfa007786,,3,2016-05-12,45100000,USD,2016-05-12,,,,,,,,,,,,,0
XM-DAC-46008-cfa008959,,2,2015-07-14,400000000,USD,2015-07-14,,,,,,,,,,,,,0
XM-DAC-46008-cfa008959,,3,2016-09-26,400000000,USD,2016-09-26,,,,,,,,,,,,,0
XM-DAC-46008-cfa011016,,2,2019-11-13,60000000,USD,2019-11-13,,,,,,,,,,,,,0
XM-DAC-46008-cfa011016,,3,2024-10-15,30000000,USD,2024-10-15,,,,,,,,,,,,,0
XM-DAC-46008-cfa011846,,2,2022-10-31,59376997,USD,2022-10-31,,,,,,,,,,,,,0
XM-DAC-46008-cfa011846,,3,2022-10-31,59376997,USD,2022-10-31,,,,,,,,,,,,,0
XM-DAC-46008-cfa006697,,2,2010-05-10,8050000,USD,2010-05-10,,,,,,,,,,,,,0
XM-DAC-46008-cfa006697,,3,2021-09-17,7624642,USD,2021-09-17,,,,,,,,,,,,,0
XM-DAC-46008-cfa009410,,2,2016-07-19,49000000,USD,2016-07-19,,,,,,,,,,,,,0
XM-DAC-46008-cfa009410,,3,2019-07-19,49000000,USD,2019-07-19,,,,,,,,,,,,,0
XM-DAC-46008-cfa008949,,2,2015-06-26,252800000,USD,2015-06-26,,,,,,,,,,,,,0
XM-DAC-46008-cfa008949,,3,2018-04-12,210000000,USD,2018-04-12,,,,,,,,,,,,,0
XM-DAC-46008-cfa011691,,2,2022-03-17,31800245,USD,2022-03-17,,,,,,,,,,,,,0
XM-DAC-46008-cfa011691,,3,2024-10-30,31800245,USD,2024-10-30,,,,,,,,,,,,,0
XM-DAC-46008-cfa012332,,2,2024-08-01,41000000,USD,2024-08-01,,,,,,,,,,,,,0
XM-DAC-46008-cfa012332,,3,2024-12-19,577583,USD,2024-12-19,,,,,,,,,,,,,0
XM-DAC-46008-cfa007485,,2,2011-07-20,400000000,USD,2011-07-20,,,,,,,,,,,,,0
XM-DAC-46008-cfa007485,,3,2014-08-28,400000000,USD,2014-08-28,,,,,,,,,,,,,0
XM-DAC-46008-cfa011346,,2,2020-11-11,100000000,USD,2020-11-11,,,,,,,,,,,,,0
XM-DAC-46008-cfa011346,,3,2025-08-04,28837416,USD,2025-08-04,,,,,,,,,,,,,0
XM-DAC-46008-cfa012054,,2,2023-07-10,52292000,USD,2023-07-10,,,,,,,,,,,,,0
XM-DAC-46008-cfa012054,,3,2025-04-22,5802379,USD,2025-04-22,,,,,,,,,,,,,0
XM-DAC-46008-cfa006763,,2,2010-10-01,19943175,USD,2010-10-01,,,,,,,,,,,,,0
XM-DAC-46008-cfa006763,,3,2012-05-31,19943175,USD,2012-05-31,,,,,,,,,,,,,0
XM-DAC-46008-cfl0000004056,,2,2025-05-27,21726743,USD,2025-05-27,,,,,,,,,,,,,0
XM-DAC-46008-cfl0000004056,,3,2025-09-10,15726743,USD,2025-09-10,,,,,,,,,,,,,0
XM-DAC-46008-cfc007956,,2,2012-10-24,16219433,USD,2012-10-24,,,,,,,,,,,,,0
XM-DAC-46008-cfc007956,,3,2012-10-24,0,USD,2012-10-24,,,,,,,,,,,,,0
XM-DAC-46008-cfa009174,,2,2015-12-11,115000000,USD,2015-12-11,,,,,,,,,,,,,0
XM-DAC-46008-cfa009174,,3,2016-03-04,115000000,USD,2016-03-04,,,,,,,,,,,,,0
XM-DAC-46008-cfa006987,,2,2010-10-18,120000000,USD,2010-10-18,,,,,,,,,,,,,0
XM-DAC-46008-cfa006987,,3,2014-12-11,120000000,USD,2014-12-11,,,,,,,,,,,,,0
XM-DAC-46008-cfa011968,,2,2023-03-09,37500000,USD,2023-03-09,,,,,,,,,,,,,0
XM-DAC-46008-cfa011968,,3,2023-03-09,37500000,USD,2023-03-09,,,,,,,,,,,,,0
XM-DAC-46008-cfa012253,,2,2024-03-21,68000000,USD,2024-03-21,,,,,,,,,,,,,0
XM-DAC-46008-cfa012253,,3,2025-03-12,31306722,USD,2025-03-12,,,,,,,,,,,,,0
XM-DAC-46008-cfa007372,,2,2011-05-13,75000000,USD,2011-05-13,,,,,,,,,,,,,0
XM-DAC-46008-cfa007372,,3,2012-12-18,75000000,USD,2012-12-18,,,,,,,,,,,,,0
XM-DAC-46008-cfa012565,,2,2025-03-14,125000000,USD,2025-03-14,,,,,,,,,,,,,0
XM-DAC-46008-cfa012565,,3,2025-08-08,0,USD,2025-08-08,,,,,,,,,,,,,0
XM-DAC-46008-cfa011682,,2,2022-03-08,50000000,USD,2022-03-08,,,,,,,,,,,,,0
XM-DAC-46008-cfa011682,,3,2022-11-10,50000000,USD,2022-11-10,,,,,,,,,,,,,0
XM-DAC-46008-cfa010628,,2,2018-11-29,100000000,USD,2018-11-29,,,,,,,,,,,,,0
XM-DAC-46008-cfa010628,,3,2025-02-27,80270581,USD,2025-02-27,,,,,,,,,,,,,0
XM-DAC-46008-cfa011985,,2,2023-04-27,540000000,USD,2023-04-27,,,,,,,,,,,,,0
XM-DAC-46008-cfa011985,,3,2025-07-18,540000000,USD,2025-07-18,,,,,,,,,,,,,0
XM-DAC-46008-cfa012430,,2,2024-09-16,15000000,USD,2024-09-16,,,,,,,,,,,,,0
XM-DAC-46008-cfa012430,,3,2024-12-27,2927450,USD,2024-12-27,,,,,,,,,,,,,0
XM-DAC-46008-cfa006843,,2,2010-11-10,604534,USD,2010-11-10,,,,,,,,,,,,,0
XM-DAC-46008-cfa006843,,3,2010-12-29,604534,USD,2010-12-29,,,,,,,,,,,,,0
XM-DAC-46008-cfa012615,,2,2025-05-29,80000000,USD,2025-05-29,,,,,,,,,,,,,0
XM-DAC-46008-cfa012615,,3,2025-07-07,80000000,USD,2025-07-07,,,,,,,,,,,,,0
XM-DAC-46008-cfa011917,,2,2023-01-05,75000000,USD,2023-01-05,,,,,,,,,,,,,0
XM-DAC-46008-cfa011917,,3,2023-01-09,75000000,USD,2023-01-09,,,,,,,,,,,,,0
XM-DAC-46008-cfa010385,,2,2018-07-17,300000000,USD,2018-07-17,,,,,,,,,,,,,0
XM-DAC-46008-cfa010385,,3,2018-12-12,300000000,USD,2018-12-12,,,,,,,,,,,,,0
XM-DAC-46008-cfa004495,,2,2007-12-14,135000000,USD,2007-12-14,,,,,,,,,,,,,0
XM-DAC-46008-cfa004495,,3,2007-12-21,135000000,USD,2007-12-21,,,,,,,,,,,,,0
XM-DAC-46008-cfa006934,,2,2010-11-04,40000000,USD,2010-11-04,,,,,,,,,,,,,0
XM-DAC-46008-cfa006934,,3,2017-10-05,28218294,USD,2017-10-05,,,,,,,,,,,,,0
XM-DAC-46008-cfa009301,,2,2016-03-09,120000000,USD,2016-03-09,,,,,,,,,,,,,0
XM-DAC-46008-cfa009301,,3,2022-12-19,120000000,USD,2022-12-19,,,,,,,,,,,,,0
XM-DAC-46008-cfa005319,,2,2009-02-10,16700000,USD,2009-02-10,,,,,,,,,,,,,0
XM-DAC-46008-cfa005319,,3,2009-12-28,16700000,USD,2009-12-28,,,,,,,,,,,,,0
XM-DAC-46008-cfa009170,,2,2015-11-30,35000000,USD,2015-11-30,,,,,,,,,,,,,0
XM-DAC-46008-cfa009170,,3,2016-02-26,35000000,USD,2016-02-26,,,,,,,,,,,,,0
XM-DAC-46008-cfa012497,,2,2024-12-20,120000000,USD,2024-12-20,,,,,,,,,,,,,0
XM-DAC-46008-cfa012497,,3,2025-01-06,120000000,USD,2025-01-06,,,,,,,,,,,,,0
XM-DAC-46008-cfa004844,,2,2008-07-09,74000000,USD,2008-07-09,,,,,,,,,,,,,0
XM-DAC-46008-cfa004844,,3,2014-12-18,74000000,USD,2014-12-18,,,,,,,,,,,,,0
XM-DAC-46008-cfa008993,,2,2015-07-20,50000000,USD,2015-07-20,,,,,,,,,,,,,0
XM-DAC-46008-cfa008993,,3,2016-02-10,50000000,USD,2016-02-10,,,,,,,,,,,,,0
XM-DAC-46008-cfa008633,,2,2014-07-07,50000000,USD,2014-07-07,,,,,,,,,,,,,0
XM-DAC-46008-cfa008633,,3,2022-01-28,50000000,USD,2022-01-28,,,,,,,,,,,,,0
XM-DAC-46008-cfa011065,,2,2019-12-30,500000000,USD,2019-12-30,,,,,,,,,,,,,0
XM-DAC-46008-cfa011065,,3,2020-01-21,500000000,USD,2020-01-21,,,,,,,,,,,,,0
XM-DAC-46008-cfa010569,,2,2018-11-14,50000000,USD,2018-11-14,,,,,,,,,,,,,0
XM-DAC-46008-cfa010569,,3,2025-09-03,50000000,USD,2025-09-03,,,,,,,,,,,,,0
XM-DAC-46008-cfa006616,,2,2010-08-06,77000000,USD,2010-08-06,,,,,,,,,,,,,0
XM-DAC-46008-cfa006616,,3,2012-07-12,77000000,USD,2012-07-12,,,,,,,,,,,,,0
XM-DAC-46008-cfa012644,,2,2025-07-07,300000000,USD,2025-07-07,,,,,,,,,,,,,0
XM-DAC-46008-cfa012644,,3,2025-07-18,300000000,USD,2025-07-18,,,,,,,,,,,,,0
XM-DAC-46008-cfa012327,,2,2024-07-31,41582832,USD,2024-07-31,,,,,,,,,,,,,0
XM-DAC-46008-cfa012327,,3,2025-09-03,11263684,USD,2025-09-03,,,,,,,,,,,,,0
XM-DAC-46008-cfa007840,,2,2012-06-01,13150992,USD,2012-06-01,,,,,,,,,,,,,0
XM-DAC-46008-cfa007840,,3,2017-05-10,13150992,USD,2017-05-10,,,,,,,,,,,,,0
XM-DAC-46008-cfa008759,,2,2014-12-05,200725000,USD,2014-12-05,,,,,,,,,,,,,0
XM-DAC-46008-cfa008759,,3,2019-12-20,200725000,USD,2019-12-20,,,,,,,,,,,,,0
XM-DAC-46008-cfa011663,,2,2021-12-22,97266793,USD,2021-12-22,,,,,,,,,,,,,0
XM-DAC-46008-cfa011663,,3,2025-08-21,91055298,USD,2025-08-21,,,,,,,,,,,,,0
XM-DAC-46008-cfa008379,,2,2013-10-21,20000000,USD,2013-10-21,,,,,,,,,,,,,0
XM-DAC-46008-cfa008379,,3,2023-04-27,16633408,USD,2023-04-27,,,,,,,,,,,,,0
XM-DAC-46008-cfa008086,,2,2013-02-06,240000000,USD,2013-02-06,,,,,,,,,,,,,0
XM-DAC-46008-cfa008086,,3,2017-09-13,240000000,USD,2017-09-13,,,,,,,,,,,,,0
XM-DAC-46008-cfa012487,,2,2024-12-18,350000000,USD,2024-12-18,,,,,,,,,,,,,0
XM-DAC-46008-cfa012487,,3,2024-12-27,350000000,USD,2024-12-27,,,,,,,,,,,,,0
XM-DAC-46008-cfa010449,,2,2018-07-30,75000000,USD,2018-07-30,,,,,,,,,,,,,0
XM-DAC-46008-cfa010449,,3,2024-04-24,19894218,USD,2024-04-24,,,,,,,,,,,,,0
XM-DAC-46008-cfa008717,,2,2014-08-26,55000000,USD,2014-08-26,,,,,,,,,,,,,0
XM-DAC-46008-cfa008717,,3,2019-05-22,55000000,USD,2019-05-22,,,,,,,,,,,,,0
XM-DAC-46008-cfa012302,,2,2024-06-06,10300000,USD,2024-06-06,,,,,,,,,,,,,0
XM-DAC-46008-cfa012302,,3,2024-06-06,0,USD,2024-06-06,,,,,,,,,,,,,0
XM-DAC-46008-cfa008794,,2,2014-12-12,12145554,USD,2014-12-12,,,,,,,,,,,,,0
XM-DAC-46008-cfa008794,,3,2017-12-04,12115280,USD,2017-12-04,,,,,,,,,,,,,0
XM-DAC-46008-cfa006029,,2,2010-02-09,100000000,USD,2010-02-09,,,,,,,,,,,,,0
XM-DAC-46008-cfa006029,,3,2013-11-29,100000000,USD,2013-11-29,,,,,,,,,,,,,0
XM-DAC-46008-cfa012126,,2,2023-09-26,75000000,USD,2023-09-26,,,,,,,,,,,,,0
XM-DAC-46008-cfa012126,,3,2023-11-02,75000000,USD,2023-11-02,,,,,,,,,,,,,0
XM-DAC-46008-cfa012184,,2,2023-12-13,75000000,USD,2023-12-13,,,,,,,,,,,,,0
XM-DAC-46008-cfa012184,,3,2023-12-20,75000000,USD,2023-12-20,,,,,,,,,,,,,0
XM-DAC-46008-cfa011904,,2,2022-12-23,26891460,USD,2022-12-23,,,,,,,,,,,,,0
XM-DAC-46008-cfa011904,,3,2025-05-23,10451547,USD,2025-05-23,,,,,,,,,,,,,0
XM-DAC-46008-cfa007950,,2,2012-08-31,35000000,USD,2012-08-31,,,,,,,,,,,,,0
XM-DAC-46008-cfa007950,,3,2016-08-30,35000000,USD,2016-08-30,,,,,,,,,,,,,0
XM-DAC-46008-cfa010787,,2,2019-05-24,300000000,USD,2019-05-24,,,,,,,,,,,,,0
XM-DAC-46008-cfa010787,,3,2020-01-31,300000000,USD,2020-01-31,,,,,,,,,,,,,0
XM-DAC-46008-cfa007860,,2,2012-06-01,75000000,USD,2012-06-01,,,,,,,,,,,,,0
XM-DAC-46008-cfa007860,,3,2018-10-01,75000000,USD,2018-10-01,,,,,,,,,,,,,0
XM-DAC-46008-cfa011726,,2,2022-05-30,320000000,USD,2022-05-30,,,,,,,,,,,,,0
XM-DAC-46008-cfa011726,,3,2022-06-17,320000000,USD,2022-06-17,,,,,,,,,,,,,0
XM-DAC-46008-cfa004991,,2,2008-08-21,250000000,USD,2008-08-21,,,,,,,,,,,,,0
XM-DAC-46008-cfa004991,,3,2009-04-29,38325000,USD,2009-04-29,,,,,,,,,,,,,0
XM-DAC-46008-cfa011799,,2,2022-07-05,75000000,USD,2022-07-05,,,,,,,,,,,,,0
XM-DAC-46008-cfa011799,,3,2022-07-05,37500000,USD,2022-07-05,,,,,,,,,,,,,0
XM-DAC-46008-cfc011765,,2,2022-07-28,38736418,USD,2022-07-28,,,,,,,,,,,,,0
XM-DAC-46008-cfc011765,,3,2022-07-28,0,USD,2022-07-28,,,,,,,,,,,,,0
XM-DAC-46008-cfa010634,,2,2018-12-20,70000000,USD,2018-12-20,,,,,,,,,,,,,0
XM-DAC-46008-cfa010634,,3,2025-05-09,70000000,USD,2025-05-09,,,,,,,,,,,,,0
XM-DAC-46008-cfa012629,,2,2025-05-30,70000000,USD,2025-05-30,,,,,,,,,,,,,0
XM-DAC-46008-cfa012629,,3,2025-05-30,0,USD,2025-05-30,,,,,,,,,,,,,0
XM-DAC-46008-cfa010298,,2,2018-02-27,50000000,USD,2018-02-27,,,,,,,,,,,,,0
XM-DAC-46008-cfa010298,,3,2020-05-28,41216672,USD,2020-05-28,,,,,,,,,,,,,0
XM-DAC-46008-cfa008239,,2,2013-08-08,76700000,USD,2013-08-08,,,,,,,,,,,,,0
XM-DAC-46008-cfa008239,,3,2020-10-20,76700000,USD,2020-10-20,,,,,,,,,,,,,0
XM-DAC-46008-cfa008793,,2,2014-12-12,11389679,USD,2014-12-12,,,,,,,,,,,,,0
XM-DAC-46008-cfa008793,,3,2017-12-04,11354937,USD,2017-12-04,,,,,,,,,,,,,0
XM-DAC-46008-cfa011909,,2,2022-12-02,120000000,USD,2022-12-02,,,,,,,,,,,,,0
XM-DAC-46008-cfa011909,,3,2023-11-08,120000000,USD,2023-11-08,,,,,,,,,,,,,0
XM-DAC-46008-cfa011650,,2,2021-12-17,175000000,USD,2021-12-17,,,,,,,,,,,,,0
XM-DAC-46008-cfa011650,,3,2022-08-30,175000000,USD,2022-08-30,,,,,,,,,,,,,0
XM-DAC-46008-cfa008491,,2,2014-03-18,26000000,USD,2014-03-18,,,,,,,,,,,,,0
XM-DAC-46008-cfa008491,,3,2021-03-17,26000000,USD,2021-03-17,,,,,,,,,,,,,0
XM-DAC-46008-cfa005842,,2,2009-12-04,215000000,USD,2009-12-04,,,,,,,,,,,,,0
XM-DAC-46008-cfa005842,,3,2017-06-02,215000000,USD,2017-06-02,,,,,,,,,,,,,0
XM-DAC-46008-cfa007894,,2,2012-07-03,18450000,USD,2012-07-03,,,,,,,,,,,,,0
XM-DAC-46008-cfa007894,,3,2014-12-22,18450000,USD,2014-12-22,,,,,,,,,,,,,0
XM-DAC-46008-cfa010454,,2,2018-07-23,50000000,USD,2018-07-23,,,,,,,,,,,,,0
XM-DAC-46008-cfa010454,,3,2024-06-06,1864964,USD,2024-06-06,,,,,,,,,,,,,0
XM-DAC-46008-cfa011209,,2,2020-04-30,300000000,USD,2020-04-30,,,,,,,,,,,,,0
XM-DAC-46008-cfa011209,,3,2020-05-08,300000000,USD,2020-05-08,,,,,,,,,,,,,0
XM-DAC-46008-cfa011857,,2,2022-11-15,120000000,USD,2022-11-15,,,,,,,,,,,,,0
XM-DAC-46008-cfa011857,,3,2023-09-29,120000000,USD,2023-09-29,,,,,,,,,,,,,0
XM-DAC-46008-cfa008814,,2,2015-02-03,62855290,USD,2015-02-03,,,,,,,,,,,,,0
XM-DAC-46008-cfa008814,,3,2023-05-10,62855290,USD,2023-05-10,,,,,,,,,,,,,0
XM-DAC-46008-cfl0000003786,,2,2024-01-09,35000000,USD,2024-01-09,,,,,,,,,,,,,0
XM-DAC-46008-cfl0000003786,,3,2025-08-27,2500000,USD,2025-08-27,,,,,,,,,,,,,0
XM-DAC-46008-cfa011666,,2,2022-01-07,300000000,USD,2022-01-07,,,,,,,,,,,,,0
XM-DAC-46008-cfa011666,,3,2022-01-20,300000000,USD,2022-01-20,,,,,,,,,,,,,0
XM-DAC-46008-cfa008832,,2,2015-02-03,75000000,USD,2015-02-03,,,,,,,,,,,,,0
XM-DAC-46008-cfa008832,,3,2019-04-05,75000000,USD,2019-04-05,,,,,,,,,,,,,0
XM-DAC-46008-cfa011865,,2,2022-11-24,50000000,USD,2022-11-24,,,,,,,,,,,,,0
XM-DAC-46008-cfa011865,,3,2022-11-30,50000000,USD,2022-11-30,,,,,,,,,,,,,0
XM-DAC-46008-cfa010352,,2,2018-06-04,83250000,USD,2018-06-04,,,,,,,,,,,,,0
XM-DAC-46008-cfa010352,,3,2024-12-03,60250000,USD,2024-12-03,,,,,,,,,,,,,0
XM-DAC-46008-cfa011899,,2,2022-12-21,250000000,USD,2022-12-21,,,,,,,,,,,,,0
XM-DAC-46008-cfa011899,,3,2023-07-27,250000000,USD,2023-07-27,,,,,,,,,,,,,0
XM-DAC-46008-cfa011375,,2,2020-12-04,138251200,USD,2020-12-04,,,,,,,,,,,,,0
XM-DAC-46008-cfa011375,,3,2020-12-21,138251200,USD,2020-12-21,,,,,,,,,,,,,0
XM-DAC-46008-cfa007836,,2,2012-07-03,99997230,USD,2012-07-03,,,,,,,,,,,,,0
XM-DAC-46008-cfa007836,,3,2015-07-27,99997230,USD,2015-07-27,,,,,,,,,,,,,0
XM-DAC-46008-cfa008702,,2,2014-10-21,33142900,USD,2014-10-21,,,,,,,,,,,,,0
XM-DAC-46008-cfa008702,,3,2020-11-27,33142900,USD,2020-11-27,,,,,,,,,,,,,0
XM-DAC-46008-cfa007142,,2,2011-02-11,150000000,USD,2011-02-11,,,,,,,,,,,,,0
XM-DAC-46008-cfa007142,,3,2019-11-12,150000000,USD,2019-11-12,,,,,,,,,,,,,0
XM-DAC-46008-cfl0000003946,,2,2024-12-11,200000000,USD,2024-12-11,,,,,,,,,,,,,0
XM-DAC-46008-cfl0000003946,,3,2025-08-28,100000000,USD,2025-08-28,,,,,,,,,,,,,0
XM-DAC-46008-cfa004536,,2,2007-12-27,55000000,USD,2007-12-27,,,,,,,,,,,,,0
XM-DAC-46008-cfa004536,,3,2009-12-16,55000000,USD,2009-12-16,,,,,,,,,,,,,0
XM-DAC-46008-cfa011786,,2,2022-08-19,100000000,USD,2022-08-19,,,,,,,,,,,,,0
XM-DAC-46008-cfa011786,,3,2022-08-30,100000000,USD,2022-08-30,,,,,,,,,,,,,0
XM-DAC-46008-cfa012479,,2,2024-12-13,150000000,USD,2024-12-13,,,,,,,,,,,,,0
XM-DAC-46008-cfa012479,,3,2025-07-30,150000000,USD,2025-07-30,,,,,,,,,,,,,0
XM-DAC-46008-cfa010048,,2,2017-10-05,125000000,USD,2017-10-05,,,,,,,,,,,,,0
XM-DAC-46008-cfa010048,,3,2023-09-28,94042941,USD,2023-09-28,,,,,,,,,,,,,0
XM-DAC-46008-cfa012447,,2,2024-11-27,50000000,USD,2024-11-27,,,,,,,,,,,,,0
XM-DAC-46008-cfa012447,,3,2025-06-05,50000000,USD,2025-06-05,,,,,,,,,,,,,0
XM-DAC-46008-cfa006966,,2,2010-12-10,500000000,USD,2010-12-10,,,,,,,,,,,,,0
XM-DAC-46008-cfa006966,,3,2013-08-29,500000000,USD,2013-08-29,,,,,,,,,,,,,0
XM-DAC-46008-cfa008519,,2,2014-04-09,150000000,USD,2014-04-09,,,,,,,,,,,,,0
XM-DAC-46008-cfa008519,,3,2016-05-24,150000000,USD,2016-05-24,,,,,,,,,,,,,0
XM-DAC-46008-cfa011724,,2,2022-05-18,51500000,USD,2022-05-18,,,,,,,,,,,,,0
XM-DAC-46008-cfa011724,,3,2025-05-16,51500000,USD,2025-05-16,,,,,,,,,,,,,0
XM-DAC-46008-cfa008606,,2,2014-07-07,72000000,USD,2014-07-07,,,,,,,,,,,,,0
XM-DAC-46008-cfa008606,,3,2023-12-20,72000000,USD,2023-12-20,,,,,,,,,,,,,0
XM-DAC-46008-cfa007725,,2,2012-03-06,27500000,USD,2012-03-06,,,,,,,,,,,,,0
XM-DAC-46008-cfa007725,,3,2017-02-08,27500000,USD,2017-02-08,,,,,,,,,,,,,0
XM-DAC-46008-cfa011810,,2,2022-09-13,200000000,USD,2022-09-13,,,,,,,,,,,,,0
XM-DAC-46008-cfa011810,,3,2022-09-26,200000000,USD,2022-09-26,,,,,,,,,,,,,0
XM-DAC-46008-cfa010094,,2,2017-11-15,100000000,USD,2017-11-15,,,,,,,,,,,,,0
XM-DAC-46008-cfa010094,,3,2017-12-27,100000000,USD,2017-12-27,,,,,,,,,,,,,0
XM-DAC-46008-cfa004580,,2,2008-02-11,81000000,USD,2008-02-11,,,,,,,,,,,,,0
XM-DAC-46008-cfa004580,,3,2008-02-26,81000000,USD,2008-02-26,,,,,,,,,,,,,0
XM-DAC-46008-cfa005702,,2,2009-10-19,250000000,USD,2009-10-19,,,,,,,,,,,,,0
XM-DAC-46008-cfa005702,,3,2015-12-18,250000000,USD,2015-12-18,,,,,,,,,,,,,0
XM-DAC-46008-cfa004990,,2,2008-08-21,250000000,USD,2008-08-21,,,,,,,,,,,,,0
XM-DAC-46008-cfa004990,,3,2009-04-29,45750000,USD,2009-04-29,,,,,,,,,,,,,0
XM-DAC-46008-cfa008756,,2,2014-11-28,20000000,USD,2014-11-28,,,,,,,,,,,,,0
XM-DAC-46008-cfa008756,,3,2014-11-28,20000000,USD,2014-11-28,,,,,,,,,,,,,0
XM-DAC-46008-cfa011537,,2,2021-08-02,350000000,USD,2021-08-02,,,,,,,,,,,,,0
XM-DAC-46008-cfa011537,,3,2021-09-15,350000000,USD,2021-09-15,,,,,,,,,,,,,0
XM-DAC-46008-cfa011688,,2,2022-03-08,75000000,USD,2022-03-08,,,,,,,,,,,,,0
XM-DAC-46008-cfa011688,,3,2022-03-30,75000000,USD,2022-03-30,,,,,,,,,,,,,0
XM-DAC-46008-cfa008744,,2,2014-11-25,26715200,USD,2014-11-25,,,,,,,,,,,,,0
XM-DAC-46008-cfa008744,,3,2019-09-30,26715200,USD,2019-09-30,,,,,,,,,,,,,0
XM-DAC-46008-cfa009646,,2,2016-11-30,70000000,USD,2016-11-30,,,,,,,,,,,,,0
XM-DAC-46008-cfa009646,,3,2017-10-04,70000000,USD,2017-10-04,,,,,,,,,,,,,0
XM-DAC-46008-cfa006959,,2,2010-12-17,102000000,USD,2010-12-17,,,,,,,,,,,,,0
XM-DAC-46008-cfa006959,,3,2013-11-20,102000000,USD,2013-11-20,,,,,,,,,,,,,0
XM-DAC-46008-cfa011578,,2,2021-10-18,75000000,USD,2021-10-18,,,,,,,,,,,,,0
XM-DAC-46008-cfa011578,,3,2021-11-04,75000000,USD,2021-11-04,,,,,,,,,,,,,0
XM-DAC-46008-cfa011948,,2,2023-03-03,187200000,USD,2023-03-03,,,,,,,,,,,,,0
XM-DAC-46008-cfa011948,,3,2023-09-20,187200000,USD,2023-09-20,,,,,,,,,,,,,0
XM-DAC-46008-cfa008640,,2,2014-08-19,90000000,USD,2014-08-19,,,,,,,,,,,,,0
XM-DAC-46008-cfa008640,,3,2022-12-20,89156493,USD,2022-12-20,,,,,,,,,,,,,0
XM-DAC-46008-cfa012118,,2,2023-03-15,300000000,USD,2023-03-15,,,,,,,,,,,,,0
XM-DAC-46008-cfa012118,,3,2023-03-15,145932430,USD,2023-03-15,,,,,,,,,,,,,0
XM-DAC-46008-cfa010426,,2,2018-08-29,120000000,USD,2018-08-29,,,,,,,,,,,,,0
XM-DAC-46008-cfa010426,,3,2018-11-19,120000000,USD,2018-11-19,,,,,,,,,,,,,0
XM-DAC-46008-cfa010515,,2,2018-09-19,400000000,USD,2018-09-19,,,,,,,,,,,,,0
XM-DAC-46008-cfa010515,,3,2025-06-25,400000000,USD,2025-06-25,,,,,,,,,,,,,0
XM-DAC-46008-cfa008789,,2,2014-12-17,79555000,USD,2014-12-17,,,,,,,,,,,,,0
XM-DAC-46008-cfa008789,,3,2023-07-14,79555000,USD,2023-07-14,,,,,,,,,,,,,0
XM-DAC-46008-cfa009408,,2,2016-06-20,9600000,USD,2016-06-20,,,,,,,,,,,,,0
XM-DAC-46008-cfa009408,,3,2019-12-18,9600000,USD,2019-12-18,,,,,,,,,,,,,0
XM-DAC-46008-cfa009929,,2,2017-07-21,300000000,USD,2017-07-21,,,,,,,,,,,,,0
XM-DAC-46008-cfa009929,,3,2017-08-25,300000000,USD,2017-08-25,,,,,,,,,,,,,0
XM-DAC-46008-cfa009277,,2,2016-02-17,172000000,USD,2016-02-17,,,,,,,,,,,,,0
XM-DAC-46008-cfa009277,,3,2023-07-14,172000000,USD,2023-07-14,,,,,,,,,,,,,0
XM-DAC-46008-cfa010451,,2,2018-09-14,150000000,USD,2018-09-14,,,,,,,,,,,,,0
XM-DAC-46008-cfa010451,,3,2018-09-27,150000000,USD,2018-09-27,,,,,,,,,,,,,0
XM-DAC-46008-cfa009629,,2,2016-10-25,80000000,USD,2016-10-25,,,,,,,,,,,,,0
XM-DAC-46008-cfa009629,,3,2019-10-25,80000000,USD,2019-10-25,,,,,,,,,,,,,0
XM-DAC-46008-cfa008839,,2,2015-02-03,21276355,USD,2015-02-03,,,,,,,,,,,,,0
XM-DAC-46008-cfa008839,,3,2019-06-19,21276355,USD,2019-06-19,,,,,,,,,,,,,0
XM-DAC-46008-cfa010910,,2,2019-09-12,6275991,USD,2019-09-12,,,,,,,,,,,,,0
XM-DAC-46008-cfa010910,,3,2023-11-14,6275991,USD,2023-11-14,,,,,,,,,,,,,0
XM-DAC-46008-cfa010170,,2,2018-01-16,150000000,USD,2018-01-16,,,,,,,,,,,,,0
XM-DAC-46008-cfa010170,,3,2025-07-16,150000000,USD,2025-07-16,,,,,,,,,,,,,0
XM-DAC-46008-cfa011574,,2,2021-10-18,100000000,USD,2021-10-18,,,,,,,,,,,,,0
XM-DAC-46008-cfa011574,,3,2021-11-15,100000000,USD,2021-11-15,,,,,,,,,,,,,0
XM-DAC-46008-cfa011448,,2,2021-03-12,1277454,USD,2021-03-12,,,,,,,,,,,,,0
