activity_identifier,result_ref,indicator_ref,period_start,period_end,target_value,target_comment,actual_value,actual_comment
XM-DAC-46008-cfa011218,result_7,indicator_XM-DAC-46008-cfa011218_result_7_1,2020-05-06,2020-05-06,28000,,,
XM-DAC-46008-cfa011218,result_8,indicator_XM-DAC-46008-cfa011218_result_8_1,2020-05-06,2020-05-06,100,,,
XM-DAC-46008-cfa012132,result_1,indicator_XM-DAC-46008-cfa012132_result_1_1,2023-09-11,2023-09-11,520173,,,
XM-DAC-46008-cfa012132,result_2,indicator_XM-DAC-46008-cfa012132_result_2_1,2023-09-11,2023-09-11,69855,,,
XM-DAC-46008-cfa012132,result_3,indicator_XM-DAC-46008-cfa012132_result_3_1,2023-09-11,2023-09-11,88730,,,
XM-DAC-46008-cfa012132,result_4,indicator_XM-DAC-46008-cfa012132_result_4_1,2023-09-11,2023-09-11,20,,,
XM-DAC-46008-cfa011886,result_1,indicator_XM-DAC-46008-cfa011886_result_1_1,2022-12-07,2022-12-07,414339,,,
XM-DAC-46008-cfa011886,result_2,indicator_XM-DAC-46008-cfa011886_result_2_1,2022-12-07,2022-12-07,1472,,,
XM-DAC-46008-cfa011027,result_1,indicator_XM-DAC-46008-cfa011027_result_1_1,2019-11-29,2019-11-29,3750,,,
XM-DAC-46008-cfa011840,result_1,indicator_XM-DAC-46008-cfa011840_result_1_1,2022-10-20,2022-10-20,40000,,,
XM-DAC-46008-cfa011840,result_2,indicator_XM-DAC-46008-cfa011840_result_2_1,2022-10-20,2022-10-20,159000,,,
XM-DAC-46008-cfa011840,result_3,indicator_XM-DAC-46008-cfa011840_result_3_1,2022-10-20,2022-10-20,26,,,
XM-DAC-46008-cfa011840,result_4,indicator_XM-DAC-46008-cfa011840_result_4_1,2022-10-20,2022-10-20,4,,,
XM-DAC-46008-cfa011840,result_5,indicator_XM-DAC-46008-cfa011840_result_5_1,2022-10-20,2022-10-20,1,,,
XM-DAC-46008-cfa011840,result_6,indicator_XM-DAC-46008-cfa011840_result_6_1,2022-10-20,2022-10-20,0,,,
XM-DAC-46008-cfa011840,result_7,indicator_XM-DAC-46008-cfa011840_result_7_1,2022-10-20,2022-10-20,161127,,,
XM-DAC-46008-cfa011840,result_8,indicator_XM-DAC-46008-cfa011840_result_8_1,2022-10-20,2022-10-20,1,,,
XM-DAC-46008-cfa011840,result_9,indicator_XM-DAC-46008-cfa011840_result_9_1,2022-10-20,2022-10-20,5800000,,,
XM-DAC-46008-cfa011840,result_10,indicator_XM-DAC-46008-cfa011840_result_10_1,2022-10-20,2022-10-20,10000,,,
XM-DAC-46008-cfa011840,result_11,indicator_XM-DAC-46008-cfa011840_result_11_1,2022-10-20,2022-10-20,161127,,,
XM-DAC-46008-cfa011840,result_12,indicator_XM-DAC-46008-cfa011840_result_12_1,2022-10-20,2022-10-20,80000,,,
XM-DAC-46008-cfa011840,result_13,indicator_XM-DAC-46008-cfa011840_result_13_1,2022-10-20,2022-10-20,10000,,,
XM-DAC-46008-cfa011840,result_14,indicator_XM-DAC-46008-cfa011840_result_14_1,2022-10-20,2022-10-20,20000,,,
XM-DAC-46008-cfa011840,result_15,indicator_XM-DAC-46008-cfa011840_result_15_1,2022-10-20,2022-10-20,0,,,
XM-DAC-46008-cfa011497,result_1,indicator_XM-DAC-46008-cfa011497_result_1_1,2021-06-02,2021-06-02,1,,,
XM-DAC-46008-cfa011497,result_2,indicator_XM-DAC-46008-cfa011497_result_2_1,2021-06-02,2021-06-02,38,,,
XM-DAC-46008-cfa011497,result_3,indicator_XM-DAC-46008-cfa011497_result_3_1,2021-06-02,2021-06-02,19644,,,
XM-DAC-46008-cfa011497,result_4,indicator_XM-DAC-46008-cfa011497_result_4_1,2021-06-02,2021-06-02,41447,,,
XM-DAC-46008-cfa012375,result_1,indicator_XM-DAC-46008-cfa012375_result_1_1,2024-09-23,2024-09-23,4,,,
XM-DAC-46008-cfa012375,result_2,indicator_XM-DAC-46008-cfa012375_result_2_1,2024-09-23,2024-09-23,170661,,,
XM-DAC-46008-cfa012375,result_3,indicator_XM-DAC-46008-cfa012375_result_3_1,2024-09-23,2024-09-23,30936,,,
XM-DAC-46008-cfa012375,result_4,indicator_XM-DAC-46008-cfa012375_result_4_1,2024-09-23,2024-09-23,175365,,,
XM-DAC-46008-cfa012375,result_5,indicator_XM-DAC-46008-cfa012375_result_5_1,2024-09-23,2024-09-23,1,,,
XM-DAC-46008-cfl0000003432,result_1,indicator_XM-DAC-46008-cfl0000003432_result_1_1,2007-01-19,2007-01-19,4466,,,
XM-DAC-46008-cfl0000003432,result_2,indicator_XM-DAC-46008-cfl0000003432_result_2_1,2007-01-19,2007-01-19,15610,,,
XM-DAC-46008-cfl0000003432,result_3,indicator_XM-DAC-46008-cfl0000003432_result_3_1,2007-01-19,2007-01-19,46969,,,
XM-DAC-46008-cfl0000003533,result_1,indicator_XM-DAC-46008-cfl0000003533_result_1_1,2022-08-26,2022-08-26,132,,,
XM-DAC-46008-cfa012251,result_1,indicator_XM-DAC-46008-cfa012251_result_1_1,2024-03-21,2024-03-21,90000,,,
XM-DAC-46008-cfa012251,result_2,indicator_XM-DAC-46008-cfa012251_result_2_1,2024-03-21,2024-03-21,50000,,,
XM-DAC-46008-cfa012251,result_3,indicator_XM-DAC-46008-cfa012251_result_3_1,2024-03-21,2024-03-21,108000,,,
XM-DAC-46008-cfa012251,result_4,indicator_XM-DAC-46008-cfa012251_result_4_1,2024-03-21,2024-03-21,15000,,,
XM-DAC-46008-cfa012251,result_5,indicator_XM-DAC-46008-cfa012251_result_5_1,2024-03-21,2024-03-21,7,,,
XM-DAC-46008-cfa012251,result_6,indicator_XM-DAC-46008-cfa012251_result_6_1,2024-03-21,2024-03-21,25,,,
XM-DAC-46008-cfa012251,result_7,indicator_XM-DAC-46008-cfa012251_result_7_1,2024-03-21,2024-03-21,21,,,
XM-DAC-46008-cfa012251,result_8,indicator_XM-DAC-46008-cfa012251_result_8_1,2024-03-21,2024-03-21,1,,,
XM-DAC-46008-cfa012251,result_9,indicator_XM-DAC-46008-cfa012251_result_9_1,2024-03-21,2024-03-21,3693,,,
XM-DAC-46008-cfa012251,result_10,indicator_XM-DAC-46008-cfa012251_result_10_1,2024-03-21,2024-03-21,12,,,
XM-DAC-46008-cfa012048,result_1,indicator_XM-DAC-46008-cfa012048_result_1_1,2023-07-06,2023-07-06,9,,,
XM-DAC-46008-cfa012048,result_2,indicator_XM-DAC-46008-cfa012048_result_2_1,2023-07-06,2023-07-06,1,,,
XM-DAC-46008-cfa012048,result_3,indicator_XM-DAC-46008-cfa012048_result_3_1,2023-07-06,2023-07-06,10,,,
XM-DAC-46008-cfa012048,result_4,indicator_XM-DAC-46008-cfa012048_result_4_1,2023-07-06,2023-07-06,60000,,,
XM-DAC-46008-cfa012150,result_1,indicator_XM-DAC-46008-cfa012150_result_1_1,2023-10-20,2023-10-20,48000,,,
XM-DAC-46008-cfa012150,result_2,indicator_XM-DAC-46008-cfa012150_result_2_1,2023-10-20,2023-10-20,37207,,,
XM-DAC-46008-cfa012150,result_3,indicator_XM-DAC-46008-cfa012150_result_3_1,2023-10-20,2023-10-20,1,,,
XM-DAC-46008-cfa012150,result_4,indicator_XM-DAC-46008-cfa012150_result_4_1,2023-10-20,2023-10-20,40000,,,
XM-DAC-46008-cfa012135,result_1,indicator_XM-DAC-46008-cfa012135_result_1_1,2023-09-29,2023-09-29,18,,,
XM-DAC-46008-cfa012135,result_2,indicator_XM-DAC-46008-cfa012135_result_2_1,2023-09-29,2023-09-29,23671,,,
XM-DAC-46008-cfa012135,result_3,indicator_XM-DAC-46008-cfa012135_result_3_1,2023-09-29,2023-09-29,1,,,
XM-DAC-46008-cfa012135,result_4,indicator_XM-DAC-46008-cfa012135_result_4_1,2023-09-29,2023-09-29,37,,,
XM-DAC-46008-cfa012135,result_5,indicator_XM-DAC-46008-cfa012135_result_5_1,2023-09-29,2023-09-29,120449,,,
XM-DAC-46008-cfa012135,result_6,indicator_XM-DAC-46008-cfa012135_result_6_1,2023-09-29,2023-09-29,8748,,,
XM-DAC-46008-cfa012135,result_7,indicator_XM-DAC-46008-cfa012135_result_7_1,2023-09-29,2023-09-29,22,,,
XM-DAC-46008-cfl0000003686,result_1,indicator_XM-DAC-46008-cfl0000003686_result_1_1,2023-08-01,2023-08-01,7120,,,
XM-DAC-46008-cfa012200,result_1,indicator_XM-DAC-46008-cfa012200_result_1_1,2023-12-20,2023-12-20,78000,,,
XM-DAC-46008-cfa012200,result_2,indicator_XM-DAC-46008-cfa012200_result_2_1,2023-12-20,2023-12-20,33393,,,
XM-DAC-46008-cfa012200,result_3,indicator_XM-DAC-46008-cfa012200_result_3_1,2023-12-20,2023-12-20,13026,,,
XM-DAC-46008-cfa012200,result_4,indicator_XM-DAC-46008-cfa012200_result_4_1,2023-12-20,2023-12-20,2,,,
XM-DAC-46008-cfa012200,result_5,indicator_XM-DAC-46008-cfa012200_result_5_1,2023-12-20,2023-12-20,1843,,,
XM-DAC-46008-cfa012200,result_6,indicator_XM-DAC-46008-cfa012200_result_6_1,2023-12-20,2023-12-20,30,,,
XM-DAC-46008-cfa012200,result_7,indicator_XM-DAC-46008-cfa012200_result_7_1,2023-12-20,2023-12-20,10,,,
XM-DAC-46008-cfa010989,result_1,indicator_XM-DAC-46008-cfa010989_result_1_1,2019-11-18,2019-11-18,5000,,,
XM-DAC-46008-cfa010989,result_2,indicator_XM-DAC-46008-cfa010989_result_2_1,2019-11-18,2019-11-18,63,,,
XM-DAC-46008-cfa010989,result_3,indicator_XM-DAC-46008-cfa010989_result_3_1,2019-11-18,2019-11-18,20000,,,
XM-DAC-46008-cfa010989,result_4,indicator_XM-DAC-46008-cfa010989_result_4_1,2019-11-18,2019-11-18,1,,,
XM-DAC-46008-cfa011299,result_1,indicator_XM-DAC-46008-cfa011299_result_1_1,2020-09-10,2020-09-10,1,,,
XM-DAC-46008-cfa011299,result_2,indicator_XM-DAC-46008-cfa011299_result_2_1,2020-09-10,2020-09-10,3,,,
XM-DAC-46008-cfa011299,result_3,indicator_XM-DAC-46008-cfa011299_result_3_1,2020-09-10,2020-09-10,278,,,
XM-DAC-46008-cfa011299,result_4,indicator_XM-DAC-46008-cfa011299_result_4_1,2020-09-10,2020-09-10,200000,,,
XM-DAC-46008-cfa011779,result_1,indicator_XM-DAC-46008-cfa011779_result_1_1,2022-08-19,2022-08-19,1300000,,,
XM-DAC-46008-cfa011779,result_2,indicator_XM-DAC-46008-cfa011779_result_2_1,2022-08-19,2022-08-19,9,,,
XM-DAC-46008-cfa011779,result_3,indicator_XM-DAC-46008-cfa011779_result_3_1,2022-08-19,2022-08-19,791640,,,
XM-DAC-46008-cfa011779,result_4,indicator_XM-DAC-46008-cfa011779_result_4_1,2022-08-19,2022-08-19,1,,,
XM-DAC-46008-cfa011779,result_5,indicator_XM-DAC-46008-cfa011779_result_5_1,2022-08-19,2022-08-19,17,,,
XM-DAC-46008-cfa011779,result_6,indicator_XM-DAC-46008-cfa011779_result_6_1,2022-08-19,2022-08-19,166000,,,
XM-DAC-46008-cfa012147,result_1,indicator_XM-DAC-46008-cfa012147_result_1_1,2023-10-24,2023-10-24,225000,,,
XM-DAC-46008-cfa012147,result_2,indicator_XM-DAC-46008-cfa012147_result_2_1,2023-10-24,2023-10-24,73,,,
XM-DAC-46008-cfa012147,result_3,indicator_XM-DAC-46008-cfa012147_result_3_1,2023-10-24,2023-10-24,1,,,
XM-DAC-46008-cfa012360,result_1,indicator_XM-DAC-46008-cfa012360_result_1_1,2024-09-17,2024-09-17,216000,,,
XM-DAC-46008-cfa012360,result_2,indicator_XM-DAC-46008-cfa012360_result_2_1,2024-09-17,2024-09-17,435000,,,
XM-DAC-46008-cfa010867,result_1,indicator_XM-DAC-46008-cfa010867_result_1_1,2019-08-13,2019-08-13,1,,,
XM-DAC-46008-cfa011860,result_1,indicator_XM-DAC-46008-cfa011860_result_1_1,2022-11-15,2022-11-15,540000,,,
XM-DAC-46008-cfa011860,result_2,indicator_XM-DAC-46008-cfa011860_result_2_1,2022-11-15,2022-11-15,20000,,,
XM-DAC-46008-cfa011860,result_3,indicator_XM-DAC-46008-cfa011860_result_3_1,2022-11-15,2022-11-15,500000,,,
XM-DAC-46008-cfa011860,result_4,indicator_XM-DAC-46008-cfa011860_result_4_1,2022-11-15,2022-11-15,10,,,
XM-DAC-46008-cfa011860,result_5,indicator_XM-DAC-46008-cfa011860_result_5_1,2022-11-15,2022-11-15,1,,,
XM-DAC-46008-cfa011860,result_6,indicator_XM-DAC-46008-cfa011860_result_6_1,2022-11-15,2022-11-15,1500,,,
XM-DAC-46008-cfa011860,result_7,indicator_XM-DAC-46008-cfa011860_result_7_1,2022-11-15,2022-11-15,1,,,
XM-DAC-46008-cfa011860,result_8,indicator_XM-DAC-46008-cfa011860_result_8_1,2022-11-15,2022-11-15,0,,,
XM-DAC-46008-cfa011860,result_9,indicator_XM-DAC-46008-cfa011860_result_9_1,2022-11-15,2022-11-15,1500,,,
XM-DAC-46008-cfa011860,result_10,indicator_XM-DAC-46008-cfa011860_result_10_1,2022-11-15,2022-11-15,10000,,,
XM-DAC-46008-cfa011815,result_1,indicator_XM-DAC-46008-cfa011815_result_1_1,2022-09-15,2022-09-15,1160439,,,
XM-DAC-46008-cfa011815,result_2,indicator_XM-DAC-46008-cfa011815_result_2_1,2022-09-15,2022-09-15,18580,,,
XM-DAC-46008-cfa011783,result_1,indicator_XM-DAC-46008-cfa011783_result_1_1,2022-08-19,2022-08-19,320,,,
XM-DAC-46008-cfa011783,result_2,indicator_XM-DAC-46008-cfa011783_result_2_1,2022-08-19,2022-08-19,54,,,
XM-DAC-46008-cfa012474,result_1,indicator_XM-DAC-46008-cfa012474_result_1_1,2024-12-04,2024-12-04,300000,,,
XM-DAC-46008-cfa012474,result_2,indicator_XM-DAC-46008-cfa012474_result_2_1,2024-12-04,2024-12-04,18000,,,
XM-DAC-46008-cfa012474,result_3,indicator_XM-DAC-46008-cfa012474_result_3_1,2024-12-04,2024-12-04,15120,,,
XM-DAC-46008-cfa012474,result_4,indicator_XM-DAC-46008-cfa012474_result_4_1,2024-12-04,2024-12-04,3,,,
XM-DAC-46008-cfa011686,result_1,indicator_XM-DAC-46008-cfa011686_result_1_1,2022-02-10,2022-02-10,2000000,,,
XM-DAC-46008-cfa011686,result_2,indicator_XM-DAC-46008-cfa011686_result_2_1,2022-02-10,2022-02-10,1000000,,,
XM-DAC-46008-cfa011686,result_3,indicator_XM-DAC-46008-cfa011686_result_3_1,2022-02-10,2022-02-10,1000000,,,
XM-DAC-46008-cfa011686,result_4,indicator_XM-DAC-46008-cfa011686_result_4_1,2022-02-10,2022-02-10,31,,,
XM-DAC-46008-cfa011686,result_5,indicator_XM-DAC-46008-cfa011686_result_5_1,2022-02-10,2022-02-10,1,,,
XM-DAC-46008-cfa010726,result_1,indicator_XM-DAC-46008-cfa010726_result_1_1,2019-03-20,2019-03-20,176,,,
XM-DAC-46008-cfa010726,result_2,indicator_XM-DAC-46008-cfa010726_result_2_1,2019-03-20,2019-03-20,3245000,,,
XM-DAC-46008-cfa012330,result_1,indicator_XM-DAC-46008-cfa012330_result_1_1,2024-08-08,2024-08-08,36365,,,
XM-DAC-46008-cfa012330,result_2,indicator_XM-DAC-46008-cfa012330_result_2_1,2024-08-08,2024-08-08,49,,,
XM-DAC-46008-cfa012330,result_3,indicator_XM-DAC-46008-cfa012330_result_3_1,2024-08-08,2024-08-08,1,,,
XM-DAC-46008-cfa012330,result_4,indicator_XM-DAC-46008-cfa012330_result_4_1,2024-08-08,2024-08-08,3558,,,
XM-DAC-46008-cfa012330,result_5,indicator_XM-DAC-46008-cfa012330_result_5_1,2024-08-08,2024-08-08,41,,,
XM-DAC-46008-cfa012330,result_6,indicator_XM-DAC-46008-cfa012330_result_6_1,2024-08-08,2024-08-08,41,,,
XM-DAC-46008-cfa011792,result_1,indicator_XM-DAC-46008-cfa011792_result_1_1,2022-08-23,2022-08-23,79270,,,
XM-DAC-46008-cfa011792,result_2,indicator_XM-DAC-46008-cfa011792_result_2_1,2022-08-23,2022-08-23,79270,,,
XM-DAC-46008-cfa011792,result_3,indicator_XM-DAC-46008-cfa011792_result_3_1,2022-08-23,2022-08-23,16445,,,
XM-DAC-46008-cfa011792,result_4,indicator_XM-DAC-46008-cfa011792_result_4_1,2022-08-23,2022-08-23,42621,,,
XM-DAC-46008-cfa011792,result_5,indicator_XM-DAC-46008-cfa011792_result_5_1,2022-08-23,2022-08-23,3,,,
XM-DAC-46008-cfa011792,result_6,indicator_XM-DAC-46008-cfa011792_result_6_1,2022-08-23,2022-08-23,50,,,
XM-DAC-46008-cfa011792,result_7,indicator_XM-DAC-46008-cfa011792_result_7_1,2022-08-23,2022-08-23,4745537,,,
XM-DAC-46008-cfa011792,result_8,indicator_XM-DAC-46008-cfa011792_result_8_1,2022-08-23,2022-08-23,218660,,,
XM-DAC-46008-cfa011792,result_9,indicator_XM-DAC-46008-cfa011792_result_9_1,2022-08-23,2022-08-23,9928,,,
XM-DAC-46008-cfa011792,result_10,indicator_XM-DAC-46008-cfa011792_result_10_1,2022-08-23,2022-08-23,1,,,
XM-DAC-46008-cfl0000003213,result_1,indicator_XM-DAC-46008-cfl0000003213_result_1_1,2020-08-27,2020-08-27,50,,,
XM-DAC-46008-cfl0000003213,result_2,indicator_XM-DAC-46008-cfl0000003213_result_2_1,2020-08-27,2020-08-27,1376,,,
XM-DAC-46008-cfa011553,result_1,indicator_XM-DAC-46008-cfa011553_result_1_1,2021-09-06,2021-09-06,7600,,,
XM-DAC-46008-cfa011553,result_2,indicator_XM-DAC-46008-cfa011553_result_2_1,2021-09-06,2021-09-06,1,,,
XM-DAC-46008-cfa011553,result_3,indicator_XM-DAC-46008-cfa011553_result_3_1,2021-09-06,2021-09-06,240,,,
XM-DAC-46008-cfa011553,result_4,indicator_XM-DAC-46008-cfa011553_result_4_1,2021-09-06,2021-09-06,5,,,
XM-DAC-46008-cfa011553,result_5,indicator_XM-DAC-46008-cfa011553_result_5_1,2021-09-06,2021-09-06,69200,,,
XM-DAC-46008-cfa011553,result_6,indicator_XM-DAC-46008-cfa011553_result_6_1,2021-09-06,2021-09-06,7800,,,
XM-DAC-46008-cfa011553,result_7,indicator_XM-DAC-46008-cfa011553_result_7_1,2021-09-06,2021-09-06,34,,,
XM-DAC-46008-cfa011553,result_8,indicator_XM-DAC-46008-cfa011553_result_8_1,2021-09-06,2021-09-06,5500,,,
XM-DAC-46008-cfa011553,result_9,indicator_XM-DAC-46008-cfa011553_result_9_1,2021-09-06,2021-09-06,1734480,,,
XM-DAC-46008-cfa011553,result_10,indicator_XM-DAC-46008-cfa011553_result_10_1,2021-09-06,2021-09-06,150,,,
XM-DAC-46008-cfa011553,result_11,indicator_XM-DAC-46008-cfa011553_result_11_1,2021-09-06,2021-09-06,1,,,
XM-DAC-46008-cfa011553,result_12,indicator_XM-DAC-46008-cfa011553_result_12_1,2021-09-06,2021-09-06,19250,,,
XM-DAC-46008-cfa011553,result_13,indicator_XM-DAC-46008-cfa011553_result_13_1,2021-09-06,2021-09-06,30,,,
XM-DAC-46008-cfa011553,result_14,indicator_XM-DAC-46008-cfa011553_result_14_1,2021-09-06,2021-09-06,5500,,,
XM-DAC-46008-cfa011553,result_15,indicator_XM-DAC-46008-cfa011553_result_15_1,2021-09-06,2021-09-06,7600,,,
XM-DAC-46008-cfa011016,result_1,indicator_XM-DAC-46008-cfa011016_result_1_1,2019-11-13,2019-11-13,216714,,,
XM-DAC-46008-cfa011016,result_2,indicator_XM-DAC-46008-cfa011016_result_2_1,2019-11-13,2019-11-13,41,,,
XM-DAC-46008-cfa011691,result_1,indicator_XM-DAC-46008-cfa011691_result_1_1,2022-03-17,2022-03-17,44,,,
XM-DAC-46008-cfa011691,result_2,indicator_XM-DAC-46008-cfa011691_result_2_1,2022-03-17,2022-03-17,30,,,
XM-DAC-46008-cfa011691,result_3,indicator_XM-DAC-46008-cfa011691_result_3_1,2022-03-17,2022-03-17,3271495,,,
XM-DAC-46008-cfa012332,result_1,indicator_XM-DAC-46008-cfa012332_result_1_1,2024-08-01,2024-08-01,35,,,
XM-DAC-46008-cfa012332,result_2,indicator_XM-DAC-46008-cfa012332_result_2_1,2024-08-01,2024-08-01,44,,,
XM-DAC-46008-cfa012332,result_3,indicator_XM-DAC-46008-cfa012332_result_3_1,2024-08-01,2024-08-01,2180,,,
XM-DAC-46008-cfa012332,result_4,indicator_XM-DAC-46008-cfa012332_result_4_1,2024-08-01,2024-08-01,4500,,,
XM-DAC-46008-cfa012332,result_5,indicator_XM-DAC-46008-cfa012332_result_5_1,2024-08-01,2024-08-01,116,,,
XM-DAC-46008-cfa012332,result_6,indicator_XM-DAC-46008-cfa012332_result_6_1,2024-08-01,2024-08-01,49,,,
XM-DAC-46008-cfa012332,result_7,indicator_XM-DAC-46008-cfa012332_result_7_1,2024-08-01,2024-08-01,700,,,
XM-DAC-46008-cfa012332,result_8,indicator_XM-DAC-46008-cfa012332_result_8_1,2024-08-01,2024-08-01,320000,,,
XM-DAC-46008-cfa012332,result_9,indicator_XM-DAC-46008-cfa012332_result_9_1,2024-08-01,2024-08-01,800,,,
XM-DAC-46008-cfa012332,result_10,indicator_XM-DAC-46008-cfa012332_result_10_1,2024-08-01,2024-08-01,10,,,
XM-DAC-46008-cfa012054,result_1,indicator_XM-DAC-46008-cfa012054_result_1_1,2023-07-10,2023-07-10,158,,,
XM-DAC-46008-cfa012054,result_2,indicator_XM-DAC-46008-cfa012054_result_2_1,2023-07-10,2023-07-10,73735,,,
XM-DAC-46008-cfa012054,result_3,indicator_XM-DAC-46008-cfa012054_result_3_1,2023-07-10,2023-07-10,73350,,,
XM-DAC-46008-cfa012054,result_4,indicator_XM-DAC-46008-cfa012054_result_4_1,2023-07-10,2023-07-10,4,,,
XM-DAC-46008-cfa012253,result_1,indicator_XM-DAC-46008-cfa012253_result_1_1,2024-03-21,2024-03-21,9530,,,
XM-DAC-46008-cfa012253,result_2,indicator_XM-DAC-46008-cfa012253_result_2_1,2024-03-21,2024-03-21,7000,,,
XM-DAC-46008-cfa012253,result_3,indicator_XM-DAC-46008-cfa012253_result_3_1,2024-03-21,2024-03-21,1,,,
XM-DAC-46008-cfa012565,result_1,indicator_XM-DAC-46008-cfa012565_result_1_1,2025-03-14,2025-03-14,4,,,
XM-DAC-46008-cfa012565,result_2,indicator_XM-DAC-46008-cfa012565_result_2_1,2025-03-14,2025-03-14,5,,,
XM-DAC-46008-cfa012565,result_3,indicator_XM-DAC-46008-cfa012565_result_3_1,2025-03-14,2025-03-14,295800,,,
XM-DAC-46008-cfa012565,result_4,indicator_XM-DAC-46008-cfa012565_result_4_1,2025-03-14,2025-03-14,580000,,,
XM-DAC-46008-cfa011985,result_1,indicator_XM-DAC-46008-cfa011985_result_1_1,2023-04-27,2023-04-27,5800000,,,
XM-DAC-46008-cfa011985,result_2,indicator_XM-DAC-46008-cfa011985_result_2_1,2023-04-27,2023-04-27,1,,,
XM-DAC-46008-cfa012430,result_1,indicator_XM-DAC-46008-cfa012430_result_1_1,2024-09-16,2024-09-16,12500,,,
XM-DAC-46008-cfa012430,result_2,indicator_XM-DAC-46008-cfa012430_result_2_1,2024-09-16,2024-09-16,25000,,,
XM-DAC-46008-cfa012327,result_1,indicator_XM-DAC-46008-cfa012327_result_1_1,2024-07-31,2024-07-31,60,,,
XM-DAC-46008-cfa012327,result_2,indicator_XM-DAC-46008-cfa012327_result_2_1,2024-07-31,2024-07-31,150,,,
XM-DAC-46008-cfa012327,result_3,indicator_XM-DAC-46008-cfa012327_result_3_1,2024-07-31,2024-07-31,3200,,,
XM-DAC-46008-cfa012327,result_4,indicator_XM-DAC-46008-cfa012327_result_4_1,2024-07-31,2024-07-31,11968,,,
XM-DAC-46008-cfa012327,result_5,indicator_XM-DAC-46008-cfa012327_result_5_1,2024-07-31,2024-07-31,154,,,
XM-DAC-46008-cfa012327,result_6,indicator_XM-DAC-46008-cfa012327_result_6_1,2024-07-31,2024-07-31,8152093,,,
XM-DAC-46008-cfa012327,result_7,indicator_XM-DAC-46008-cfa012327_result_7_1,2024-07-31,2024-07-31,13,,,
XM-DAC-46008-cfa012327,result_8,indicator_XM-DAC-46008-cfa012327_result_8_1,2024-07-31,2024-07-31,10074,,,
XM-DAC-46008-cfa012327,result_9,indicator_XM-DAC-46008-cfa012327_result_9_1,2024-07-31,2024-07-31,14350000,,,
XM-DAC-46008-cfa012327,result_10,indicator_XM-DAC-46008-cfa012327_result_10_1,2024-07-31,2024-07-31,153000,,,
XM-DAC-46008-cfa012327,result_11,indicator_XM-DAC-46008-cfa012327_result_11_1,2024-07-31,2024-07-31,15,,,
XM-DAC-46008-cfa011663,result_1,indicator_XM-DAC-46008-cfa011663_result_1_1,2021-12-22,2021-12-22,52,,,
XM-DAC-46008-cfa011663,result_2,indicator_XM-DAC-46008-cfa011663_result_2_1,2021-12-22,2021-12-22,1,,,
XM-DAC-46008-cfa011663,result_3,indicator_XM-DAC-46008-cfa011663_result_3_1,2021-12-22,2021-12-22,850000,,,
XM-DAC-46008-cfa011904,result_1,indicator_XM-DAC-46008-cfa011904_result_1_1,2022-12-23,2022-12-23,397,,,
XM-DAC-46008-cfa011904,result_2,indicator_XM-DAC-46008-cfa011904_result_2_1,2022-12-23,2022-12-23,42213,,,
XM-DAC-46008-cfa011904,result_3,indicator_XM-DAC-46008-cfa011904_result_3_1,2022-12-23,2022-12-23,76,,,
XM-DAC-46008-cfa011904,result_4,indicator_XM-DAC-46008-cfa011904_result_4_1,2022-12-23,2022-12-23,60,,,
XM-DAC-46008-cfa011904,result_5,indicator_XM-DAC-46008-cfa011904_result_5_1,2022-12-23,2022-12-23,18613,,,
XM-DAC-46008-cfa011904,result_6,indicator_XM-DAC-46008-cfa011904_result_6_1,2022-12-23,2022-12-23,7445,,,
XM-DAC-46008-cfa012629,result_1,indicator_XM-DAC-46008-cfa012629_result_1_1,2025-05-30,2025-05-30,7607,,,
XM-DAC-46008-cfa012629,result_2,indicator_XM-DAC-46008-cfa012629_result_2_1,2025-05-30,2025-05-30,19888,,,
XM-DAC-46008-cfa012629,result_3,indicator_XM-DAC-46008-cfa012629_result_3_1,2025-05-30,2025-05-30,1,,,
XM-DAC-46008-cfa012629,result_4,indicator_XM-DAC-46008-cfa012629_result_4_1,2025-05-30,2025-05-30,1,,,
XM-DAC-46008-cfa012629,result_5,indicator_XM-DAC-46008-cfa012629_result_5_1,2025-05-30,2025-05-30,47172,,,
XM-DAC-46008-cfa012629,result_6,indicator_XM-DAC-46008-cfa012629_result_6_1,2025-05-30,2025-05-30,140457,,,
XM-DAC-46008-cfa012629,result_7,indicator_XM-DAC-46008-cfa012629_result_7_1,2025-05-30,2025-05-30,90,,,
XM-DAC-46008-cfa012629,result_8,indicator_XM-DAC-46008-cfa012629_result_8_1,2025-05-30,2025-05-30,5,,,
XM-DAC-46008-cfa012629,result_9,indicator_XM-DAC-46008-cfa012629_result_9_1,2025-05-30,2025-05-30,68,,,
XM-DAC-46008-cfa012629,result_10,indicator_XM-DAC-46008-cfa012629_result_10_1,2025-05-30,2025-05-30,139,,,
XM-DAC-46008-cfl0000003786,result_1,indicator_XM-DAC-46008-cfl0000003786_result_1_1,2024-01-09,2024-01-09,37,,,
XM-DAC-46008-cfl0000003786,result_2,indicator_XM-DAC-46008-cfl0000003786_result_2_1,2024-01-09,2024-01-09,40,,,
XM-DAC-46008-cfa011724,result_1,indicator_XM-DAC-46008-cfa011724_result_1_1,2022-05-18,2022-05-18,422,,,
XM-DAC-46008-cfa011724,result_2,indicator_XM-DAC-46008-cfa011724_result_2_1,2022-05-18,2022-05-18,9985,,,
