activity_identifier,result_ref,indicator_ref,period_start,period_end,target_value,target_comment,actual_value,actual_comment
XM-DAC-46008-cfl0000003545,result_1,indicator_XM-DAC-46008-cfl0000003545_result_1_1,2022-10-10,2022-10-10,398,,,
XM-DAC-46008-cfa011746,result_1,indicator_XM-DAC-46008-cfa011746_result_1_1,2022-06-24,2022-06-24,140,,,
XM-DAC-46008-cfa011746,result_2,indicator_XM-DAC-46008-cfa011746_result_2_1,2022-06-24,2022-06-24,1,,,
XM-DAC-46008-cfa011746,result_3,indicator_XM-DAC-46008-cfa011746_result_3_1,2022-06-24,2022-06-24,120000,,,
XM-DAC-46008-cfa011746,result_4,indicator_XM-DAC-46008-cfa011746_result_4_1,2022-06-24,2022-06-24,1,,,
XM-DAC-46008-cfa011218,result_1,indicator_XM-DAC-46008-cfa011218_result_1_1,2020-05-06,2020-05-06,216714,,,
XM-DAC-46008-cfa011218,result_2,indicator_XM-DAC-46008-cfa011218_result_2_1,2020-05-06,2020-05-06,35000,,,
XM-DAC-46008-cfa011218,result_3,indicator_XM-DAC-46008-cfa011218_result_3_1,2020-05-06,2020-05-06,92,,,
XM-DAC-46008-cfa011218,result_4,indicator_XM-DAC-46008-cfa011218_result_4_1,2020-05-06,2020-05-06,1159,,,
XM-DAC-46008-cfa011218,result_5,indicator_XM-DAC-46008-cfa011218_result_5_1,2020-05-06,2020-05-06,1,,,
XM-DAC-46008-cfa011218,result_6,indicator_XM-DAC-46008-cfa011218_result_6_1,2020-05-06,2020-05-06,1,,,
