activity_identifier,url,format,title,title_lang,description,description_lang,category_code,language_code,document_date
XM-DAC-46008-cfa011346,https://www.caf.com/es/proyectos/cfa011346-programa-regional-de-transporte-electrico-de-la-provincia-de-buenos-aires,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa012054,https://www.caf.com/es/proyectos/cfa012054-saneamiento-en-ciudades-intermedias,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa006763,https://www.caf.com/es/proyectos/cfa006763-facilidad-de-financiamiento-contingente-para-la-atencion-integral-de-emergencias-ocasionadas-por-fenomenos-naturales-catastroficos-iii,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfl0000004056,https://www.caf.com/es/proyectos/cfl0000004056-bancop- banco-para-la-comercializacion-y-la-produ,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfc007956,https://www.caf.com/es/proyectos/cfc007956-proyecto-de-irrigacion-en-olmos,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa009174,https://www.caf.com/es/proyectos/cfa009174-prestamo-sectorial-de-enfoque-amplio-en-transporte,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa006987,https://www.caf.com/es/proyectos/cfa006987-san-ciudad-y-bahia-de-panama,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011968,https://www.caf.com/es/proyectos/cfa011968-plan-de-vacunacion-para-prevenir-covid-19-2020-2021,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa012253,https://www.caf.com/es/proyectos/cfa012253-programa-para-el-fortalecimiento-de-espacios-publicos-para-la-sostenibilidad-de-la-seguridad-y-la-recuperacion-del-tejido-social-en-el-salvador,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa007372,https://www.caf.com/es/proyectos/cfa007372-programa-mas-inversion-para-el-agua-miagua,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa012565,https://www.caf.com/es/proyectos/cfa012565-programa-de-inclusion-social-y-territorial-de-salvador,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011682,https://www.caf.com/es/proyectos/cfa011682-swap-agua,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa010628,https://www.caf.com/es/proyectos/cfa010628-prog-rehabilitacion-y-mantenimiento-de-rutas-pavimentadas-vial-3,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011985,https://www.caf.com/es/proyectos/cfa011985-proyecto-de-reversion-del-gasoducto-norte-obras-complementarias-al-gasoducto-presidente-nestor-kirchner,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa012430,https://www.caf.com/es/proyectos/cfa012430-programa-de-apoyo-para-la-mejora-de-la-gestion-y-de-la-preservacion-de-la-selva-misionera,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa006843,https://www.caf.com/es/proyectos/cfa006843-facilidad-de-financiamiento-contingente-para-la-atencion-integral-de-emergencias-ocasionadas-por-fenomenos-naturales-catastroficos-iv,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa012615,https://www.caf.com/es/proyectos/cfa012615-programa-para-promover-la-igualdad-de-genero-y-la-inclusion-social,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011917,https://www.caf.com/es/proyectos/cfa011917-programa-sectorial-de-apoyo-a-la-infraestructura-de-transporte-resiliente-al-cambio-climatico,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa010385,https://www.caf.com/es/proyectos/cfa010385-programa-de-apoyo-para-el-desarrollo-rural-integral-en-el-marco-del-posconflicto,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa004495,https://www.caf.com/es/proyectos/cfa004495-programa-de-inversiones-sociales-y-de-infraestructura-contra-la-probreza,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa006934,https://www.caf.com/es/proyectos/cfa006934-fondo-de-infraestructura-ashmore-colombia-i-fcp,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa009301,https://www.caf.com/es/proyectos/cfa009301-programa-de-obras-basicas-de-agua-potable-de-2012-2015-aysa-sa-fase-ii,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa005319,https://www.caf.com/es/proyectos/cfa005319-primer-circuito-siepac,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa009170,https://www.caf.com/es/proyectos/cfa009170-prestamo-sectorial-de-enfoque-amplio-en-transporte-para-el-desarrollo-del-turismo,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa012497,https://www.caf.com/es/proyectos/cfa012497-programa-de-apoyo-al-desarrollo-del-sector-electrico-de-paraguay,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa004844,https://www.caf.com/es/proyectos/cfa004844-proyecto-doble-calzada-buga-buenaventura-fase-1,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa008993,https://www.caf.com/es/proyectos/cfa008993-apoyo-a-la-estrategia-de-crecimiento-y-desarrollo-2013-2020,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa008633,https://www.caf.com/es/proyectos/cfa008633-proyecto-de-construccion-de-la-linea-de-500kv-yacyreta-villa-hayes,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011065,https://www.caf.com/es/proyectos/cfa011065-programa-atencion-de-emergencias-para-poblacion-en-condiciones-vulnerables,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa010569,https://www.caf.com/es/proyectos/cfa010569-so-programa-de-desarrollo-socioambiental-de-sobral-prodesol,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa006616,https://www.caf.com/es/proyectos/cfa006616-proyecto-de-mejoramiento-de-agua-potable-y-alcantarillado-en-areas-marginales-de-lima,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa012644,https://www.caf.com/es/proyectos/cfa012644-programa-de-apoyo-a-la-prestacion-alimentar-fase-ii-argentina,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa012327,https://www.caf.com/es/proyectos/cfa012327-proyecto-integral-hidrosanitario-de-la-zona-norte-del-canton-portoviejo-y-sectores-aledanos,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa007840,https://www.caf.com/es/proyectos/cfa007840-proyecto-construccion-del-tunel-de-incahuasi,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa008759,https://www.caf.com/es/proyectos/cfa008759-programa-de-reforzamiento-del-sistema-nacional-de-distribucion-electrica-del-ecuador,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011663,https://www.caf.com/es/proyectos/cfa011663-proyecto-de-ampliacion-del-acueducto-oriental-barrera-salinidad-y-transferencia-a-santo-domingo-norte,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa008379,https://www.caf.com/es/proyectos/cfa008379-actis-energy-3-c-feeder-lp,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa008086,https://www.caf.com/es/proyectos/cfa008086-proyecto-extension-de-la-vida-util-de-la-central-nuclear-embalse,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa012487,https://www.caf.com/es/proyectos/cfa012487-programa-de-apoyo-a-la-descentralizacion-y-biodiversidad-en-territorios-en-colombia,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa010449,https://www.caf.com/es/proyectos/cfa010449-programa-de-gestion-de-aguas-residuales-de-burunga-y-arraijan-cabecera-proyecto-1,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa008717,https://www.caf.com/es/proyectos/cfa008717-provias-sc-programa-de-integracion-vial-de-el-planalto-norte-de-santa-catarina,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa012302,https://www.caf.com/es/proyectos/cfa012302-iniciativas-climaticamente-inteligentes-para-la-adaptacion-al-cambio-climatico-y-la-sostenibilidad-en-sistemas-productivos-agropecuarios-csicap,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa008794,https://www.caf.com/es/proyectos/cfa008794-centrales-hidroelectricas-angel-i-angel-ii-y-angel-iii,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa006029,https://www.caf.com/es/proyectos/cfa006029-promadec-1-fase-2,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa012126,https://www.caf.com/es/proyectos/cfa012126-prestamo-de-enfoque-sectorial-amplio-para-el-programa-de-apoyo-y-el-fortalecimiento-sectorial-de-los-sistemas-sanitarios-en-el-marco-de-la-pandemia-por-covid-19-en-trinidad-y-tobago,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa012184,https://www.caf.com/es/proyectos/cfa012184-apoyo-presupuestario-para-la-gestion-estrategica-de-las-finanzas-publicas,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011904,https://www.caf.com/es/proyectos/cfa011904-programa-de-infraestructura-urbana-del-canton-la-libertad,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa007950,https://www.caf.com/es/proyectos/cfa007950-programa-de-reestructuracion-urbana-en-la-cuenca-del-arroyo-san-antonio-de-aparecida-de-goiania,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa010787,https://www.caf.com/es/proyectos/cfa010787-programa-de-enfoque-sectorial-amplio-para-apoyar-el-sector-logistico-de-ecuador,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa007860,https://www.caf.com/es/proyectos/cfa007860-proyecto-construccion-de-la-carretera-chacapuco-ravelo,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011726,https://www.caf.com/es/proyectos/cfa011726-programa-de-apoyo-a-la-politica-nacional-de-cambio-climatico,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa004991,https://www.caf.com/es/proyectos/cfa004991-programa-de-infraestructura-social-y-economica-en-zonas-marginadas,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011799,https://www.caf.com/es/proyectos/cfa011799-programa-de-apoyo-al-sistema-vial-argentino-ii,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfc011765,https://www.caf.com/es/proyectos/cfc011765-linea-6-del-metro-de-sao-paulo,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa010634,https://www.caf.com/es/proyectos/cfa010634-programa-de-revitalizacion-urbana-en-barrios-de-maceio,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa012629,https://www.caf.com/es/proyectos/cfa012629-programa-de-preinversion-e-inversion-publica-de-honduras,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa010298,https://www.caf.com/es/proyectos/cfa010298-terminal-portuario-paracas,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa008239,https://www.caf.com/es/proyectos/cfa008239-constuccion-de-carretera-padilla-el-salto,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa008793,https://www.caf.com/es/proyectos/cfa008793-centrales-hidroelectricas-angel-i-angel-ii-y-angel-iii,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011909,https://www.caf.com/es/proyectos/cfa011909-prestamo-sectorial-contingente-de-libre-disponibilidad-para-el-apoyo-y-el-fortalecimiento-sectorial-de-los-sistemas-sanitarios-en-el-marco-de-la-pandemia,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011650,https://www.caf.com/es/proyectos/cfa011650-programa-sectorial-de-enfoque-amplio-para-la-modernizacion-de-la-infraestructura-de-transporte,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa008491,https://www.caf.com/es/proyectos/cfa008491-programa-de-desarrollo-vial-en-el-valle-los-chillos-fase-ii,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa005842,https://www.caf.com/es/proyectos/cfa005842-tunel-de-la-linea-ii-centenari,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa007894,https://www.caf.com/es/proyectos/cfa007894-programa-mas-inversiones-para-agua-miagua-i-fase-2,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa010454,https://www.caf.com/es/proyectos/cfa010454-programa-de-gestion-de-aguas-residuales-de-los-distritos-de-arraijan-y-la-chorrera-proyecto-2,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011209,https://www.caf.com/es/proyectos/cfa011209-programa-de-apoyo-a-la-implementacion-de-la-estrategia-nacional-de-mejora-regulatoria,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011857,https://www.caf.com/es/proyectos/cfa011857-programa-sectorial-de-enfoque-amplio-de-apoyo-a-la-implementacion-de-la-estrategia-de-transformacion-e-inclusion-digital-en-trinidad-y-tobago,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa008814,https://www.caf.com/es/proyectos/cfa008814-rehabilitacion-y-reconstruccion-de-la-carretera-yucumo-san-borja,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfl0000003786,https://www.caf.com/es/proyectos/cfl0000003786-banco-continental,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011666,https://www.caf.com/es/proyectos/cfa011666-programa-de-apoyo-a-la-emergencia-generada-por-la-pandemia-del-covid-19-en-republica-dominicana,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa008832,https://www.caf.com/es/proyectos/cfa008832-proyecto-construccion-de-la-carretera-villa-granado-puente-taperas-la-palizada,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011865,https://www.caf.com/es/proyectos/cfa011865-programa-nacional-del-manejo-del-fuego-en-el-marco-de-la-emergencia-ignea-en-la-republica-argentina,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa010352,https://www.caf.com/es/proyectos/cfa010352-for-programa-aldeia-da-praia-ciudad-de-fortaleza-con-futuro,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011899,https://www.caf.com/es/proyectos/cfa011899-programa-de-enfoque-sectorial-amplio-de-apoyo-a-la-biodiversidad-cambio-climatico-y-gestion-ambiental,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011375,https://www.caf.com/es/proyectos/cfa011375-enfoque-sectorial-amplio-para-apoyar-la-agenda-nacional-de-conectividad,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa007836,https://www.caf.com/es/proyectos/cfa007836-proyecto-via-de-integracion-de-los-valles-ruta-viva-fase-ii,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa008702,https://www.caf.com/es/proyectos/cfa008702-plan-de-ordenamiento-y-desarrollo-sostenible-del-casco-urbano-central-de-la-ciudad-de-loja-regenerar,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa007142,https://www.caf.com/es/proyectos/cfa007142-programa-sectorial-de-transporte,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfl0000003946,https://www.caf.com/es/proyectos/cfl0000003946-linea-de-credito-rotativa-y-comprometida-enel-chile-sa,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa004536,https://www.caf.com/es/proyectos/cfa004536-rehabilitacion-de-la-malla-vial-de-bogota,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011786,https://www.caf.com/es/proyectos/cfa011786-programa-de-apoyo-al-plan-nacional-“argentina-contra-el-hambre”-en-la-emergencia-socio-sanitaria-covid-19-fase-iii,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa012479,https://www.caf.com/es/proyectos/cfa012479-programa-para-apoyar-la-infraestructura-vial-resiliente-en-trinidad-y-tobago,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa010048,https://www.caf.com/es/proyectos/cfa010048-programa-de-infraestrutura-urbana-de-sao-bernardo-do-campo-proinfra,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa012447,https://www.caf.com/es/proyectos/cfa012447-programa-de-apoyo-al-plan-de-atencion-de-emergencias-de-el-salvador,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa006966,https://www.caf.com/es/proyectos/cfa006966-linea-en-extra-alta-tension-de-500-kv-pico-truncado-rio-turbio-rio-gallegos-calafate,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa008519,https://www.caf.com/es/proyectos/cfa008519-proyecto-chavicmochic-tercera-etapa,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011724,https://www.caf.com/es/proyectos/cfa011724-proyecto-nueva-rinconada,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa008606,https://www.caf.com/es/proyectos/cfa008606-programa-de-agua-saneamiento-residuos-solidos-y-drenaje-pluvial-proasred,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa007725,https://www.caf.com/es/proyectos/cfa007725-programa-de-prevencion-de-desastres-naturales,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011810,https://www.caf.com/es/proyectos/cfa011810-programa-de-apoyo-al-fortalecimiento-de-la-politica-fiscal-y-mejora-del-gasto-publico,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa010094,https://www.caf.com/es/proyectos/cfa010094-programa-de-apoyo-para-el-desarrollo-de-proyectos-de-participaciones-publico-privadas,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa004580,https://www.caf.com/es/proyectos/cfa004580-programa-de-inversiones-sociales-y-de-infraestructura-contra-la-pobreza,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa005702,https://www.caf.com/es/proyectos/cfa005702-construccion-de-doble-via-la-paz-oruro,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa004990,https://www.caf.com/es/proyectos/cfa004990-programa-de-infraestructura-social-y-economica-en-zonas-marginadas,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa008756,https://www.caf.com/es/proyectos/cfa008756-proyecto-eolico-talas-de-maciel-ii-cadonal-sa,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011537,https://www.caf.com/es/proyectos/cfa011537-programa-sectorial-de-enfoque-amplio-para-apoyo-a-la-estrategia-de-transformacion-e-inclusion-digital-en-panama,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011688,https://www.caf.com/es/proyectos/cfa011688-swap-enfoque-amplio-en-los-sectores-de-vialidad-secundaria-y-terciaria-agua-de-riego-y-drenaje,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa008744,https://www.caf.com/es/proyectos/cfa008744-obras-complementarias-via-de-integracion-de-los-valles-ruta-viva-fases-i-y-ii,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa009646,https://www.caf.com/es/proyectos/cfa009646-programa-de-apoyo-a-la-planificacion-y-gestion-de-la-inversion-publica,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa006959,https://www.caf.com/es/proyectos/cfa006959-proysistintde-transbogota,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011578,https://www.caf.com/es/proyectos/cfa011578-prestamo-de-enfoque-sectorial-amplio-para-el-apoyo-para-el-plan-estrategico-de-vacunacion-contra-la-covid-19,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011948,https://www.caf.com/es/proyectos/cfa011948-pbl-apoyo-presupuestario,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa008640,https://www.caf.com/es/proyectos/cfa008640-programa-de-infraestructura-de-saneamiento-del-norte-grande-ii,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa012118,https://www.caf.com/es/proyectos/cfa012118-reordenamiento-institucional-y-financiero-de-ancap,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa010426,https://www.caf.com/es/proyectos/cfa010426-rograma-de-apoyo-a-la-estrategia-de-consolidacion-fiscal-de-mediano-plazo-fase-ii,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa010515,https://www.caf.com/es/proyectos/cfa010515-proyecto-de-habilitacion-y-mantenimiento-de-la-ruta-nacional-nº9-y-accesos,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa008789,https://www.caf.com/es/proyectos/cfa008789-carretera-monteagudo-muyupampa-ipati-tunel-de-incahuasi-y-puente-fisculco,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa009408,https://www.caf.com/es/proyectos/cfa009408-proyecto-construccion-de-la-planta-logistica-postal,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa009929,https://www.caf.com/es/proyectos/cfa009929-programa-de-apoyo-a-la-estrategia-de-consolidacion-fiscal-de-mediano-plazo-2015-2020,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa009277,https://www.caf.com/es/proyectos/cfa009277-carretera-san-borja-san-ignacio-de-moxos,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa010451,https://www.caf.com/es/proyectos/cfa010451-prestamo-sectorial-de-enfoque-amplio-en-electricidad-iii,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa009629,https://www.caf.com/es/proyectos/cfa009629-programa-de-rehabilitacion-de-redes-viales-secundarias-y-terciarias-vial-iii,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa008839,https://www.caf.com/es/proyectos/cfa008839-proyecto-rehabilitacion-y-construccion-de-la-carretera-caracollo-colquiri,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa010910,https://www.caf.com/es/proyectos/cfa010910-infraestructura-educativa-i,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa010170,https://www.caf.com/es/proyectos/cfa010170-proyecto-de-mejoramiento-del-sistema-de-transmision-y-de-distribucion-de-electricidad-del-sistema-metropolitano-de-paraguay,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011574,https://www.caf.com/es/proyectos/cfa011574-programa-de-apoyo-al-sistema-vial-argentino,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011448,https://www.caf.com/es/proyectos/cfa011448-ppp-circuito-vial-7,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa008340,https://www.caf.com/es/proyectos/cfa008340-doble-via-montero-cristal-mayu-tramo-ii-puente-yapacani-puente-ichilo,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011215,https://www.caf.com/es/proyectos/cfa011215-linea-de-credito-para-emergencia-sanitaria-covid-19-en-uruguay,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa008591,https://www.caf.com/es/proyectos/cfa008591-programa-de-obras-basicas-de-agua-potable-2012-2015-aysa-fase-1,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa010917,https://www.caf.com/es/proyectos/cfa010917-programa-sectorial-movilidad-urbana,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa010259,https://www.caf.com/es/proyectos/cfa010259-programa-de-apoyo-a-la-estrategia-de-consolidacion-fiscal-de-mediano-plazo-fase-ii,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa010588,https://www.caf.com/es/proyectos/cfa010588-prim-linea-metro-quito-2do-fin,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa010574,https://www.caf.com/es/proyectos/cfa010574-rehabilitacion-ruta-21-y-24,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa008041,https://www.caf.com/es/proyectos/cfa008041-doble-via-sacaba-chinata-y-doble-via-quillacollo-suticollo,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa008619,https://www.caf.com/es/proyectos/cfa008619-programa-desarrollo-urbano-fase-2,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011583,https://www.caf.com/es/proyectos/cfa011583-programa-de-apoyo-al-plan-nacional-“argentina-contra-el-hambre”-en-la-emergencia-socio-sanitaria-covid-19-fase-ii,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011419,https://www.caf.com/es/proyectos/cfa011419-prestamo-bajo-la-linea-de-credito-contingente-regional-de-apoyo-anticiclico-para-la-emergencia-generada-por-el-covid-19-en-bolivia,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa004987,https://www.caf.com/es/proyectos/cfa004987-programa-de-infraestructura-social-y-economica-en-zonas-marginadas,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa008237,https://www.caf.com/es/proyectos/cfa008237-programa-de-infraestructura-rural-para-santa-cruz,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
