activity_identifier,url,format,title,title_lang,description,description_lang,category_code,language_code,document_date
XM-DAC-46008-cfa011652,https://www.caf.com/es/proyectos/cfa011652-programa-de-distribucion-electrica-regiones-este-centro-sur-y-norte-ande-6,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa010873,https://www.caf.com/es/proyectos/cfa010873-programa-progresar-ii-relacionado-con-el-cambio-de-la-matriz-productiva,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa010703,https://www.caf.com/es/proyectos/cfa010703-programa-de-desarrollo-vial-regional-iv,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa009458,https://www.caf.com/es/proyectos/cfa009458-programa-de-desarrollo-de-nuevas-areas-de-riego-en-argentina-etapa-ii,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfl0000003481,https://www.caf.com/es/proyectos/cfl0000003481-banco-del-pacifico,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011960,https://www.caf.com/es/proyectos/cfa011960-programa-para-la-promocion-del-modelo-social-de-la-discapacidad-y-el-acceso-a-derechos-de-las-personas-con-discapacidad,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011052,https://www.caf.com/es/proyectos/cfa011052-programa-de-agua-y-saneamiento-rural-buenaventura,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa012351,https://www.caf.com/es/proyectos/cfa012351-santos-programa-de-macrodrenagem-acessibilidade-inovacao-e-sustentabilidade,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfl0000003530,https://www.caf.com/es/proyectos/cfl0000003530-bbva-colombia-sa,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfl0000003813,https://www.caf.com/es/proyectos/cfl0000003813-banco-de-desarrollo-y-exportaciones-bandex,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa008734,https://www.caf.com/es/proyectos/cfa008734-programa-progresar-i-relacionado-con-el-cambio-de-la-matriz-productiva,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa009225,https://www.caf.com/es/proyectos/cfa009225-proyecto-de-saneamiento-y-control-de-nivel-del-lago-de-valencia,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa012652,https://www.caf.com/es/proyectos/cfa012652-programa-de-mejora-y-expansion-del-sistema-de-saneamiento-de-panama-primer-prestamo,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfl0000003500,https://www.caf.com/es/proyectos/cfl0000003500-banco-pichincha-ca,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011585,https://www.caf.com/es/proyectos/cfa011585-proyecto-“modernizacion-del-sistema-de-vigilancia-de-transito-aereo”,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfl0000003444,https://www.caf.com/es/proyectos/cfl0000003444-nacional-financiera-nafin,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa012668,https://www.caf.com/es/proyectos/cfa012668-programa-sectorial-de-apoyo-a-la-gestion-integral-para-una-salud-de-calidad-en-el-salvador,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfl0000003438,https://www.caf.com/es/proyectos/cfl0000003438-banco-latinoamericano-de-comercio-exterior-sa,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfl0000003529,https://www.caf.com/es/proyectos/cfl0000003529-banco-davivienda-sa,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfl0000003483,https://www.caf.com/es/proyectos/cfl0000003483-banco-internacional-sa,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa009282,https://www.caf.com/es/proyectos/cfa009282-fondo-de-deuda-senior-colombia-cafam-ashmore-i,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011699,https://www.caf.com/es/proyectos/cfa011699-proyecto-de-construccion-de-la-ruta-puerto-indio-empalme-supercarretera-61km-departamento-de-alto-parana-paraguay,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011545,https://www.caf.com/es/proyectos/cfa011545-proyecto-de-mejoramiento-de-la-infraestructura-escolar-vuelta-al-aula,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa008889,https://www.caf.com/es/proyectos/cfa008889-aurus-capital-sa-fip-aurus-ventures-iii-y-iii-b,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011618,https://www.caf.com/es/proyectos/cfa011618-programa-sectorial-de-enfoque-amplio-de-apoyo-al-transporte-terrestre-en-barbados,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa010639,https://www.caf.com/es/proyectos/cfa010639-programa-de-recalificacion-urbanistica-de-salvador,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011297,https://www.caf.com/es/proyectos/cfa011297-sbc-programa-prosabs,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfl0000003545,https://www.caf.com/es/proyectos/cfl0000003545-banco-sudameris,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011634,https://www.caf.com/es/proyectos/cfa011634-programa-de-reactivacion-productiva-proteccion-social-y-sostenibilidad-de-las-finanzas-publicas-2021-2025,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa902404,https://www.caf.com/es/proyectos/cfa902404-vinci-climate-change-a-lp,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011746,https://www.caf.com/es/proyectos/cfa011746-programa-de-infraestructura-universitaria-fase-iv,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011218,https://www.caf.com/es/proyectos/cfa011218-programa-estructura-alagoas,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfl0000003203,https://www.caf.com/es/proyectos/cfl0000003203-desenvolve-sp-agencia-de-fomento-do-estado-de-sao-paulo-s/a,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa008919,https://www.caf.com/es/proyectos/cfa008919-programa-para-el-desarrollo-de-la-infraestructura-destinada-a-promover-la-capacidad-emprendedora,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa009609,https://www.caf.com/es/proyectos/cfa009609-programa-de-dinamizacion-turistica-del-destino-salar-de-uyuni-y-lagunas-de-colores,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa012132,https://www.caf.com/es/proyectos/cfa012132-programa-de-mejora-de-espacios-canelones,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011886,https://www.caf.com/es/proyectos/cfa011886-prestamos-corporativo-electrificadora-de-santander-sa,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011027,https://www.caf.com/es/proyectos/cfa011027-banecuador,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa008570,https://www.caf.com/es/proyectos/cfa008570-northgate-mexico-a-en-p,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa010751,https://www.caf.com/es/proyectos/cfa010751-internet-para-todos-sac,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa010491,https://www.caf.com/es/proyectos/cfa010491-ter-programa-de-desarrolo-urbano-integrado-teresina,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa009626,https://www.caf.com/es/proyectos/cfa009626-programa-ciudades-modernas-e-infraestructura-para-la-integracion-territorial-sostenible,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011840,https://www.caf.com/es/proyectos/cfa011840-programa-de-desarrollo-y-saneamiento-ambiental-de-sao-caetano-do-sul,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011497,https://www.caf.com/es/proyectos/cfa011497-programa-cuenca-unida,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa008604,https://www.caf.com/es/proyectos/cfa008604-rehabiliatacion-y-reconstruccion-carretera-epizana-comarapa,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa012375,https://www.caf.com/es/proyectos/cfa012375-programa-integral-de-desarrollo-urbano-del-canton-daule,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa012190,https://www.caf.com/es/proyectos/cfa012190-banco-de-guayaquil-sa,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa009238,https://www.caf.com/es/proyectos/cfa009238-proyecto-de-saneamiento-de-la-ciudad-y-bahia-de-panama-segundo-modulo-planta-de-tratamiento-de-aguas-residuales,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa008608,https://www.caf.com/es/proyectos/cfa008608-crb-bio-ii,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfl0000003265,https://www.caf.com/es/proyectos/cfl0000003265-banco-de-desenvolvimento-de-minas-gerais-sa,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfl0000003432,https://www.caf.com/es/proyectos/cfl0000003432-banco-de-comercio-exterior-sa-bancoldex,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa010793,https://www.caf.com/es/proyectos/cfa010793-programa-de-fortalecimiento-de-politicas-para-el-desarrollo-de-los-subsectores-de-transporte-aereo-y-la-movilidad-urbana-de-panama,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa008424,https://www.caf.com/es/proyectos/cfa008424-stratus-scp-ii-brasil-fundo-de-investimento-em-participacoes-multiestrategia,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa004488,https://www.caf.com/es/proyectos/cfa004488-linea-de-credito-contingente,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfl0000003533,https://www.caf.com/es/proyectos/cfl0000003533-scotiabank-chile,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa004506,https://www.caf.com/es/proyectos/cfa004506-colony-latin-america-fund-i-a-lp,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa012251,https://www.caf.com/es/proyectos/cfa012251-programa-de-mejora-ambiental-agua-potable-y-saneamiento-en-la-cuenca-alta-del-rio-lempa-trifinio-y-puerto-de-la-libertad-en-el-salvador,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa012572,https://www.caf.com/es/proyectos/cfa012572-raices-de-la-herencia-cultural-a-la-innovacion-en-barbados,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa902408,https://www.caf.com/es/proyectos/cfa902408-dic-latin-american-fund-iv-lp,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa009331,https://www.caf.com/es/proyectos/cfa009331-fondo-ashmore-andino-ii-fcp,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa008349,https://www.caf.com/es/proyectos/cfa008349-nexxus-capital-private-equity-fund-vi,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa010524,https://www.caf.com/es/proyectos/cfa010524-parque-eolicos-villalonga-y-chubut-norte,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa012076,https://www.caf.com/es/proyectos/cfa012076-plan-anual-de-inversion-de-salud-publica-2023-2025,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfl0000003445,https://www.caf.com/es/proyectos/cfl0000003445-banco-nacional-de-comercio-exterior-mexico,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa007352,https://www.caf.com/es/proyectos/cfa007352-programa-de-desarrollo-vial-regional,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa012048,https://www.caf.com/es/proyectos/cfa012048-programa-integral-de-infraestructura-de-servicios-para-el-canton-samborondon,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa000866,https://www.caf.com/es/proyectos/cfa000866-banco-de-desarrollo-productivo-sam,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa012150,https://www.caf.com/es/proyectos/cfa012150-proyecto-acueducto-para-el-desarrollo-social-y-productivo-provincia-de-formosa,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa010521,https://www.caf.com/es/proyectos/cfa010521-programa-de-infraestructura-integrada,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa012135,https://www.caf.com/es/proyectos/cfa012135-desarrollo-sustentable-en-infraestructura-urbana-e-hidrosanitaria-para-combatir-los-efectos-del-cambio-climatico-en-el-canton-chone,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfl0000003686,https://www.caf.com/es/proyectos/cfl0000003686-banco-de-bogota-colombia,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa012200,https://www.caf.com/es/proyectos/cfa012200-programa-de-desarrollo-urbano-y-social-de-jundiai,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa010989,https://www.caf.com/es/proyectos/cfa010989-programa-de-apoyo-a-la-agenda-urbana-y-a-la-politica-de-habitat-del-ecuador,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011299,https://www.caf.com/es/proyectos/cfa011299-mdc-programa-mais-mogi-ecotiete,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011060,https://www.caf.com/es/proyectos/cfa011060-araguaina-tocantins-proyecto-de-saneamiento-integrado,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011779,https://www.caf.com/es/proyectos/cfa011779-programa-de-obras-basicas-primarias-y-redes-secundarias-del-amba,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa009103,https://www.caf.com/es/proyectos/cfa009103-caf-asset-management-corp,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa009787,https://www.caf.com/es/proyectos/cfa009787-programa-mas-inversion-para-el-agua-miagua-iv-fase-2,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa008132,https://www.caf.com/es/proyectos/cfa008132-fondo-de-fondos-mexico-ii-lp,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa010823,https://www.caf.com/es/proyectos/cfa010823-ppp-circuito-vial-3,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa012147,https://www.caf.com/es/proyectos/cfa012147-programa-de-obras-de-saneamiento-del-area-metropolitana-de-asuncion-cuenca-mariano-roque-alonso,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa012360,https://www.caf.com/es/proyectos/cfa012360-saude-para-el-norte-del-espirito-santo,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa010867,https://www.caf.com/es/proyectos/cfa010867-porgrama-sectorial-de-enfoque-amplio-para-la-construccion-rehabilitacion-y-mantenimiento-vial,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa004496,https://www.caf.com/es/proyectos/cfa004496-programa-de-inversiones-sociales-y-de-infraestructura-contra-la-pobreza,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011860,https://www.caf.com/es/proyectos/cfa011860-programa-de-drenaje-y-mitigacion-de-inundaciones-de-trinidad,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa007644,https://www.caf.com/es/proyectos/cfa007644-fundo-finhealth-i-fundo-de-investimento-em-participacoes-em-empresas-emergentes-inovadoras,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011100,https://www.caf.com/es/proyectos/cfa011100-ppp-infraestructura-educativa-2,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa009854,https://www.caf.com/es/proyectos/cfa009854-proyecto-de-gestion-de-aguas-residuales-para-burunga-y-arraijan-cabecera-panama,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa008779,https://www.caf.com/es/proyectos/cfa008779-compania-espanola-de-financiacion-del-desarrollo-cofides,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011733,https://www.caf.com/es/proyectos/cfa011733-programa-de-apoyo-a-sectorial-a-la-economia-naranja,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011815,https://www.caf.com/es/proyectos/cfa011815-proyecto-extension-de-la-linea-2-verde-y-adquisicion-de-material-rodante,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011783,https://www.caf.com/es/proyectos/cfa011783-programa-de-recuperacion-y-desarrollo-de-complejos-exportadores,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa012474,https://www.caf.com/es/proyectos/cfa012474-programa-de-equilibrio-y-desarrollo-territorial-de-la-provincia-de-neuquen,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa010968,https://www.caf.com/es/proyectos/cfa010968-programa-de-apoyo-a-la-mejora-de-la-gestion-de-las-finanzas-publicas,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfc008353,https://www.caf.com/es/proyectos/cfc008353-reserva-fria-de-generacion-planta-eten,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa008003,https://www.caf.com/es/proyectos/cfa008003-oria-tech-1-fundo-de-investimento-em-participacoes-multiestrategia,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa008868,https://www.caf.com/es/proyectos/cfa008868-partners-group-mexican-energy-infraestructure-2014-lp,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011686,https://www.caf.com/es/proyectos/cfa011686-programa-de-obras-basicas-de-agua-potable-aysa-fase-iv,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011447,https://www.caf.com/es/proyectos/cfa011447-ppp-circuito-vial-7,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa009120,https://www.caf.com/es/proyectos/cfa009120-talde-capital-de-crecimiento-fondo-de-capital-riesgo,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa012044,https://www.caf.com/es/proyectos/cfa012044-facilidad-ligada-a-sostenibilidad-gas-natural-de-lima-y-callao-sa-calidda,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011072,https://www.caf.com/es/proyectos/cfa011072-programa-de-rehabilitacion-de-la-infraestructura-de-agua-potable,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa008272,https://www.caf.com/es/proyectos/cfa008272-capital-tech-ii-fundo-de-investimento-em-participacoes-multiestrategia,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa012634,https://www.caf.com/es/proyectos/cfa012634-programa-sectorial-de-apoyo-al-fortalecimiento-integral-de-la-educacion-en-el-salvador,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa010362,https://www.caf.com/es/proyectos/cfa010362-parque-eolicos-villalonga-y-chubut-norte,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011054,https://www.caf.com/es/proyectos/cfa011054-programa-de-reestructuracion-vial-en-la-cuenca-del-ribeirao-santo-antonio-de-aparecida-de-goiania,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa008788,https://www.caf.com/es/proyectos/cfa008788-centrales-hidroelectricas-angel-i-angel-ii-y-angel-iii,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa010726,https://www.caf.com/es/proyectos/cfa010726-autopista-al-mar-1,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa010131,https://www.caf.com/es/proyectos/cfa010131-programa-de-mejoramiento-de-la-movilidad-urbana-y-socio-ambiental-de-taubate,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa012330,https://www.caf.com/es/proyectos/cfa012330-programa-integral-de-fortalecimiento-de-la-infraestructura-urbana-con-enfoque-a-la-movilidad-activa-sostenibilidad-agua-segura-adaptacion-al-cambio-climatico-y-economia-creativa-caf-xvi,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011792,https://www.caf.com/es/proyectos/cfa011792-iguatu,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa007407,https://www.caf.com/es/proyectos/cfa007407-programa-de-desarrollo-vial-en-el-valle-de-los-chillos,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa010801,https://www.caf.com/es/proyectos/cfa010801-programa-de-saneamiento-ambiental-para-el-desarrollo-comunitario-promadec-iv,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfl0000003213,https://www.caf.com/es/proyectos/cfl0000003213-banco-regional-de-desenvolvimento-do-extremo-sul-brde,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfc003359,https://www.caf.com/es/proyectos/cfc003359-garantia-soberana-a-favor-de-concesionaria-transvase-olmos,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa006993,https://www.caf.com/es/proyectos/cfa006993-programa-agua-y-riego-para-bolivia,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011553,https://www.caf.com/es/proyectos/cfa011553-programa-de-desarrollo-infraestructura-municipal-etapa-i,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa012226,https://www.caf.com/es/proyectos/cfa012226-programa-de-enfoque-sectorial-amplio-de-apoyo-a-las-acciones-de-prevencion-frente-a-los-impactos-del-fenomeno-el-nino-enos-2023-2024,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa008787,https://www.caf.com/es/proyectos/cfa008787-centrales-hidroelectricas-angel-i-angel-ii-y-angel-iii,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa009148,https://www.caf.com/es/proyectos/cfa009148-programa-de-apoyo-al-fortalecimiento-de-la-inversion-publica-a-traves-de-la-estructuraciom-de-proyectos-pbl,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa005648,https://www.caf.com/es/proyectos/cfa005648-darby-latin-american-mezzanine-fund-ii,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa008439,https://www.caf.com/es/proyectos/cfa008439-inovacao-paulista-fundo-de-investimento-em-participacoes-multiestrategia,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa005320,https://www.caf.com/es/proyectos/cfa005320-programa-de-inversiones-en-el-corredor-atlantico-tramo-bajos-chilamate-vuelta-kooper,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa009482,https://www.caf.com/es/proyectos/cfa009482-proyecto-tercera-etapa-de-redes-de-alcantarillado-sanitario-en-san-miguelito-y-panama-norte-ii,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011967,https://www.caf.com/es/proyectos/cfa011967-prestamo-para-emergencia-sanitaria-covid-19-en-ecuador,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa008457,https://www.caf.com/es/proyectos/cfa008457-programa-de-inversion-publica-en-infraestructura-vial-ii,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa006534,https://www.caf.com/es/proyectos/cfa006534-facilidad-de-financiamiento-contingente-para-la-atencion-integral-de-emergencias-ocasionadas-por-fenomenos-naturales-catastroficos-ii,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa007786,https://www.caf.com/es/proyectos/cfa007786-programa-municipal-de-drenaje-de-fortaleza-drenurb,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa008959,https://www.caf.com/es/proyectos/cfa008959-prestamo-sectorial-de-enfoque-amplio-para-el-fortalecimiento-del-sector-energia,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011016,https://www.caf.com/es/proyectos/cfa011016-jacarei-programa-de-movilidad-y-recalificacion-urbana,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011846,https://www.caf.com/es/proyectos/cfa011846-programa-sectorial-para-el-fortalecimiento-del-sector-energetico-fase-iii,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa006697,https://www.caf.com/es/proyectos/cfa006697-trg-latin-american-private-equity-fund,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa009410,https://www.caf.com/es/proyectos/cfa009410-proyecto-de-rehabilitacion-integral-del-canal-los-molinios,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa008949,https://www.caf.com/es/proyectos/cfa008949-primera-linea-del-metro-de-quito,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011691,https://www.caf.com/es/proyectos/cfa011691-programas-de-obras-complementarias,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa012332,https://www.caf.com/es/proyectos/cfa012332-programa-de-desarrollo-integral-de-la-provincia-de-pichincha,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa007485,https://www.caf.com/es/proyectos/cfa007485-proyecto-metro-de-panama,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
