organisation_identifier,name,reporting_org_ref,reporting_org_type,reporting_org_name,reporting_org_lang,default_currency,xml_lang
BE-BCE_KBO-0420656336,Rikolto Belgie VZW,BE-BCE_KBO-0420656336,22,Rikolto Belgie ENG,en,EUR,en
