organisation_identifier,name,reporting_org_ref,reporting_org_type,reporting_org_name,reporting_org_lang,default_currency,xml_lang
XM-DAC-46008,"""CAF Banco de Desarrollo de América Latina y el Caribe""",XM-DAC-46008,40,"""CAF Banco de Desarrollo de América Latina y el Caribe""",es,USD,es
