activity_identifier,location_ref,location_reach,location_id_vocabulary,location_id_code,name,name_lang,description,description_lang,activity_description,activity_description_lang,latitude,longitude,exactness,location_class,feature_designation,administrative_vocabulary,administrative_level,administrative_code,administrative_country
XI-IATI-IADB-AR-L1360,,,G1,,"Argentina, AV. PRES. JULIO A. ROCA 651, CIUDAD AUT NOMA DE BUENOS AIRES",,,,,es,"-34.610980015533,",-58.37571001536,,,,G1,1,7,
XI-IATI-IADB-AR-L1360,,,G1,,"Argentina, AV. PTE. JULIO A. ROCA 651, PISO 2, CIUDAD AUT NOMA DE BUENOS AIRES",,,,,es,"-34.610980015533,",-58.37571001536,,,,G1,1,7,
XI-IATI-IADB-AR-L1003,,,G1,,"Argentina,Las Heras",,,,,es,"-46.5897167,",-68.92783009,,,,G1,1,7,
XI-IATI-IADB-AR-L1003,,,G1,,"Argentina,Luj n",,,,,es,"-34.5661734,",-59.1152598,,,,G1,1,7,
XI-IATI-IADB-AR-L1003,,,G1,,"Argentina,San Rafael",,,,,es,"-34.6126025,",-68.330514,,,,G1,1,7,
XI-IATI-IADB-AR-L1003,,,G1,,"Argentina,Tupungato",,,,,es,"-33.3583899,",-69.7703451,,,,G1,1,7,
XI-IATI-IADB-AR-L1154,,,G1,,"Argentina, AV. PRES. JULIO A. ROCA 651, CIUDAD AUT NOMA DE BUENOS AIRES",,,,,es,"-34.610980015533,",-58.37571001536,,,,G1,1,7,
XI-IATI-IADB-AR-L1154,,,G1,,"Argentina, HIPOLITO YRIGOYEN #250, BUENOS AIRES",,,,,es,"-23.246498603228,",-64.276321632705,,,,G1,1,7,
XI-IATI-IADB-AR-L1159,,,G1,,"Argentina,Candelaria",,,,,es,"-27.46661165,",-55.74504678,,,,G1,1,7,
XI-IATI-IADB-AR-L1159,,,G1,,"Argentina,Chubut",,,,,es,"-43.7128356,",-68.7461817,,,,G1,1,7,
XI-IATI-IADB-AR-L1159,,,G1,,"Argentina,Federal",,,,,es,"-51.5967428,",-72.22151246,,,,G1,1,7,
XI-IATI-IADB-AR-L1159,,,G1,,"Argentina,Misiones",,,,,es,"-26.737224,",-54.4315257,,,,G1,1,7,
XI-IATI-IADB-AR-L1064,,,G1,,"Argentina,C rdoba",,,,,es,"-31.4173391,",-64.183319,,,,G1,1,7,
XI-IATI-IADB-AR-L1064,,,G1,,"Argentina,Formosa",,,,,es,"-24.5955306,",-60.4289718,,,,G1,1,7,
XI-IATI-IADB-AR-L1266,,,G1,,"Argentina, AV. PTE. JULIO A. ROCA 609, CIUDAD AUT NOMA DE BUENOS AIRES",,,,,es,"-34.610556955032,",-58.375199890073,,,,G1,1,7,
XI-IATI-IADB-AR-L1254,,,G1,,"Argentina, AV 9 DE JULIO 1925 PISO 14, CIUDAD AUTONOMA DE BUENOS AIRES",,,,,es,"-34.60876146864,",-58.434229294887,,,,G1,1,7,
XI-IATI-IADB-AR-L1254,,,G1,,"Argentina, PIZZURNO 935, CIUDAD AUT NOMA DE BUENOS AIRES",,,,,es,"-34.59814998067,",-58.391192942646,,,,G1,1,7,
XI-IATI-IADB-AR-L1122,,,G1,,"Argentina,Buenos Aires",,,,,es,"-34.6075682,",-58.4370894,,,,G1,1,7,
XI-IATI-IADB-AR-L1122,,,G1,,"Argentina,Tigre",,,,,es,"-34.4226513,",-58.5808967,,,,G1,1,7,
XI-IATI-IADB-AR-L1367,,,G1,,"Argentina,Buenos Aires",,,,,es,"-34.6037181,",-58.38153,,,,G1,1,7,
XI-IATI-IADB-AR-L1338,,,G1,,"Argentina,Buenos Aires",,,,,es,"-34.6037181,",-58.38153,,,,G1,1,7,
XI-IATI-IADB-AR-L1339,,,G1,,"Argentina, AV. PTE. JULIO A. ROCA 738, CIUDAD AUT NOMA DE BUENOS AIRES",,,,,es,"-34.61200000933,",-58.376509984199,,,,G1,1,7,
XI-IATI-IADB-AR-L1339,,,G1,,"Argentina, HIP LITO YRIGOYEN 250, PISO 11, CIUDAD AUTONOMA DE BUENOS AIRES",,,,,es,"-34.60890000435,",-58.370220036418,,,,G1,1,7,
XI-IATI-IADB-AR-L1134,,,G1,,"Argentina,Bariloche",,,,,es,"-41.1334421,",-71.3098425,,,,G1,1,7,
XI-IATI-IADB-AR-L1134,,,G1,,"Argentina,Neuqu n",,,,,es,"-38.3695057,",-69.832275,,,,G1,1,7,
XI-IATI-IADB-AR-L1134,,,G1,,"Argentina,R o Negro",,,,,es,"-40.4811973,",-67.6145911,,,,G1,1,7,
XI-IATI-IADB-AR-L1134,,,G1,,"Argentina,San Carlos",,,,,es,"-25.79950475,",-66.07215458,,,,G1,1,7,
XI-IATI-IADB-AR-L1140,,,G1,,"Argentina, CENTRO C ?VICO GRAND BOURG, SALTA",,,,,es,"-34.48865,",-58.72767,,,,G1,1,7,
XI-IATI-IADB-AR-L1145,,,G1,,"Argentina, AV. PRES. JULIO A. ROCA 651, CIUDAD AUT NOMA DE BUENOS AIRES",,,,,es,"-34.610980015533,",-58.37571001536,,,,G1,1,7,
XI-IATI-IADB-AR-L1145,,,G1,,"Argentina, AV. PTE. JULIO A. ROCA 651, PISO 2, CIUDAD AUT NOMA DE BUENOS AIRES",,,,,es,"-34.610980015533,",-58.37571001536,,,,G1,1,7,
XI-IATI-IADB-AR-L1327,,,G1,,"Argentina, BALCARCE 50, CIUDAD AUT NOMA DE BUENOS AIRES",,,,,es,"-34.60834075089,",-58.370874410478,,,,G1,1,7,
XI-IATI-IADB-AR-L1327,,,G1,,"Argentina, YRIGOYEN HIPOLITO 250, BUENOS AIRES",,,,,es,"-34.814599996812,",-58.465239973024,,,,G1,1,7,
XI-IATI-IADB-AR-L1260,,,G1,,"Argentina,Buenos Aires",,,,,es,"-34.6075682,",-58.4370894,,,,G1,1,7,
XI-IATI-IADB-AR-L1260,,,G1,,"Argentina,Sarmiento",,,,,es,"-45.5867861,",-69.0687743,,,,G1,1,7,
XI-IATI-IADB-AR-L1328,,,G1,,"Argentina, AV. PRES. JULIO A. ROCA 651, CIUDAD AUT NOMA DE BUENOS AIRES",,,,,es,"-34.610980015533,",-58.37571001536,,,,G1,1,7,
XI-IATI-IADB-AR-L1195,,,G1,,"Argentina,Buenos Aires",,,,,es,"-34.6037181,",-58.38153,,,,G1,1,7,
XI-IATI-IADB-AR-L1257,,,G1,,"Argentina,Buenos Aires",,,,,es,"-34.6037181,",-58.38153,,,,G1,1,7,
XI-IATI-IADB-AR-L1179,,,G1,,"Argentina, ESMERALDA 255, PISO 8, CABA",,,,,es,"-34.605480020216,",-58.377929962416,,,,G1,1,7,
XI-IATI-IADB-AR-L1179,,,G1,,"Argentina, 25 DE MAYO 101, CIUDAD AUTONOMA DE BUENOS AIRES",,,,,es,"-34.606320012643,",-58.370839961977,,,,G1,1,7,
XI-IATI-IADB-AR-L1120,,,G1,,"Argentina,Bel n",,,,,es,"-27.6495962,",-67.0263616,,,,G1,1,7,
XI-IATI-IADB-AR-L1120,,,G1,,"Argentina,Catamarca",,,,,es,"-27.1910825,",-67.105374,,,,G1,1,7,
XI-IATI-IADB-AR-L1120,,,G1,,"Argentina,Chaco",,,,,es,"-26.3829647,",-60.8816092,,,,G1,1,7,
XI-IATI-IADB-AR-L1120,,,G1,,"Argentina,Chubut",,,,,es,"-43.7128356,",-68.7461817,,,,G1,1,7,
XI-IATI-IADB-AR-L1120,,,G1,,"Argentina,Entre R os",,,,,es,"-31.6252842,",-59.3539578,,,,G1,1,7,
XI-IATI-IADB-AR-L1120,,,G1,,"Argentina,Mendoza",,,,,es,"-34.78709305,",-68.43818677,,,,G1,1,7,
XI-IATI-IADB-AR-L1120,,,G1,,"Argentina,Misiones",,,,,es,"-26.737224,",-54.4315257,,,,G1,1,7,
XI-IATI-IADB-AR-L1120,,,G1,,"Argentina,Pom n",,,,,es,"-28.3951319,",-66.2183688,,,,G1,1,7,
XI-IATI-IADB-AR-L1120,,,G1,,"Argentina,R o Negro",,,,,es,"-40.4811973,",-67.6145911,,,,G1,1,7,
XI-IATI-IADB-AR-L1120,,,G1,,"Argentina,San Juan",,,,,es,"-30.7054363,",-69.1988222,,,,G1,1,7,
XI-IATI-IADB-AR-L1295,,,G1,,"Argentina, AV. PTE. JULIO A. ROCA 738, CIUDAD AUT NOMA DE BUENOS AIRES",,,,,es,"-34.61200000933,",-58.376509984199,,,,G1,1,7,
XI-IATI-IADB-AR-L1267,,,G1,,"Argentina,Buenos Aires",,,,,es,"-34.6037181,",-58.38153,,,,G1,1,7,
XI-IATI-IADB-AR-L1267,,,G1,,"Argentina,Buenos Aires,General San Mart n",,,,,es,"-34.5762765,",-58.5388435,,,,G1,1,7,
XI-IATI-IADB-AR-L1267,,,G1,,"Argentina,Buenos Aires,Pila",,,,,es,"-36.0041337,",-58.1411256,,,,G1,1,7,
XI-IATI-IADB-AR-L1267,,,G1,,"Argentina,Buenos Aires,Pilar",,,,,es,"-34.4570918,",-58.9141609,,,,G1,1,7,
XI-IATI-IADB-AR-L1267,,,G1,,"Argentina,Buenos Aires,San Mart n",,,,,es,"-34.5762765,",-58.5388435,,,,G1,1,7,
XI-IATI-IADB-AR-L1267,,,G1,,"Argentina,General San Mart n",,,,,es,"-34.5762765,",-58.5388435,,,,G1,1,7,
XI-IATI-IADB-AR-L1267,,,G1,,"Argentina,Pila",,,,,es,"-36.0041337,",-58.1411256,,,,G1,1,7,
XI-IATI-IADB-AR-L1267,,,G1,,"Argentina,Pilar",,,,,es,"-34.4570918,",-58.9141609,,,,G1,1,7,
XI-IATI-IADB-AR-L1267,,,G1,,"Argentina,San Mart n",,,,,es,"-34.5762765,",-58.5388435,,,,G1,1,7,
XI-IATI-IADB-AR-L1106,,,G1,,"Argentina,Bariloche",,,,,es,"-41.1334421,",-71.3098425,,,,G1,1,7,
XI-IATI-IADB-AR-L1106,,,G1,,"Argentina,Buenos Aires",,,,,es,"-34.6075682,",-58.4370894,,,,G1,1,7,
XI-IATI-IADB-AR-L1106,,,G1,,"Argentina,Mitre",,,,,es,"-32.7483786,",-60.7519301,,,,G1,1,7,
XI-IATI-IADB-AR-L1106,,,G1,,"Argentina,San Antonio",,,,,es,"-24.3703757,",-65.3315958,,,,G1,1,7,
XI-IATI-IADB-AR-L1247,,,G1,,"Argentina, YRIGOYEN HIPOLITO 250, BUENOS AIRES",,,,,es,"-34.814599996812,",-58.465239973024,,,,G1,1,7,
XI-IATI-IADB-AR-L1247,,,G1,,"Argentina, HIPOLITO YRIGOYEN #250, BUENOS AIRES",,,,,es,"-23.246498603228,",-64.276321632705,,,,G1,1,7,
XI-IATI-IADB-AR-L1019,,,G1,,"Argentina,Capital",,,,,es,"-31.5333655,",-68.53848791,,,,G1,1,7,
XI-IATI-IADB-AR-L1341,,,G1,,"Argentina, ESMERALDA 255, PISO 8, CABA",,,,,es,"-34.605480020216,",-58.377929962416,,,,G1,1,7,
XI-IATI-IADB-AR-L1249,,,G1,,"Argentina, YRIGOYEN HIPOLITO 250, BUENOS AIRES",,,,,es,"-34.814599996812,",-58.465239973024,,,,G1,1,7,
XI-IATI-IADB-AR-L1249,,,G1,,"Argentina, HIPOLITO YRIGOYEN #250, BUENOS AIRES",,,,,es,"-23.246498603228,",-64.276321632705,,,,G1,1,7,
XI-IATI-IADB-AR-L1306,,,G1,,"Argentina, AV 9 DE JULIO 1925 PISO 14, CIUDAD AUTONOMA DE BUENOS AIRES",,,,,es,"-34.60876146864,",-58.434229294887,,,,G1,1,7,
XI-IATI-IADB-AR-L1358,,,G1,,"Argentina, AV NUEVE DE JULIO, CIUDAD AUTONOMA DE BUENOS AIRES",,,,,es,"-34.618080173694,",-58.38066999461,,,,G1,1,7,
XI-IATI-IADB-AR-L1307,,,G1,,"Argentina, YRIGOYEN HIPOLITO 250, BUENOS AIRES",,,,,es,"-34.814599996812,",-58.465239973024,,,,G1,1,7,
XI-IATI-IADB-AR-L1307,,,G1,,"Argentina, 25 DE MAYO 101, CIUDAD AUTONOMA DE BUENOS AIRES",,,,,es,"-34.606320012643,",-58.370839961977,,,,G1,1,7,
XI-IATI-IADB-AR-L1272,,,G1,,"Argentina,Buenos Aires",,,,,es,"-34.6037181,",-58.38153,,,,G1,1,7,
XI-IATI-IADB-AR-L1351,,,G1,,"Argentina, AV. HIP LITO YRIGOYEN 250, PISO 5, CIUDAD AUT NOMA DE BUENOS AIRES",,,,,es,"-34.60890000435,",-58.370220036418,,,,G1,1,7,
XI-IATI-IADB-AR-L1361,,,G1,,"Argentina, AV 9 DE JULIO 1925 PISO 14, CIUDAD AUTONOMA DE BUENOS AIRES",,,,,es,"-34.60876146864,",-58.434229294887,,,,G1,1,7,
XI-IATI-IADB-AR-L1198,,,G1,,"Argentina, AV. PASEO COLON 982, CIUDAD AUTONOMA DE BUENOS AIRES",,,,,es,"-34.619140007821,",-58.368450029925,,,,G1,1,7,
XI-IATI-IADB-AR-L1133,,,G1,,"Argentina,Chaco",,,,,es,"-26.3829647,",-60.8816092,,,,G1,1,7,
XI-IATI-IADB-AR-L1133,,,G1,,"Argentina,Formosa",,,,,es,"-24.5955306,",-60.4289718,,,,G1,1,7,
XI-IATI-IADB-AR-L1133,,,G1,,"Argentina,Jujuy",,,,,es,"-23.3161458,",-65.7595288,,,,G1,1,7,
XI-IATI-IADB-AR-L1133,,,G1,,"Argentina,Monte",,,,,es,"-35.4366828,",-58.8175325,,,,G1,1,7,
XI-IATI-IADB-AR-L1133,,,G1,,"Argentina,Santiago del Estero",,,,,es,"-27.6431016,",-63.5408542,,,,G1,1,7,
XI-IATI-IADB-AR-L1289,,,G1,,"Argentina, AV. CORRIENTES 1750, PISO 4, CIUDAD AUT NOMA DE BUENOS AIRES",,,,,es,"-34.604459984509,",-58.391419965025,,,,G1,1,7,
XI-IATI-IADB-AR-L1148,,,G1,,"Argentina, HIP LITO YRIGOYEN 250, PISO 11, CIUDAD AUTONOMA DE BUENOS AIRES",,,,,es,"-34.60890000435,",-58.370220036418,,,,G1,1,7,
XI-IATI-IADB-AR-L1148,,,G1,,"Argentina, 25 DE MAYO 101, CIUDAD AUTONOMA DE BUENOS AIRES",,,,,es,"-34.606320012643,",-58.370839961977,,,,G1,1,7,
