activity_identifier,type,iso_date,narrative,narrative_lang
XI-IATI-IADB-AR-L1043,2,2009-09-23,Actual start,
XI-IATI-IADB-AR-L1043,3,2014-08-15,Planned end,
XI-IATI-IADB-AR-L1043,1,2009-08-03,Planned start,
XI-IATI-IADB-AR-L1043,4,2014-07-22,Actual end,
XI-IATI-IADB-AR-L1330,2,2021-11-18,Actual start,
XI-IATI-IADB-AR-L1330,3,2026-10-14,Planned end,
XI-IATI-IADB-AR-L1330,1,2021-11-10,Planned start,
XI-IATI-IADB-AR-L1360,2,2023-07-04,Actual start,
XI-IATI-IADB-AR-L1360,3,2028-01-12,Planned end,
XI-IATI-IADB-AR-L1360,1,2023-06-23,Planned start,
XI-IATI-IADB-AR-L1003,2,2006-05-09,Actual start,
XI-IATI-IADB-AR-L1003,3,2014-05-24,Planned end,
XI-IATI-IADB-AR-L1003,1,2006-02-16,Planned start,
XI-IATI-IADB-AR-L1003,4,2015-03-14,Actual end,
XI-IATI-IADB-AR-L1154,2,2014-12-16,Actual start,
XI-IATI-IADB-AR-L1154,3,2024-10-20,Planned end,
XI-IATI-IADB-AR-L1154,1,2014-12-10,Planned start,
XI-IATI-IADB-AR-L1154,4,2025-08-13,Actual end,
XI-IATI-IADB-AR-L1159,2,2015-12-04,Actual start,
XI-IATI-IADB-AR-L1159,3,2020-12-31,Planned end,
XI-IATI-IADB-AR-L1159,1,2015-06-05,Planned start,
XI-IATI-IADB-AR-L1159,4,2022-06-28,Actual end,
XI-IATI-IADB-AR-L1064,2,2011-06-29,Actual start,
XI-IATI-IADB-AR-L1064,3,2018-03-26,Planned end,
XI-IATI-IADB-AR-L1064,1,2011-06-03,Planned start,
XI-IATI-IADB-AR-L1064,4,2018-10-04,Actual end,
XI-IATI-IADB-AR-L1266,2,2018-05-23,Actual start,
XI-IATI-IADB-AR-L1266,3,2024-01-26,Planned end,
XI-IATI-IADB-AR-L1266,1,2018-04-17,Planned start,
XI-IATI-IADB-AR-L1266,4,2024-09-11,Actual end,
XI-IATI-IADB-AR-L1254,2,2018-06-05,Actual start,
XI-IATI-IADB-AR-L1254,3,2024-04-30,Planned end,
XI-IATI-IADB-AR-L1254,1,2018-05-02,Planned start,
XI-IATI-IADB-AR-L1254,4,2023-10-16,Actual end,
XI-IATI-IADB-AR-L1122,2,2013-06-19,Actual start,
XI-IATI-IADB-AR-L1122,3,2019-02-21,Planned end,
XI-IATI-IADB-AR-L1122,1,2013-04-23,Planned start,
XI-IATI-IADB-AR-L1122,4,2018-10-27,Actual end,
XI-IATI-IADB-AR-L1367,2,2023-10-12,Actual start,
XI-IATI-IADB-AR-L1367,3,2026-08-11,Planned end,
XI-IATI-IADB-AR-L1367,1,2023-09-05,Planned start,
XI-IATI-IADB-AR-L1338,2,2023-02-22,Actual start,
XI-IATI-IADB-AR-L1338,3,2027-09-28,Planned end,
XI-IATI-IADB-AR-L1338,1,2023-02-03,Planned start,
XI-IATI-IADB-AR-L1339,2,2022-12-14,Actual start,
XI-IATI-IADB-AR-L1339,3,2027-03-04,Planned end,
XI-IATI-IADB-AR-L1339,1,2022-09-16,Planned start,
XI-IATI-IADB-AR-L1134,2,2012-08-08,Actual start,
XI-IATI-IADB-AR-L1134,3,2013-08-13,Planned end,
XI-IATI-IADB-AR-L1134,1,2012-06-21,Planned start,
XI-IATI-IADB-AR-L1134,4,2014-02-27,Actual end,
XI-IATI-IADB-AR-L1140,2,2013-12-03,Actual start,
XI-IATI-IADB-AR-L1140,3,2024-06-06,Planned end,
XI-IATI-IADB-AR-L1140,1,2013-10-08,Planned start,
XI-IATI-IADB-AR-L1140,4,2024-05-23,Actual end,
XI-IATI-IADB-AR-L1145,2,2014-11-20,Actual start,
XI-IATI-IADB-AR-L1145,3,2024-03-26,Planned end,
XI-IATI-IADB-AR-L1145,1,2014-08-13,Planned start,
XI-IATI-IADB-AR-L1145,4,2025-07-25,Actual end,
XI-IATI-IADB-AR-L1327,2,2021-07-23,Actual start,
XI-IATI-IADB-AR-L1327,3,2026-07-20,Planned end,
XI-IATI-IADB-AR-L1327,1,2021-06-16,Planned start,
XI-IATI-IADB-AR-L1260,2,2018-12-12,Actual start,
XI-IATI-IADB-AR-L1260,3,2022-11-30,Planned end,
XI-IATI-IADB-AR-L1260,1,2018-11-26,Planned start,
XI-IATI-IADB-AR-L1260,4,2023-01-04,Actual end,
XI-IATI-IADB-AR-L1328,2,2020-12-04,Actual start,
XI-IATI-IADB-AR-L1328,3,2023-10-20,Planned end,
XI-IATI-IADB-AR-L1328,1,2020-11-30,Planned start,
XI-IATI-IADB-AR-L1328,4,2024-08-08,Actual end,
XI-IATI-IADB-AR-L1195,2,2017-06-28,Actual start,
XI-IATI-IADB-AR-L1195,3,2026-05-11,Planned end,
XI-IATI-IADB-AR-L1195,1,2017-06-15,Planned start,
XI-IATI-IADB-AR-L1412,2,2025-07-28,Actual start,
XI-IATI-IADB-AR-L1412,3,2026-07-23,Planned end,
XI-IATI-IADB-AR-L1412,1,2025-07-26,Planned start,
XI-IATI-IADB-AR-L1412,4,2025-07-29,Actual end,
XI-IATI-IADB-AR-L1257,2,2020-12-18,Actual start,
XI-IATI-IADB-AR-L1257,3,2026-05-31,Planned end,
XI-IATI-IADB-AR-L1257,1,2019-07-22,Planned start,
XI-IATI-IADB-AR-L1179,2,2016-05-25,Actual start,
XI-IATI-IADB-AR-L1179,3,2023-09-16,Planned end,
XI-IATI-IADB-AR-L1179,1,2016-05-10,Planned start,
XI-IATI-IADB-AR-L1179,4,2023-09-19,Actual end,
XI-IATI-IADB-AR-L1111,2,2011-05-11,Actual start,
XI-IATI-IADB-AR-L1111,3,2016-03-26,Planned end,
XI-IATI-IADB-AR-L1111,1,2011-05-05,Planned start,
XI-IATI-IADB-AR-L1111,4,2015-11-03,Actual end,
XI-IATI-IADB-AR-L1120,2,2012-09-05,Actual start,
XI-IATI-IADB-AR-L1120,3,2017-06-29,Planned end,
XI-IATI-IADB-AR-L1120,1,2012-06-28,Planned start,
XI-IATI-IADB-AR-L1120,4,2016-12-16,Actual end,
XI-IATI-IADB-AR-L1295,2,2020-12-17,Actual start,
XI-IATI-IADB-AR-L1295,3,2026-03-15,Planned end,
XI-IATI-IADB-AR-L1295,1,2019-11-14,Planned start,
XI-IATI-IADB-AR-L1267,3,2024-08-20,Planned end,
XI-IATI-IADB-AR-L1267,1,2018-08-06,Planned start,
XI-IATI-IADB-AR-L1098,2,2009-09-08,Actual start,
XI-IATI-IADB-AR-L1098,3,2013-07-19,Planned end,
XI-IATI-IADB-AR-L1098,1,2009-09-01,Planned start,
XI-IATI-IADB-AR-L1098,4,2013-08-14,Actual end,
XI-IATI-IADB-AR-L1106,2,2020-11-16,Actual start,
XI-IATI-IADB-AR-L1106,3,2019-12-31,Planned end,
XI-IATI-IADB-AR-L1106,1,2012-10-01,Planned start,
XI-IATI-IADB-AR-L1106,4,2020-11-17,Actual end,
XI-IATI-IADB-AR-L1247,2,2017-09-07,Actual start,
XI-IATI-IADB-AR-L1247,3,2024-07-26,Planned end,
XI-IATI-IADB-AR-L1247,1,2017-08-15,Planned start,
XI-IATI-IADB-AR-L1247,4,2024-12-18,Actual end,
XI-IATI-IADB-AR-L1019,2,2007-10-23,Actual start,
XI-IATI-IADB-AR-L1019,3,2012-12-31,Planned end,
XI-IATI-IADB-AR-L1019,1,2007-10-08,Planned start,
XI-IATI-IADB-AR-L1019,4,2014-03-11,Actual end,
XI-IATI-IADB-AR-L1341,2,2023-06-30,Actual start,
XI-IATI-IADB-AR-L1341,3,2028-01-05,Planned end,
XI-IATI-IADB-AR-L1341,1,2023-06-27,Planned start,
XI-IATI-IADB-AR-L1026,2,2008-04-17,Actual start,
XI-IATI-IADB-AR-L1026,3,2019-04-30,Planned end,
XI-IATI-IADB-AR-L1026,1,2008-04-04,Planned start,
XI-IATI-IADB-AR-L1026,4,2020-11-13,Actual end,
XI-IATI-IADB-AR-L1035,2,2008-04-30,Actual start,
XI-IATI-IADB-AR-L1035,3,2014-01-31,Planned end,
XI-IATI-IADB-AR-L1035,1,2008-03-27,Planned start,
XI-IATI-IADB-AR-L1035,4,2012-12-06,Actual end,
XI-IATI-IADB-AR-L1377,2,2024-12-11,Actual start,
XI-IATI-IADB-AR-L1377,3,2028-11-21,Planned end,
XI-IATI-IADB-AR-L1377,1,2024-12-06,Planned start,
XI-IATI-IADB-AR-L1249,2,2020-12-11,Actual start,
XI-IATI-IADB-AR-L1249,3,2023-12-19,Planned end,
XI-IATI-IADB-AR-L1249,1,2020-11-18,Planned start,
XI-IATI-IADB-AR-L1249,4,2024-07-10,Actual end,
XI-IATI-IADB-AR-L1306,2,2021-03-19,Actual start,
XI-IATI-IADB-AR-L1306,3,2026-01-20,Planned end,
XI-IATI-IADB-AR-L1306,1,2021-02-19,Planned start,
XI-IATI-IADB-AR-L1358,2,2023-07-05,Actual start,
XI-IATI-IADB-AR-L1358,3,2026-06-08,Planned end,
XI-IATI-IADB-AR-L1358,1,2023-06-30,Planned start,
XI-IATI-IADB-AR-L1280,2,2019-10-09,Actual start,
XI-IATI-IADB-AR-L1280,3,2026-04-22,Planned end,
XI-IATI-IADB-AR-L1280,1,2019-09-13,Planned start,
XI-IATI-IADB-AR-L1280,4,2022-12-22,Actual end,
XI-IATI-IADB-AR-L1307,2,2021-12-13,Actual start,
XI-IATI-IADB-AR-L1307,3,2027-04-24,Planned end,
XI-IATI-IADB-AR-L1307,1,2020-12-21,Planned start,
XI-IATI-IADB-AR-L1272,2,2019-05-28,Actual start,
XI-IATI-IADB-AR-L1272,3,2025-12-20,Planned end,
XI-IATI-IADB-AR-L1272,1,2019-05-17,Planned start,
XI-IATI-IADB-AR-L1351,2,2022-12-07,Actual start,
XI-IATI-IADB-AR-L1351,3,2023-12-01,Planned end,
XI-IATI-IADB-AR-L1351,1,2022-12-06,Planned start,
XI-IATI-IADB-AR-L1351,4,2022-12-08,Actual end,
XI-IATI-IADB-AR-L1405,3,2031-02-20,Planned end,
XI-IATI-IADB-AR-L1405,1,2025-08-01,Planned start,
XI-IATI-IADB-AR-L1361,2,2023-06-26,Actual start,
XI-IATI-IADB-AR-L1361,3,2028-06-07,Planned end,
XI-IATI-IADB-AR-L1361,1,2023-06-21,Planned start,
XI-IATI-IADB-AR-L1142,2,2013-09-18,Actual start,
XI-IATI-IADB-AR-L1142,3,2017-09-06,Planned end,
XI-IATI-IADB-AR-L1142,1,2013-08-20,Planned start,
XI-IATI-IADB-AR-L1142,4,2016-11-23,Actual end,
XI-IATI-IADB-AR-L1198,2,2017-09-14,Actual start,
XI-IATI-IADB-AR-L1198,3,2025-05-11,Planned end,
XI-IATI-IADB-AR-L1198,1,2017-08-31,Planned start,
XI-IATI-IADB-AR-L1198,4,2025-08-06,Actual end,
XI-IATI-IADB-AR-L1133,2,2012-12-17,Actual start,
XI-IATI-IADB-AR-L1133,3,2021-03-31,Planned end,
XI-IATI-IADB-AR-L1133,1,2012-12-05,Planned start,
XI-IATI-IADB-AR-L1133,4,2021-03-23,Actual end,
XI-IATI-IADB-AR-L1289,2,2022-01-28,Actual start,
XI-IATI-IADB-AR-L1289,3,2027-11-18,Planned end,
XI-IATI-IADB-AR-L1289,1,2022-01-20,Planned start,
XI-IATI-IADB-AR-L1148,2,2014-07-14,Actual start,
XI-IATI-IADB-AR-L1148,3,2023-10-20,Planned end,
XI-IATI-IADB-AR-L1148,1,2014-06-02,Planned start,
XI-IATI-IADB-AR-L1148,4,2023-08-22,Actual end,
XI-IATI-IADB-AR-L1079,2,2012-06-08,Actual start,
XI-IATI-IADB-AR-L1079,3,2020-06-26,Planned end,
XI-IATI-IADB-AR-L1079,1,2011-10-14,Planned start,
XI-IATI-IADB-AR-L1079,4,2020-06-03,Actual end,
