activity_identifier,url,format,title,description,category_code,language_code,document_date
XI-IATI-IADB-AR-L1342,https://www.iadb.org/document.cfm?id=EZIDB0000578-522669563-44045,application/pdf,AR-L1342 First period Jan-Jun 2023 - Public Report.PDF,,A05,na,
XI-IATI-IADB-AR-L1342,https://www.iadb.org/document.cfm?id=EZSHARE-965128629-49494,application/pdf,Programa de Gestin Integral de  Residuos Slidos Urbanos II.pdf,,A04,na,
XI-IATI-IADB-AR-L1342,https://www.iadb.org/document.cfm?id=EZIDB0000578-522669563-43375,application/pdf,AR-L1342 Second period Jan-Dec 2022 - Public Report.PDF,,A05,na,
XI-IATI-IADB-AR-L1342,https://www.iadb.org/document.cfm?id=EZSHARE-1449121723-84,application/pdf,Argentina. CCLIP Integrated Urban Solid Waste Management Program AR-O0018 and AR-L1342 First Operation.pdf,,A01,na,
XI-IATI-IADB-AR-L1342,https://www.iadb.org/document.cfm?id=EZSHARE-1449121723-83,application/pdf,Argentina. CCLIP Programa de Gestin Integral de Residuos Slidos Urbanos AR-O0018 y AR-L13421 1a. Operacin.pdf,,A01,na,
XI-IATI-IADB-AR-L1342,https://www.iadb.org/document.cfm?id=EZSHARE-1375635338-34270,application/pdf,AR-L1342P1087596SP.pdf,,A10,na,
XI-IATI-IADB-AR-L1342,https://www.iadb.org/document.cfm?id=EZIDB0000366-2056220512-9275,application/pdf,Contrato de Prstamo - Programa de Gestin Integral de Residuos Slidos Urbanos II - AR-L1342.pdf,,A04,na,
XI-IATI-IADB-AR-L1342,https://www.iadb.org/document.cfm?id=EZIDB0000578-522669563-45373,application/pdf,AR-L1342 First period Jan-Jun 2024 - Public Report.PDF,,A05,na,
XI-IATI-IADB-AR-L1342,https://www.iadb.org/document.cfm?id=EZSHARE-965128629-49495,application/pdf,Integrated Urban Solid Waste Management  Program II.pdf,,A04,na,
XI-IATI-IADB-AR-L1342,https://www.iadb.org/document.cfm?id=EZIDB0000366-965128629-50232,application/pdf,Programa de Apoyo para la Insercin Laboral en Honduras GRF.pdf,,A04,na,
XI-IATI-IADB-AR-L1342,https://www.iadb.org/document.cfm?id=EZSHARE-1375635338-34759,application/pdf,AR-L1342P1129680SP.pdf,,A10,na,
XI-IATI-IADB-AR-L1342,https://www.iadb.org/document.cfm?id=EZIDB0000366-965128629-50233,application/pdf,Support Program for Workforce Integration in Honduras GRF.pdf,,A04,na,
XI-IATI-IADB-AR-L1342,https://www.iadb.org/document.cfm?id=EZIDB0000578-522669563-46916,application/pdf,AR-L1342 Second period Jan-Dec 2024 - Public Report.PDF,,A05,na,
XI-IATI-IADB-AR-L1342,https://www.iadb.org/document.cfm?id=EZIDB0000578-522669563-44708,application/pdf,AR-L1342 Second period Jan-Dec 2023 - Public Report.PDF,,A05,na,
XI-IATI-IADB-AR-L1342,https://www.iadb.org/document.cfm?id=EZIDB0000578-504778069-63,application/vnd.ms-excel,IDB_Procurement_Notices.xlsx,,A10,en,
XI-IATI-IADB-AR-L1342,https://www.iadb.org/document.cfm?id=EZIDB0000578-504778069-65,application/vnd.ms-excel,IDB_Project_Procurement_Contract_Awards_Data.xlsx,,A11,en,
XI-IATI-IADB-AR-L1248,https://www.iadb.org/document.cfm?id=EZSHARE-903414327-12,application/pdf,Diagnstico de la Gestin Financiera Pblica GFP a nivel provincial en Argentina IERAL 2016 AR-L1248 40490046.PDF,,A01,na,
XI-IATI-IADB-AR-L1248,https://www.iadb.org/document.cfm?id=EZSHARE-903414327-17,application/msword,Reglamento Operativo del Programa ROP AR-L1248 40504830.docx,,A01,na,
XI-IATI-IADB-AR-L1248,https://www.iadb.org/document.cfm?id=EZSHARE-903414327-20,application/pdf,AR-L1248 40707532.PDF,,A10,na,
XI-IATI-IADB-AR-L1248,https://www.iadb.org/document.cfm?id=EZSHARE-522669563-33292,application/pdf,AR-L1248 Second period Jan-Dec 2019-Public Report.pdf,,A05,na,
XI-IATI-IADB-AR-L1248,https://www.iadb.org/document.cfm?id=EZSHARE-903414327-19,application/msword,Anlisis del Cumplimiento de la Poltica de Servicios Pblicos Domiciliarios GN-2716-6 40687227.docx,,A01,na,
XI-IATI-IADB-AR-L1248,https://www.iadb.org/document.cfm?id=EZSHARE-522669563-42095,application/pdf,AR-L1248 First period Jan-Jun 2022 - Public Report.PDF,,A05,na,
XI-IATI-IADB-AR-L1248,https://www.iadb.org/document.cfm?id=EZSHARE-522669563-1479,application/pdf,AR-L1248 Second period Jan-Dec 2017-Public Report.pdf,,A05,na,
XI-IATI-IADB-AR-L1248,https://www.iadb.org/document.cfm?id=EZSHARE-522669563-34610,application/pdf,AR-L1248 Second period Jan-Dec 2020 - Public Report.pdf,,A05,na,
XI-IATI-IADB-AR-L1248,https://www.iadb.org/document.cfm?id=EZSHARE-1375635338-33558,application/pdf,AR-L1248P994505SP.pdf,,A10,na,
XI-IATI-IADB-AR-L1248,https://www.iadb.org/document.cfm?id=EZIDB0000578-522669563-44660,application/pdf,AR-L1248 Second period Jan-Dec 2023 - Public Report.PDF,,A05,na,
XI-IATI-IADB-AR-L1248,https://www.iadb.org/document.cfm?id=EZSHARE-903414327-13,application/vnd.ms-excel,Plan de Adquisiciones PA AR-L1248 40492341.XLSX,,A01,na,
XI-IATI-IADB-AR-L1248,https://www.iadb.org/document.cfm?id=EZSHARE-1375635338-31460,application/pdf,AR-L1248P773979SP.pdf,,A10,na,
XI-IATI-IADB-AR-L1248,https://www.iadb.org/document.cfm?id=EZSHARE-903414327-14,application/vnd.ms-excel,PEP y POA AR-L1248 40492342.XLSX,,A01,na,
XI-IATI-IADB-AR-L1248,https://www.iadb.org/document.cfm?id=EZSHARE-903414327-18,application/msword,Informe de Gestin Ambiental IGAS 40634786.docx,,A01,na,
XI-IATI-IADB-AR-L1248,https://www.iadb.org/document.cfm?id=EZSHARE-1375635338-31546,application/pdf,AR-L124887231SP.pdf,,A10,na,
XI-IATI-IADB-AR-L1248,https://www.iadb.org/document.cfm?id=EZSHARE-1375635338-32097,application/pdf,AR-L1248P851609SP.pdf,,A10,na,
XI-IATI-IADB-AR-L1248,https://www.iadb.org/document.cfm?id=EZSHARE-522669563-31010,application/pdf,AR-L1248 First period Jan-Jun 2018-Public Report.pdf,,A05,na,
XI-IATI-IADB-AR-L1248,https://www.iadb.org/document.cfm?id=EZSHARE-903414327-16,application/msword,Anlisis Econmico AR-L1248 40504531.docx,,A01,na,
XI-IATI-IADB-AR-L1248,https://www.iadb.org/document.cfm?id=EZSHARE-1375635338-31611,application/pdf,AR-L1248P788506SP.pdf,,A10,na,
XI-IATI-IADB-AR-L1248,https://www.iadb.org/document.cfm?id=EZSHARE-1375635338-34274,application/pdf,AR-L1248P1087650SP.pdf,,A10,na,
XI-IATI-IADB-AR-L1248,https://www.iadb.org/document.cfm?id=EZIDB0000578-522669563-46677,application/pdf,AR-L1248 Second period Jan-Dec 2024 - Public Report.PDF,,A05,na,
XI-IATI-IADB-AR-L1248,https://www.iadb.org/document.cfm?id=EZIDB0000578-522669563-43859,application/pdf,AR-L1248 Second period Jan-Dec 2022 - Public Report.PDF,,A05,na,
XI-IATI-IADB-AR-L1248,https://www.iadb.org/document.cfm?id=EZSHARE-1375635338-32849,application/pdf,AR-L1248P931625SP.pdf,,A10,na,
XI-IATI-IADB-AR-L1248,https://www.iadb.org/document.cfm?id=EZIDB0000578-522669563-44004,application/pdf,AR-L1248 First period Jan-Jun 2023 - Public Report.PDF,,A05,na,
XI-IATI-IADB-AR-L1248,https://www.iadb.org/document.cfm?id=EZSHARE-903414327-21,application/pdf,Programa de Fortalecimiento de la Gestin Provincial AR-L1248 40719091.PDF,,A01,na,
XI-IATI-IADB-AR-L1248,https://www.iadb.org/document.cfm?id=EZSHARE-1375635338-32850,application/pdf,AR-L1248P931619SP.pdf,,A10,na,
XI-IATI-IADB-AR-L1248,https://www.iadb.org/document.cfm?id=EZSHARE-903414327-22,application/pdf,Provincial Management Strengthening Program AR-L1248 40760860.PDF,,A01,na,
XI-IATI-IADB-AR-L1248,https://www.iadb.org/document.cfm?id=EZSHARE-1375635338-32775,application/pdf,AR-L1248P915892SP.pdf,,A10,na,
XI-IATI-IADB-AR-L1248,https://www.iadb.org/document.cfm?id=EZSHARE-1375635338-33642,application/pdf,AR-L1248P1007107SP.pdf,,A10,na,
XI-IATI-IADB-AR-L1248,https://www.iadb.org/document.cfm?id=EZSHARE-522669563-31979,application/pdf,AR-L1248 Second period Jan-Dec 2018-Public Report.pdf,,A05,na,
XI-IATI-IADB-AR-L1248,https://www.iadb.org/document.cfm?id=EZIDB0000578-522669563-45338,application/pdf,AR-L1248 First period Jan-Jun 2024 - Public Report.PDF,,A05,na,
XI-IATI-IADB-AR-L1248,https://www.iadb.org/document.cfm?id=EZSHARE-522669563-32660,application/pdf,AR-L1248 First period Jan-Jun 2019-Public Report.pdf,,A05,na,
XI-IATI-IADB-AR-L1248,https://www.iadb.org/document.cfm?id=EZSHARE-522669563-33954,application/pdf,AR-L1248 First period Jan-Jun 2020 - Public Report.pdf,,A05,na,
XI-IATI-IADB-AR-L1248,https://www.iadb.org/document.cfm?id=EZSHARE-522669563-671,application/pdf,AR-L1248 Second period Jan-Dec 2016-Public Report.pdf,,A05,na,
XI-IATI-IADB-AR-L1248,https://www.iadb.org/document.cfm?id=EZSHARE-522669563-1332,application/pdf,AR-L1248 First period Jan-Jun 2017-Public Report.pdf,,A05,na,
XI-IATI-IADB-AR-L1248,https://www.iadb.org/document.cfm?id=EZSHARE-522669563-41343,application/pdf,AR-L1248 Second period Jan-Dec 2021 - Public Report.PDF,,A05,na,
XI-IATI-IADB-AR-L1248,https://www.iadb.org/document.cfm?id=EZSHARE-2056220512-5201,application/pdf,Contrato - Programa de Desarrollo y Fortalecimiento de la Gestin Provincial.pdf,,A04,na,
XI-IATI-IADB-AR-L1248,https://www.iadb.org/document.cfm?id=EZSHARE-1375635338-31545,application/pdf,AR-L124887741SP.pdf,,A10,na,
XI-IATI-IADB-AR-L1248,https://www.iadb.org/document.cfm?id=EZSHARE-1375635338-31419,application/pdf,AR-L1248P768723SP.pdf,,A10,na,
XI-IATI-IADB-AR-L1248,https://www.iadb.org/document.cfm?id=EZSHARE-1375635338-32096,application/pdf,AR-L1248P851606SP.pdf,,A10,na,
XI-IATI-IADB-AR-L1248,https://www.iadb.org/document.cfm?id=EZSHARE-522669563-35292,application/pdf,AR-L1248 First period Jan-Jun 2021 - Public Report.pdf,,A05,na,
XI-IATI-IADB-AR-L1248,https://www.iadb.org/document.cfm?id=EZSHARE-1375635338-31418,application/pdf,AR-L1248P768774SP.pdf,,A10,na,
XI-IATI-IADB-AR-L1248,https://www.iadb.org/document.cfm?id=EZIDB0000578-504778069-63,application/vnd.ms-excel,IDB_Procurement_Notices.xlsx,,A10,en,
XI-IATI-IADB-AR-L1248,https://www.iadb.org/document.cfm?id=EZIDB0000578-504778069-65,application/vnd.ms-excel,IDB_Project_Procurement_Contract_Awards_Data.xlsx,,A11,en,
XI-IATI-IADB-AR-L1344,https://www.iadb.org/document.cfm?id=EZIDB0000578-522669563-44038,application/pdf,AR-L1344 First period Jan-Jun 2023 - Public Report.PDF,,A05,na,
XI-IATI-IADB-AR-L1344,https://www.iadb.org/document.cfm?id=EZSHARE-1165521887-86,application/pdf,AR-L1344. Propuesta de prestamo Programa de Agua Potable y Saneamiento....pdf,,A01,na,
XI-IATI-IADB-AR-L1344,https://www.iadb.org/document.cfm?id=EZIDB0000578-522669563-43405,application/pdf,AR-L1344 Second period Jan-Dec 2022 - Public Report.PDF,,A05,na,
XI-IATI-IADB-AR-L1344,https://www.iadb.org/document.cfm?id=EZSHARE-2056220512-9147,application/pdf,Contrato de Prstamo No. 5648-OC-AR - Programa de Agua Potable y Saneamiento para el rea Metropolitana de Buenos Aires - AR-L1344.pdf,,A04,na,
XI-IATI-IADB-AR-L1344,https://www.iadb.org/document.cfm?id=EZSHARE-1375635338-34609,application/pdf,AR-L1344P1120351SP.pdf,,A10,na,
XI-IATI-IADB-AR-L1344,https://www.iadb.org/document.cfm?id=EZSHARE-965128629-49610,application/pdf,Water and Sanitation Program for the Buenos  Aires Metropolitan Area and the Districts in the  First Second and Third Rings of the Buenos Aires Conu,,A04,na,
XI-IATI-IADB-AR-L1344,https://www.iadb.org/document.cfm?id=EZIDB0000578-522669563-46686,application/pdf,AR-L1344 Second period Jan-Dec 2024 - Public Report.PDF,,A05,na,
XI-IATI-IADB-AR-L1344,https://www.iadb.org/document.cfm?id=EZSHARE-965128629-49611,application/pdf,Programa de Agua Potable y Saneamiento para el rea Metropolitana de la Ciudad de Buenos Aires y los Partidos del Primer Segundo y Tercer Cordn del ,,A04,na,
XI-IATI-IADB-AR-L1344,https://www.iadb.org/document.cfm?id=EZIDB0000578-522669563-45374,application/pdf,AR-L1344 First period Jan-Jun 2024 - Public Report.PDF,,A05,na,
XI-IATI-IADB-AR-L1344,https://www.iadb.org/document.cfm?id=EZSHARE-1165521887-87,application/pdf,AR-L1344. Loan proposal Water and Sanitation Program for the Buenos....pdf,,A01,na,
XI-IATI-IADB-AR-L1344,https://www.iadb.org/document.cfm?id=EZIDB0000578-522669563-45199,application/pdf,AR-L1344 Second period Jan-Dec 2023 - Public Report.PDF,,A05,na,
XI-IATI-IADB-AR-L1344,https://www.iadb.org/document.cfm?id=EZIDB0000578-504778069-63,application/vnd.ms-excel,IDB_Procurement_Notices.xlsx,,A10,en,
XI-IATI-IADB-AR-L1344,https://www.iadb.org/document.cfm?id=EZIDB0000578-504778069-65,application/vnd.ms-excel,IDB_Project_Procurement_Contract_Awards_Data.xlsx,,A11,en,
XI-IATI-IADB-AR-L1002,https://www.iadb.org/document.cfm?id=EZSHARE-1856068004-1599,application/pdf,Relatrio para publicaoPMR-AR-L1002-2011-1-Perodo 36623581.PDF,,A05,na,
XI-IATI-IADB-AR-L1002,https://www.iadb.org/document.cfm?id=EZSHARE-1191130075-3810,application/pdf,ARGENTINAPCRPrograma de Fortalecimiento Institucional Productivo y Gestion Fiscal Provincial PROFIP 37884444.PDF,,A05,na,
XI-IATI-IADB-AR-L1002,https://www.iadb.org/document.cfm?id=EZSHARE-1856068004-4723,application/pdf,Rapport pour PublicationPMR-AR-L1002-2012-1-Perodo 37352416.PDF,,A05,na,
XI-IATI-IADB-AR-L1002,https://www.iadb.org/document.cfm?id=EZSHARE-1856068004-6332,application/pdf,Informe para PublicacinPMR-AR-L1002-2012-2-Periodo 37874191.PDF,,A05,na,
XI-IATI-IADB-AR-L1002,https://www.iadb.org/document.cfm?id=EZSHARE-1856068004-5726,application/pdf,Relatrio para publicaoPMR-AR-L1002-2012-2-Perodo 37872869.PDF,,A05,na,
XI-IATI-IADB-AR-L1002,https://www.iadb.org/document.cfm?id=EZSHARE-1856068004-3237,application/pdf,Rapport pour PublicationPMR-AR-L1002-2011-2-Perodo 36921132.PDF,,A05,na,
XI-IATI-IADB-AR-L1002,https://www.iadb.org/document.cfm?id=EZSHARE-1856068004-3663,application/pdf,Report for PublicationPMR-AR-L1002-2011-2-Period 36926293.PDF,,A05,na,
XI-IATI-IADB-AR-L1002,https://www.iadb.org/document.cfm?id=EZSHARE-1856068004-5057,application/pdf,Informe para PublicacinPMR-AR-L1002-2012-1-Periodo 37353088.PDF,,A05,na,
XI-IATI-IADB-AR-L1002,https://www.iadb.org/document.cfm?id=EZSHARE-1856068004-5391,application/pdf,Report for PublicationPMR-AR-L1002-2012-1-Period 37353748.PDF,,A05,na,
XI-IATI-IADB-AR-L1002,https://www.iadb.org/document.cfm?id=EZSHARE-1856068004-28,application/pdf,Relatrio para publicaoPMR-AR-L1002-2010-2-Perodo 36309940.PDF,,A05,na,
XI-IATI-IADB-AR-L1002,https://www.iadb.org/document.cfm?id=EZSHARE-1856068004-1953,application/pdf,Rapport pour PublicationPMR-AR-L1002-2011-1-Perodo 36624254.PDF,,A05,na,
XI-IATI-IADB-AR-L1002,https://www.iadb.org/document.cfm?id=EZSHARE-1856068004-4389,application/pdf,Relatrio para publicaoPMR-AR-L1002-2012-1-Perodo 37351772.PDF,,A05,na,
XI-IATI-IADB-AR-L1002,https://www.iadb.org/document.cfm?id=EZSHARE-1856068004-2312,application/pdf,Informe para PublicacinPMR-AR-L1002-2011-1-Periodo 36624835.PDF,,A05,na,
XI-IATI-IADB-AR-L1002,https://www.iadb.org/document.cfm?id=EZSHARE-1856068004-402,application/pdf,Rapport pour PublicationPMR-AR-L1002-2010-2-Perodo 36311821.PDF,,A05,na,
XI-IATI-IADB-AR-L1002,https://www.iadb.org/document.cfm?id=EZSHARE-1856068004-6029,application/pdf,Rapport pour PublicationPMR-AR-L1002-2012-2-Perodo 37873532.PDF,,A05,na,
XI-IATI-IADB-AR-L1002,https://www.iadb.org/document.cfm?id=EZSHARE-1856068004-3479,application/pdf,Informe para PublicacinPMR-AR-L1002-2011-2-Periodo 36923685.PDF,,A05,na,
XI-IATI-IADB-AR-L1002,https://www.iadb.org/document.cfm?id=EZSHARE-2056220512-872,application/pdf,Programa de Fortalecimiento Institucional Productivo y de Gestin Fiscal Provincial 39866704.PDF,,A04,na,
XI-IATI-IADB-AR-L1002,https://www.iadb.org/document.cfm?id=EZSHARE-1856068004-797,application/pdf,Informe para PublicacinPMR-AR-L1002-2010-2-Periodo 36312407.PDF,,A05,na,
XI-IATI-IADB-AR-L1002,https://www.iadb.org/document.cfm?id=EZSHARE-1856068004-1192,application/pdf,Report for PublicationPMR-AR-L1002-2010-2-Period 36312983.PDF,,A05,na,
XI-IATI-IADB-AR-L1002,https://www.iadb.org/document.cfm?id=EZSHARE-1856068004-6635,application/pdf,Report for PublicationPMR-AR-L1002-2012-2-Period 37874915.PDF,,A05,na,
XI-IATI-IADB-AR-L1002,https://www.iadb.org/document.cfm?id=EZSHARE-1856068004-3321,application/pdf,Relatrio para publicaoPMR-AR-L1002-2011-2-Perodo 36899846.PDF,,A05,na,
XI-IATI-IADB-AR-L1002,https://www.iadb.org/document.cfm?id=EZSHARE-1191130075-8392,application/pdf,Programa de fortalecimiento institucional productivo y de gestin fiscal provincial 431402.PDF,,A01,na,
XI-IATI-IADB-AR-L1002,https://www.iadb.org/document.cfm?id=EZSHARE-1191130075-8391,application/pdf,Program for Strengthening Production-Related Provincial Institutions and Fiscal Management 431400.PDF,,A01,na,
XI-IATI-IADB-AR-L1002,https://www.iadb.org/document.cfm?id=EZSHARE-1856068004-2676,application/pdf,Report for PublicationPMR-AR-L1002-2011-1-Period 36625403.PDF,,A05,na,
XI-IATI-IADB-AR-L1002,https://www.iadb.org/document.cfm?id=EZSHARE-504778069-60,application/vnd.ms-excel,IDB-PCR-Production-Timeline.pdf,,A05,en,
XI-IATI-IADB-AR-L1002,https://www.iadb.org/document.cfm?id=EZIDB0000578-504778069-63,application/vnd.ms-excel,IDB_Procurement_Notices.xlsx,,A10,en,
XI-IATI-IADB-AR-L1002,https://www.iadb.org/document.cfm?id=EZIDB0000578-504778069-65,application/vnd.ms-excel,IDB_Project_Procurement_Contract_Awards_Data.xlsx,,A11,en,
XI-IATI-IADB-AR-L1017,https://www.iadb.org/document.cfm?id=EZSHARE-148034533-7,application/pdf,AR-L1017 First period Jan-Jun 2016-Public Report 40797167.PDF,,A05,na,
XI-IATI-IADB-AR-L1017,https://www.iadb.org/document.cfm?id=EZSHARE-522669563-743,application/pdf,AR-L1017 First period Jan-Jun 2017-Public Report.pdf,,A05,na,
XI-IATI-IADB-AR-L1017,https://www.iadb.org/document.cfm?id=EZSHARE-148034533-5,application/pdf,AR-L1017 First period Jan-Jun 2015-Public Report 40181568.PDF,,A05,na,
XI-IATI-IADB-AR-L1017,https://www.iadb.org/document.cfm?id=EZSHARE-1594077738-14,application/pdf,Propuesta de Prstamo 800809.PDF,,A01,na,
XI-IATI-IADB-AR-L1017,https://www.iadb.org/document.cfm?id=EZSHARE-2056220512-3212,application/pdf,Programa de Desarrollo de un Sistema Satelital y de Aplicaciones Basadas en Observacin Terrestre 39916491.PDF,,A04,na,
XI-IATI-IADB-AR-L1017,https://www.iadb.org/document.cfm?id=EZSHARE-148034533-6,application/pdf,AR-L1017 Second period Jan-Dec 2015-Public Report 40360659.PDF,,A05,na,
XI-IATI-IADB-AR-L1017,https://www.iadb.org/document.cfm?id=EZSHARE-1594077738-13,application/pdf,Loan Proposal 800808.PDF,,A01,na,
XI-IATI-IADB-AR-L1017,https://www.iadb.org/document.cfm?id=EZSHARE-522669563-30908,application/pdf,AR-L1017 First period Jan-Jun 2018-Public Report.pdf,,A05,na,
XI-IATI-IADB-AR-L1017,https://www.iadb.org/document.cfm?id=EZSHARE-522669563-84,application/pdf,AR-L1017 Second period Jan-Dec 2016-Public Report.pdf,,A05,na,
XI-IATI-IADB-AR-L1017,https://www.iadb.org/document.cfm?id=EZSHARE-522669563-1422,application/pdf,AR-L1017 Second period Jan-Dec 2017-Public Report.pdf,,A05,na,
XI-IATI-IADB-AR-L1017,https://www.iadb.org/document.cfm?id=EZSHARE-522669563-31939,application/pdf,AR-L1017 Second period Jan-Dec 2018-Public Report.pdf,,A05,na,
XI-IATI-IADB-AR-L1017,https://www.iadb.org/document.cfm?id=EZSHARE-148034533-2,application/pdf,AR-L1017 Second period Jan-Dec 2013-Public Report 40172676.PDF,,A05,na,
XI-IATI-IADB-AR-L1017,https://www.iadb.org/document.cfm?id=EZSHARE-148034533-3,application/pdf,AR-L1017 First period Jan-Jun 2014-Public Report 40175888.PDF,,A05,na,
XI-IATI-IADB-AR-L1017,https://www.iadb.org/document.cfm?id=EZSHARE-504778069-60,application/vnd.ms-excel,IDB-PCR-Production-Timeline.pdf,,A05,en,
XI-IATI-IADB-AR-L1017,https://www.iadb.org/document.cfm?id=EZIDB0000578-504778069-63,application/vnd.ms-excel,IDB_Procurement_Notices.xlsx,,A10,en,
XI-IATI-IADB-AR-L1017,https://www.iadb.org/document.cfm?id=EZIDB0000578-504778069-65,application/vnd.ms-excel,IDB_Project_Procurement_Contract_Awards_Data.xlsx,,A11,en,
XI-IATI-IADB-AR-L1274,https://www.iadb.org/document.cfm?id=EZSHARE-522669563-32672,application/pdf,AR-L1274 First period Jan-Jun 2019-Public Report.pdf,,A05,na,
XI-IATI-IADB-AR-L1274,https://www.iadb.org/document.cfm?id=EZSHARE-2019927050-100,application/msword,RP N-11 Respuestas a Observaciones Anexo 21.docx,,A01,na,
XI-IATI-IADB-AR-L1274,https://www.iadb.org/document.cfm?id=EZSHARE-522669563-31049,application/pdf,AR-L1274 First period Jan-Jun 2018-Public Report.pdf,,A05,na,
XI-IATI-IADB-AR-L1274,https://www.iadb.org/document.cfm?id=EZSHARE-1375635338-31483,application/pdf,AR-L1274P775698SP.pdf,,A10,na,
XI-IATI-IADB-AR-L1274,https://www.iadb.org/document.cfm?id=EZSHARE-2019927050-98,application/pdf,ANEXO 23 Cartas Documento.pdf,,A01,na,
XI-IATI-IADB-AR-L1274,https://www.iadb.org/document.cfm?id=EZSHARE-2056220512-6441,application/pdf,Contrato de Garanta - Programa de Conectividad y Seguridad en Corredores Viales de la Provincia de Buenos Aires.pdf,,A04,na,
XI-IATI-IADB-AR-L1274,https://www.iadb.org/document.cfm?id=EZIDB0000578-522669563-44669,application/pdf,AR-L1274 Second period Jan-Dec 2023 - Public Report.PDF,,A05,na,
XI-IATI-IADB-AR-L1274,https://www.iadb.org/document.cfm?id=EZSHARE-2019927050-52,application/pdf,EEO1 AR-L1274Evaluacion Economica RP-41.pdf,,A01,na,
XI-IATI-IADB-AR-L1274,https://www.iadb.org/document.cfm?id=EZSHARE-522669563-1502,application/pdf,AR-L1274 Second period Jan-Dec 2017-Public Report.pdf,,A05,na,
XI-IATI-IADB-AR-L1274,https://www.iadb.org/document.cfm?id=EZSHARE-522669563-34623,application/pdf,AR-L1274 Second period Jan-Dec 2020 - Public Report.pdf,,A05,na,
XI-IATI-IADB-AR-L1274,https://www.iadb.org/document.cfm?id=EZSHARE-1983553961-6911,application/pdf,Programa de Conectividad y Seguridad en Corredores Viales de la Provincia de Buenos Aires.pdf,,A04,na,
XI-IATI-IADB-AR-L1274,https://www.iadb.org/document.cfm?id=EZSHARE-2019927050-95,application/pdf,Anexo 20-AFECTACIONES RPN- 11 SI y SIIRPDeletesisoperpusr.pdf,,A04,na,
XI-IATI-IADB-AR-L1274,https://www.iadb.org/document.cfm?id=EZSHARE-2019927050-24,application/pdf,EEO 4 SECI.pdf,,A01,na,
XI-IATI-IADB-AR-L1274,https://www.iadb.org/document.cfm?id=EZSHARE-522669563-31992,application/pdf,AR-L1274 Second period Jan-Dec 2018-Public Report.pdf,,A05,na,
XI-IATI-IADB-AR-L1274,https://www.iadb.org/document.cfm?id=EZSHARE-2019927050-91,application/pdf,AR-L1274Argentina. Propuesta de prestamo para el Programa de Ampliacion de Capacidad y Seguridad en Corredores Viales de la Provincia de Buenos Aires,,A01,na,
XI-IATI-IADB-AR-L1274,https://www.iadb.org/document.cfm?id=EZSHARE-522669563-41344,application/pdf,AR-L1274 Second period Jan-Dec 2021 - Public Report.PDF,,A05,na,
XI-IATI-IADB-AR-L1274,https://www.iadb.org/document.cfm?id=EZIDB0000578-522669563-43377,application/pdf,AR-L1274 Second period Jan-Dec 2022 - Public Report.PDF,,A05,na,
XI-IATI-IADB-AR-L1274,https://www.iadb.org/document.cfm?id=EZSHARE-522669563-33945,application/pdf,AR-L1274 First period Jan-Jun 2020 - Public Report.pdf,,A05,na,
XI-IATI-IADB-AR-L1274,https://www.iadb.org/document.cfm?id=EZSHARE-2019927050-27,application/pdf,EEO 6 - DVBAPLAN DE SEGURIDAD VIAL 2017 - AR-L1274.pdf,,A01,na,
XI-IATI-IADB-AR-L1274,https://www.iadb.org/document.cfm?id=EZSHARE-1375635338-34777,application/pdf,AR-L1274P1130490SP.pdf,,A10,na,
XI-IATI-IADB-AR-L1274,https://www.iadb.org/document.cfm?id=EZSHARE-2019927050-25,application/pdf,EEO 5 - Resumen Proyecto RP 41.pdf,,A01,na,
XI-IATI-IADB-AR-L1274,https://www.iadb.org/document.cfm?id=EZSHARE-2019927050-99,application/pdf,Anexos 1-19-Planimetrias.pdf,,A01,na,
XI-IATI-IADB-AR-L1274,https://www.iadb.org/document.cfm?id=EZSHARE-2019927050-22,application/pdf,EEO 2 - Red Vial de la PBA - AR-L1274.pdf,,A01,na,
XI-IATI-IADB-AR-L1274,https://www.iadb.org/document.cfm?id=EZSHARE-2019927050-94,application/pdf,01-EAS RPN- 11-VF.pdf,,A04,na,
XI-IATI-IADB-AR-L1274,https://www.iadb.org/document.cfm?id=EZSHARE-522669563-33305,application/pdf,AR-L1274 Second period Jan-Dec 2019-Public Report.pdf,,A05,na,
XI-IATI-IADB-AR-L1274,https://www.iadb.org/document.cfm?id=EZSHARE-2056220512-6438,application/pdf,Contrato - Programa de Conectividad y Seguridad en Corredores Viales de la Provincia de Buenos Aires.pdf,,A04,na,
XI-IATI-IADB-AR-L1274,https://www.iadb.org/document.cfm?id=EZIDB0000578-522669563-44031,application/pdf,AR-L1274 First period Jan-Jun 2023 - Public Report.PDF,,A05,na,
XI-IATI-IADB-AR-L1274,https://www.iadb.org/document.cfm?id=EZSHARE-522669563-35318,application/pdf,AR-L1274 First period Jan-Jun 2021 - Public Report.pdf,,A05,na,
XI-IATI-IADB-AR-L1274,https://www.iadb.org/document.cfm?id=EZIDB0000578-522669563-46680,application/pdf,AR-L1274 Second period Jan-Dec 2024 - Public Report.PDF,,A05,na,
XI-IATI-IADB-AR-L1274,https://www.iadb.org/document.cfm?id=EZSHARE-2019927050-90,application/pdf,AR-L1274Argentina. Proposal for a loan for the Connectivity and Safety Program for Road Corridors in the Province of Buenos Aires. pdf.pdf,,A01,na,
