activity_identifier,org_ref,org_name,org_type,role,activity_id,crs_channel_code
XI-IATI-IADB-AR-L1309,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1309,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1309,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1199,AR-DNV,DIRECCION NACIONAL DE VIALIDAD,10,4,,
XI-IATI-IADB-AR-L1199,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1199,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1199,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1199,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1180,AR-MED,MINISTERIO DE EDUCACION,10,4,,
XI-IATI-IADB-AR-L1180,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1180,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1180,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1180,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1119,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1119,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1119,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1119,AR-MINI,"MINISTERIO DEL INTERIOR 
 
",10,4,,
XI-IATI-IADB-AR-L1119,AR-MINI,"MINISTERIO DEL INTERIOR 
 
",10,4,,
XI-IATI-IADB-AR-L1127,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1127,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1127,AR-MEYOSP,MINISTERIO DE ECONOMIA Y FINANZAS PUBL,10,4,,
XI-IATI-IADB-AR-L1127,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1127,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1255,AR-MDSD,MINISTERIO DE SEGURIDAD DE LA NACIÓN,10,4,,
XI-IATI-IADB-AR-L1255,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1255,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1255,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1255,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1366,AR-ANDIS,"AGENCIA NACIONAL DE DISCAPACIDAD 
 
",10,4,,
XI-IATI-IADB-AR-L1366,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1366,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1366,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1366,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1333,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1333,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1333,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1333,AR-JGM,JEFATURA DE GABINETE DE MINISTROS,10,4,,
XI-IATI-IADB-AR-L1333,AR-JGM,JEFATURA DE GABINETE DE MINISTROS,10,4,,
XI-IATI-IADB-AR-L1031,AR-ENOHSA,ENTE NACIONAL DE OBRAS HIDRICAS DE SANEAMIENTO,10,4,,
XI-IATI-IADB-AR-L1031,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1031,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1031,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1031,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1283,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1283,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1283,AR-MEYOSP,MINISTERIO DE ECONOMIA Y FINANZAS PUBL,10,4,,
XI-IATI-IADB-AR-L1283,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1283,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1292,AR-MECON,MINISTERIO DE ECONOMIA,10,4,,
XI-IATI-IADB-AR-L1292,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1292,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1292,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1292,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1045,AR-MINPLAN,"MINISTERIO DE PLANIFICACION FEDERAL, INVERSION PUBLICA Y SERVICIOS",10,4,,
XI-IATI-IADB-AR-L1045,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1045,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1045,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1045,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1410,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1410,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1410,AR-MECON,MINISTERIO DE ECONOMIA,10,4,,
XI-IATI-IADB-AR-L1410,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1410,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1121,AR-MECONPBA,"MINISTERIO DE ECONOMÍA DE LA PROVINCIA DE BUENOS AIRES 
",10,4,,
XI-IATI-IADB-AR-L1121,AR-PBA,PROVINCIA DE BUENOS AIRES,10,2,,
XI-IATI-IADB-AR-L1121,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1121,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1121,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1144,AR-DNV,DIRECCION NACIONAL DE VIALIDAD,10,4,,
XI-IATI-IADB-AR-L1144,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1144,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1144,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1144,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR0290,AR-MEYOSP,MINISTERIO DE ECONOMIA Y FINANZAS PUBL,10,4,,
XI-IATI-IADB-AR0290,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR0290,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR0290,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR0290,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1043,AR-RIONEGRO,PROVINCIA DE RIO NEGRO,10,2,,
XI-IATI-IADB-AR-L1043,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1043,AR-UPCEFE,"UNIDAD PROVINCIAL COORDINACION Y EJECUCION FINANCIAMIENTO EXTERNO 
",10,4,,
XI-IATI-IADB-AR-L1043,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1043,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1330,AR-MINCYT,"MINISTERIO DE CIENCIA TECNOLOGIA E INNOVACION 
",10,4,,
XI-IATI-IADB-AR-L1330,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1330,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1330,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1330,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1360,AR-MPN,"MINISTERIO DE DESARROLLO PRODUCTIVO 
 
",10,4,,
XI-IATI-IADB-AR-L1360,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1360,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1360,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1360,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1003,AR-MHPM,"MINISTERIO DE HACIENDA Y FINANZAS DE LA PROVINCIA DE MENDOZA 
",10,4,,
XI-IATI-IADB-AR-L1003,AR-PM,"PROVINCIA DE MENDOZA 
 
",10,2,,
XI-IATI-IADB-AR-L1003,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1003,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1003,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1154,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1154,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1154,AR-MPN,"MINISTERIO DE DESARROLLO PRODUCTIVO 
 
",10,4,,
XI-IATI-IADB-AR-L1154,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1154,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1159,AR-MAGYP,"MINISTERIO DE AGRICULTURA, GANADERIA Y PESCA 
",10,4,,
XI-IATI-IADB-AR-L1159,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1159,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1159,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1159,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1064,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1064,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1064,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1064,AR-INTA,INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA,10,4,,
XI-IATI-IADB-AR-L1064,AR-INTA,INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA,10,4,,
XI-IATI-IADB-AR-L1266,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1266,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1266,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1266,AR-INEC,INSTITUTO NACIONAL DE ESTADISTICAS Y CENSOS,10,4,,
XI-IATI-IADB-AR-L1266,AR-INEC,INSTITUTO NACIONAL DE ESTADISTICAS Y CENSOS,10,4,,
XI-IATI-IADB-AR-L1254,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1254,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1254,AR-MDS,MINISTERIO DE DESARROLLO SOCIAL,10,4,,
XI-IATI-IADB-AR-L1254,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1254,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1411,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1411,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1122,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1122,AR-AYSA,"AGUA Y SANEAMIENTOS ARGENTINOS SA AYSA 
 
",10,4,,
XI-IATI-IADB-AR-L1122,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1122,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1122,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1367,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1367,AR-PBA,PROVINCIA DE BUENOS AIRES,10,2,,
XI-IATI-IADB-AR-L1367,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1367,AR-MECONPBA,"MINISTERIO DE ECONOMÍA DE LA PROVINCIA DE BUENOS AIRES 
",10,4,,
XI-IATI-IADB-AR-L1367,AR-MECONPBA,"MINISTERIO DE ECONOMÍA DE LA PROVINCIA DE BUENOS AIRES 
",10,4,,
XI-IATI-IADB-AR-L1338,AR-PBA,PROVINCIA DE BUENOS AIRES,10,2,,
XI-IATI-IADB-AR-L1338,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1338,AR-DVBA,DIRECCION DE VIALIDAD DE LA PROVINCIA DE BUENOS AIRES,10,4,,
XI-IATI-IADB-AR-L1338,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1338,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1339,AR-DNV,DIRECCION NACIONAL DE VIALIDAD,10,4,,
XI-IATI-IADB-AR-L1339,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1339,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1339,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1339,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1134,AR-MEYOSP,MINISTERIO DE ECONOMIA Y FINANZAS PUBL,10,4,,
XI-IATI-IADB-AR-L1134,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1134,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1134,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1134,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1140,AR-SALTA,PROVINCIA DE SALTA,10,4,,
XI-IATI-IADB-AR-L1140,AR-SALTA,PROVINCIA DE SALTA,10,2,,
XI-IATI-IADB-AR-L1140,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1140,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1140,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1145,AR-MPN,"MINISTERIO DE DESARROLLO PRODUCTIVO 
 
",10,4,,
XI-IATI-IADB-AR-L1145,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1145,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1145,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1145,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1327,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1327,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1327,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1327,AR-SAE,"SECRETARIA DE ASUNTOS ESTRATEGICOS 
 
",10,4,,
XI-IATI-IADB-AR-L1327,AR-SAE,"SECRETARIA DE ASUNTOS ESTRATEGICOS 
 
",10,4,,
XI-IATI-IADB-AR-L1260,AR-SEHAFINBA,MINISTERIO DE HACIENDA Y FINANZAS. CIUDAD AUTÓNOMA DE BUENOS AIRES,10,4,,
XI-IATI-IADB-AR-L1260,AR-CBA,"GOBIERNO DE LA CIUDAD DE BUENOS AIRES 
 
",10,2,,
XI-IATI-IADB-AR-L1260,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1260,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1260,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1328,AR-MPN,"MINISTERIO DE DESARROLLO PRODUCTIVO 
 
",10,4,,
XI-IATI-IADB-AR-L1328,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1328,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1328,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1328,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1195,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1195,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1195,AR-AYSA,"AGUA Y SANEAMIENTOS ARGENTINOS SA AYSA 
 
",10,4,,
XI-IATI-IADB-AR-L1195,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1195,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1412,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1412,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1412,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1412,AR-MECON,MINISTERIO DE ECONOMIA,10,4,,
XI-IATI-IADB-AR-L1412,AR-MECON,MINISTERIO DE ECONOMIA,10,4,,
XI-IATI-IADB-AR-L1257,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1257,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1257,AR-AYSA,"AGUA Y SANEAMIENTOS ARGENTINOS SA AYSA 
 
",10,4,,
XI-IATI-IADB-AR-L1257,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1257,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1179,AR-MDTYH,"MINISTERIO DE DESARROLLO TERRITORIAL Y HABITAT 
",10,4,,
XI-IATI-IADB-AR-L1179,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1179,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1179,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1179,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1416,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1416,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1111,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1111,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1111,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1111,AR-MINCYT,"MINISTERIO DE CIENCIA TECNOLOGIA E INNOVACION 
",10,4,,
XI-IATI-IADB-AR-L1111,AR-MINCYT,"MINISTERIO DE CIENCIA TECNOLOGIA E INNOVACION 
",10,4,,
XI-IATI-IADB-AR-L1120,AR-MAGYP,"MINISTERIO DE AGRICULTURA, GANADERIA Y PESCA 
",10,4,,
XI-IATI-IADB-AR-L1120,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1120,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1120,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1120,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1295,AR-DNV,DIRECCION NACIONAL DE VIALIDAD,10,4,,
XI-IATI-IADB-AR-L1295,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1295,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1295,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1295,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1267,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1267,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1267,AR-MINTRA,MINISTERIO DE TRANSPORTE,10,4,,
XI-IATI-IADB-AR-L1267,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1267,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1098,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1098,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1098,AR-MEYOSP,MINISTERIO DE ECONOMIA Y FINANZAS PUBL,10,4,,
XI-IATI-IADB-AR-L1098,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1098,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1106,AR-UPCEFE,"UNIDAD PROVINCIAL COORDINACION Y EJECUCION FINANCIAMIENTO EXTERNO 
",10,4,,
XI-IATI-IADB-AR-L1106,AR-RIONEGRO,PROVINCIA DE RIO NEGRO,10,2,,
XI-IATI-IADB-AR-L1106,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1106,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1106,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1247,AR-SAE-DPESA,"DIRECCION DE PROYECTOS ESPECIALES CON ENFOQUE SECTORIAL AMPLIO 
",10,4,,
XI-IATI-IADB-AR-L1247,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1247,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1247,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1247,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1019,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1019,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1019,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1019,AR-MINPLAN,"MINISTERIO DE PLANIFICACION FEDERAL, INVERSION PUBLICA Y SERVICIOS",10,4,,
XI-IATI-IADB-AR-L1019,AR-MINPLAN,"MINISTERIO DE PLANIFICACION FEDERAL, INVERSION PUBLICA Y SERVICIOS",10,4,,
XI-IATI-IADB-AR-L1341,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1341,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1341,AR-MDTYH,"MINISTERIO DE DESARROLLO TERRITORIAL Y HABITAT 
",10,4,,
XI-IATI-IADB-AR-L1341,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1341,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1026,AR-SAYDS,"MINISTERIO DE AMBIENTE Y DESARROLLO SOSTENIBLE 
",10,4,,
XI-IATI-IADB-AR-L1026,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1026,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1026,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1026,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1035,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1035,AR-SPOE,SECRETARIA DE POLITICA ECONOMICA,10,4,,
XI-IATI-IADB-AR-L1035,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1035,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1035,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1377,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1377,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1377,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1377,AR-MCH,"MINISTERIO DE CAPITAL HUMANO 
 
",10,4,,
XI-IATI-IADB-AR-L1377,AR-MCH,"MINISTERIO DE CAPITAL HUMANO 
 
",10,4,,
XI-IATI-IADB-AR-L1249,AR-SAE-DPESA,"DIRECCION DE PROYECTOS ESPECIALES CON ENFOQUE SECTORIAL AMPLIO 
",10,4,,
XI-IATI-IADB-AR-L1249,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1249,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1249,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1249,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1306,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1306,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1306,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1306,AR-MDS,MINISTERIO DE DESARROLLO SOCIAL,10,4,,
XI-IATI-IADB-AR-L1306,AR-MDS,MINISTERIO DE DESARROLLO SOCIAL,10,4,,
XI-IATI-IADB-AR-L1358,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1358,AR-AR,NACION ARGENTINA,10,2,,
