activity_identifier,type,iso_date,narrative,narrative_lang
XM-DAC-928-AR-2020-21-01.001.AM01.ARG05,2,2020-01-01,1/1/2020 12:00:00 AM,en
XM-DAC-928-AR-2020-21-01.001.AM01.ARG05,4,2021-12-31,12/31/2021 12:00:00 AM,en
XM-DAC-928-AR-2020-21-01.003.AM01.ARG01,1,2020-01-01,1/1/2020 12:00:00 AM,en
XM-DAC-928-AR-2020-21-01.003.AM01.ARG01,3,2021-12-31,12/31/2021 12:00:00 AM,en
XM-DAC-928-AR-2020-21-01.003.AM01.ARG01,2,2020-01-01,1/1/2020 12:00:00 AM,en
XM-DAC-928-AR-2020-21-01.003.AM01.ARG01,4,2021-12-31,12/31/2021 12:00:00 AM,en
XM-DAC-928-AR-2020-21-01.003.AM01.ARG03,1,2020-01-01,1/1/2020 12:00:00 AM,en
XM-DAC-928-AR-2020-21-01.003.AM01.ARG03,3,2021-12-31,12/31/2021 12:00:00 AM,en
XM-DAC-928-AR-2020-21-01.003.AM01.ARG03,2,2020-01-01,1/1/2020 12:00:00 AM,en
XM-DAC-928-AR-2020-21-01.003.AM01.ARG03,4,2021-12-31,12/31/2021 12:00:00 AM,en
XM-DAC-928-AR-2020-21-01.003.AM01.ARG05,1,2020-01-01,1/1/2020 12:00:00 AM,en
XM-DAC-928-AR-2020-21-01.003.AM01.ARG05,3,2021-12-31,12/31/2021 12:00:00 AM,en
XM-DAC-928-AR-2020-21-01.003.AM01.ARG05,2,2020-01-01,1/1/2020 12:00:00 AM,en
XM-DAC-928-AR-2020-21-01.003.AM01.ARG05,4,2021-12-31,12/31/2021 12:00:00 AM,en
XM-DAC-928-AR-2020-21-02.001.AM01.ARG01,1,2020-01-01,1/1/2020 12:00:00 AM,en
XM-DAC-928-AR-2020-21-02.001.AM01.ARG01,3,2021-12-31,12/31/2021 12:00:00 AM,en
XM-DAC-928-AR-2020-21-02.001.AM01.ARG01,2,2020-01-01,1/1/2020 12:00:00 AM,en
XM-DAC-928-AR-2020-21-02.001.AM01.ARG01,4,2021-12-31,12/31/2021 12:00:00 AM,en
XM-DAC-928-AR-2020-21-02.002.AM01.ARG01,1,2020-01-01,1/1/2020 12:00:00 AM,en
XM-DAC-928-AR-2020-21-02.002.AM01.ARG01,3,2021-12-31,12/31/2021 12:00:00 AM,en
XM-DAC-928-AR-2020-21-02.002.AM01.ARG01,2,2020-01-01,1/1/2020 12:00:00 AM,en
XM-DAC-928-AR-2020-21-02.002.AM01.ARG01,4,2021-12-31,12/31/2021 12:00:00 AM,en
XM-DAC-928-AR-2020-21-02.003.AM01.ARG02,1,2020-01-01,1/1/2020 12:00:00 AM,en
XM-DAC-928-AR-2020-21-02.003.AM01.ARG02,3,2021-12-31,12/31/2021 12:00:00 AM,en
XM-DAC-928-AR-2020-21-02.003.AM01.ARG02,2,2020-01-01,1/1/2020 12:00:00 AM,en
XM-DAC-928-AR-2020-21-02.003.AM01.ARG02,4,2021-12-31,12/31/2021 12:00:00 AM,en
XM-DAC-928-AR-2020-21-02.003.AM01.ARG03,1,2020-01-01,1/1/2020 12:00:00 AM,en
XM-DAC-928-AR-2020-21-02.003.AM01.ARG03,3,2021-12-31,12/31/2021 12:00:00 AM,en
XM-DAC-928-AR-2020-21-02.003.AM01.ARG03,2,2020-01-01,1/1/2020 12:00:00 AM,en
XM-DAC-928-AR-2020-21-02.003.AM01.ARG03,4,2021-12-31,12/31/2021 12:00:00 AM,en
XM-DAC-928-AR-2020-21-03.001.AM01.ARG01,1,2020-01-01,1/1/2020 12:00:00 AM,en
XM-DAC-928-AR-2020-21-03.001.AM01.ARG01,3,2021-12-31,12/31/2021 12:00:00 AM,en
XM-DAC-928-AR-2020-21-03.001.AM01.ARG01,2,2020-01-01,1/1/2020 12:00:00 AM,en
XM-DAC-928-AR-2020-21-03.001.AM01.ARG01,4,2021-12-31,12/31/2021 12:00:00 AM,en
XM-DAC-928-AR-2020-21-03.001.AM01.ARG02,1,2020-01-01,1/1/2020 12:00:00 AM,en
XM-DAC-928-AR-2020-21-03.001.AM01.ARG02,3,2021-12-31,12/31/2021 12:00:00 AM,en
XM-DAC-928-AR-2020-21-03.001.AM01.ARG02,2,2020-01-01,1/1/2020 12:00:00 AM,en
XM-DAC-928-AR-2020-21-03.001.AM01.ARG02,4,2021-12-31,12/31/2021 12:00:00 AM,en
XM-DAC-928-AR-2020-21-03.002.AM01.ARG01,1,2020-01-01,1/1/2020 12:00:00 AM,en
XM-DAC-928-AR-2020-21-03.002.AM01.ARG01,3,2021-12-31,12/31/2021 12:00:00 AM,en
XM-DAC-928-AR-2020-21-03.002.AM01.ARG01,2,2020-01-01,1/1/2020 12:00:00 AM,en
XM-DAC-928-AR-2020-21-03.002.AM01.ARG01,4,2021-12-31,12/31/2021 12:00:00 AM,en
XM-DAC-928-AR-2020-21-03.002.AM01.ARG02,1,2020-01-01,1/1/2020 12:00:00 AM,en
XM-DAC-928-AR-2020-21-03.002.AM01.ARG02,3,2021-12-31,12/31/2021 12:00:00 AM,en
XM-DAC-928-AR-2020-21-03.002.AM01.ARG02,2,2020-01-01,1/1/2020 12:00:00 AM,en
XM-DAC-928-AR-2020-21-03.002.AM01.ARG02,4,2021-12-31,12/31/2021 12:00:00 AM,en
XM-DAC-928-AR-2020-21-03.003.AM01.ARG01,1,2020-01-01,1/1/2020 12:00:00 AM,en
XM-DAC-928-AR-2020-21-03.003.AM01.ARG01,3,2021-12-31,12/31/2021 12:00:00 AM,en
XM-DAC-928-AR-2020-21-03.003.AM01.ARG01,2,2020-01-01,1/1/2020 12:00:00 AM,en
XM-DAC-928-AR-2020-21-03.003.AM01.ARG01,4,2021-12-31,12/31/2021 12:00:00 AM,en
XM-DAC-928-AR-2020-21-03.003.AM01.ARG02,1,2020-01-01,1/1/2020 12:00:00 AM,en
XM-DAC-928-AR-2020-21-03.003.AM01.ARG02,3,2021-12-31,12/31/2021 12:00:00 AM,en
XM-DAC-928-AR-2020-21-03.003.AM01.ARG02,2,2020-01-01,1/1/2020 12:00:00 AM,en
XM-DAC-928-AR-2020-21-03.003.AM01.ARG02,4,2021-12-31,12/31/2021 12:00:00 AM,en
XM-DAC-928-AR-2020-21-04.001.AM01.ARG01,1,2020-01-01,1/1/2020 12:00:00 AM,en
XM-DAC-928-AR-2020-21-04.001.AM01.ARG01,3,2021-12-31,12/31/2021 12:00:00 AM,en
XM-DAC-928-AR-2020-21-04.001.AM01.ARG01,2,2020-01-01,1/1/2020 12:00:00 AM,en
XM-DAC-928-AR-2020-21-04.001.AM01.ARG01,4,2021-12-31,12/31/2021 12:00:00 AM,en
XM-DAC-928-AR-2020-21-04.001.AM01.ARG02,1,2020-01-01,1/1/2020 12:00:00 AM,en
XM-DAC-928-AR-2020-21-04.001.AM01.ARG02,3,2021-12-31,12/31/2021 12:00:00 AM,en
XM-DAC-928-AR-2020-21-04.001.AM01.ARG02,2,2020-01-01,1/1/2020 12:00:00 AM,en
XM-DAC-928-AR-2020-21-04.001.AM01.ARG02,4,2021-12-31,12/31/2021 12:00:00 AM,en
XM-DAC-928-AR-2020-21-04.001.AM01.ARG03,1,2020-01-01,1/1/2020 12:00:00 AM,en
XM-DAC-928-AR-2020-21-04.001.AM01.ARG03,3,2021-12-31,12/31/2021 12:00:00 AM,en
XM-DAC-928-AR-2020-21-04.001.AM01.ARG03,2,2020-01-01,1/1/2020 12:00:00 AM,en
XM-DAC-928-AR-2020-21-04.001.AM01.ARG03,4,2021-12-31,12/31/2021 12:00:00 AM,en
XM-DAC-928-AR-2020-21-04.002.AM01.ARG01,1,2020-01-01,1/1/2020 12:00:00 AM,en
XM-DAC-928-AR-2020-21-04.002.AM01.ARG01,3,2021-12-31,12/31/2021 12:00:00 AM,en
XM-DAC-928-AR-2020-21-04.002.AM01.ARG01,2,2020-01-01,1/1/2020 12:00:00 AM,en
XM-DAC-928-AR-2020-21-04.002.AM01.ARG01,4,2021-12-31,12/31/2021 12:00:00 AM,en
XM-DAC-928-AR-2020-21-04.002.AM01.ARG06,1,2020-01-01,1/1/2020 12:00:00 AM,en
XM-DAC-928-AR-2020-21-04.002.AM01.ARG06,3,2021-12-31,12/31/2021 12:00:00 AM,en
XM-DAC-928-AR-2020-21-04.002.AM01.ARG06,2,2020-01-01,1/1/2020 12:00:00 AM,en
XM-DAC-928-AR-2020-21-04.002.AM01.ARG06,4,2021-12-31,12/31/2021 12:00:00 AM,en
XM-DAC-928-AR-2020-21-04.003.AM01.ARG02,1,2020-01-01,1/1/2020 12:00:00 AM,en
XM-DAC-928-AR-2020-21-04.003.AM01.ARG02,3,2021-12-31,12/31/2021 12:00:00 AM,en
XM-DAC-928-AR-2020-21-04.003.AM01.ARG02,2,2020-01-01,1/1/2020 12:00:00 AM,en
XM-DAC-928-AR-2020-21-04.003.AM01.ARG02,4,2021-12-31,12/31/2021 12:00:00 AM,en
XM-DAC-928-AR-2020-21-04.003.AM01.ARG03,1,2020-01-01,1/1/2020 12:00:00 AM,en
XM-DAC-928-AR-2020-21-04.003.AM01.ARG03,3,2021-12-31,12/31/2021 12:00:00 AM,en
XM-DAC-928-AR-2020-21-04.003.AM01.ARG03,2,2020-01-01,1/1/2020 12:00:00 AM,en
XM-DAC-928-AR-2020-21-04.003.AM01.ARG03,4,2021-12-31,12/31/2021 12:00:00 AM,en
XM-DAC-928-AR-2020-21-04.003.AM01.ARG04,1,2020-01-01,1/1/2020 12:00:00 AM,en
XM-DAC-928-AR-2020-21-04.003.AM01.ARG04,3,2021-12-31,12/31/2021 12:00:00 AM,en
XM-DAC-928-AR-2020-21-04.003.AM01.ARG04,2,2020-01-01,1/1/2020 12:00:00 AM,en
XM-DAC-928-AR-2020-21-04.003.AM01.ARG04,4,2021-12-31,12/31/2021 12:00:00 AM,en
XM-DAC-928-AR-2020-21-13.002.AM01.ARG02,1,2020-01-01,1/1/2020 12:00:00 AM,en
XM-DAC-928-AR-2020-21-13.002.AM01.ARG02,3,2021-12-31,12/31/2021 12:00:00 AM,en
XM-DAC-928-AR-2020-21-13.002.AM01.ARG02,2,2020-01-01,1/1/2020 12:00:00 AM,en
XM-DAC-928-AR-2020-21-13.002.AM01.ARG02,4,2021-12-31,12/31/2021 12:00:00 AM,en
XM-DAC-928-AR-2022-23-01.001.AM01.ARG01,1,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-01.001.AM01.ARG01,3,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-01.001.AM01.ARG01,2,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-01.001.AM01.ARG01,4,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-01.001.AM01.ARG02,1,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-01.001.AM01.ARG02,3,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-01.001.AM01.ARG02,2,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-01.001.AM01.ARG02,4,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-01.001.AM01.ARG03,1,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-01.001.AM01.ARG03,3,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-01.001.AM01.ARG03,2,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-01.001.AM01.ARG03,4,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-01.001.AM01.ARG05,1,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-01.001.AM01.ARG05,3,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-01.001.AM01.ARG05,2,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-01.001.AM01.ARG05,4,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-01.002.AM01.ARG01,1,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-01.002.AM01.ARG01,3,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-01.002.AM01.ARG01,2,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-01.002.AM01.ARG01,4,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-01.003.AM01.ARG01,1,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-01.003.AM01.ARG01,3,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-01.003.AM01.ARG01,2,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-01.003.AM01.ARG01,4,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-01.003.AM01.ARG05,1,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-01.003.AM01.ARG05,3,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-01.003.AM01.ARG05,2,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-01.003.AM01.ARG05,4,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-02.001.AM01.ARG01,1,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-02.001.AM01.ARG01,3,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-02.001.AM01.ARG01,2,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-02.001.AM01.ARG01,4,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-02.001.AM01.ARG02,1,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-02.001.AM01.ARG02,3,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-02.001.AM01.ARG02,2,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-02.001.AM01.ARG02,4,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-02.002.AM01.ARG03,1,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-02.002.AM01.ARG03,3,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-02.002.AM01.ARG03,2,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-02.002.AM01.ARG03,4,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-02.003.AM01.ARG02,1,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-02.003.AM01.ARG02,3,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-02.003.AM01.ARG02,2,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-02.003.AM01.ARG02,4,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-03.001.AM01.ARG01,1,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-03.001.AM01.ARG01,3,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-03.001.AM01.ARG01,2,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-03.001.AM01.ARG01,4,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-03.001.AM01.ARG02,1,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-03.001.AM01.ARG02,3,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-03.001.AM01.ARG02,2,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-03.001.AM01.ARG02,4,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-03.002.AM01.ARG01,1,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-03.002.AM01.ARG01,3,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-03.002.AM01.ARG01,2,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-03.002.AM01.ARG01,4,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-03.002.AM01.ARG02,1,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-03.002.AM01.ARG02,3,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-03.002.AM01.ARG02,2,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-03.002.AM01.ARG02,4,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-03.003.AM01.ARG01,1,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-03.003.AM01.ARG01,3,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-03.003.AM01.ARG01,2,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-03.003.AM01.ARG01,4,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-03.003.AM01.ARG02,1,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-03.003.AM01.ARG02,3,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-03.003.AM01.ARG02,2,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-03.003.AM01.ARG02,4,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-04.001.AM01.ARG01,1,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-04.001.AM01.ARG01,3,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-04.001.AM01.ARG01,2,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-04.001.AM01.ARG01,4,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-04.001.AM01.ARG02,1,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-04.001.AM01.ARG02,3,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-04.001.AM01.ARG02,2,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-04.001.AM01.ARG02,4,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-04.001.AM01.ARG03,1,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-04.001.AM01.ARG03,3,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-04.001.AM01.ARG03,2,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-04.001.AM01.ARG03,4,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-04.002.AM01.ARG01,1,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-04.002.AM01.ARG01,3,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-04.002.AM01.ARG01,2,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-04.002.AM01.ARG01,4,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-04.002.AM01.ARG02,1,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-04.002.AM01.ARG02,3,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-04.002.AM01.ARG02,2,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-04.002.AM01.ARG02,4,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-04.002.AM01.ARG03,1,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-04.002.AM01.ARG03,3,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-04.002.AM01.ARG03,2,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-04.002.AM01.ARG03,4,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-04.002.AM01.ARG04,1,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-04.002.AM01.ARG04,3,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-04.002.AM01.ARG04,2,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-04.002.AM01.ARG04,4,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-04.002.AM01.ARG06,1,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-04.002.AM01.ARG06,3,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-04.002.AM01.ARG06,2,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-04.002.AM01.ARG06,4,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-04.003.AM01.ARG01,1,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-04.003.AM01.ARG01,3,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-04.003.AM01.ARG01,2,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-04.003.AM01.ARG01,4,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-04.003.AM01.ARG02,1,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-04.003.AM01.ARG02,3,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-04.003.AM01.ARG02,2,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-04.003.AM01.ARG02,4,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-04.003.AM01.ARG03,1,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-04.003.AM01.ARG03,3,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-04.003.AM01.ARG03,2,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-04.003.AM01.ARG03,4,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-04.003.AM01.ARG04,1,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-04.003.AM01.ARG04,3,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-04.003.AM01.ARG04,2,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-04.003.AM01.ARG04,4,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-13.002.AM01.ARG02,1,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-13.002.AM01.ARG02,3,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-13.002.AM01.ARG02,2,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-13.002.AM01.ARG02,4,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-13.003.AM01.ARG02,1,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-13.003.AM01.ARG02,3,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-13.003.AM01.ARG02,2,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-13.003.AM01.ARG02,4,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-14.003.AM01.ARG01,1,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-14.003.AM01.ARG01,3,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2022-23-14.003.AM01.ARG01,2,2022-01-01,1/1/2022 12:00:00 AM,en
XM-DAC-928-AR-2022-23-14.003.AM01.ARG01,4,2023-12-31,12/31/2023 12:00:00 AM,en
XM-DAC-928-AR-2024-25-01.001.AM01.ARG01,1,2024-01-01,1/1/2024 12:00:00 AM,en
XM-DAC-928-AR-2024-25-01.001.AM01.ARG01,3,2025-12-31,12/31/2025 12:00:00 AM,en
XM-DAC-928-AR-2024-25-01.001.AM01.ARG01,2,2024-01-01,1/1/2024 12:00:00 AM,en
XM-DAC-928-AR-2024-25-01.001.AM01.ARG02,1,2024-01-01,1/1/2024 12:00:00 AM,en
XM-DAC-928-AR-2024-25-01.001.AM01.ARG02,3,2025-12-31,12/31/2025 12:00:00 AM,en
XM-DAC-928-AR-2024-25-01.001.AM01.ARG02,2,2024-01-01,1/1/2024 12:00:00 AM,en
XM-DAC-928-AR-2024-25-01.001.AM01.ARG03,1,2024-01-01,1/1/2024 12:00:00 AM,en
XM-DAC-928-AR-2024-25-01.001.AM01.ARG03,3,2025-12-31,12/31/2025 12:00:00 AM,en
XM-DAC-928-AR-2024-25-01.001.AM01.ARG03,2,2024-01-01,1/1/2024 12:00:00 AM,en
XM-DAC-928-AR-2024-25-01.001.AM01.ARG04,1,2024-01-01,1/1/2024 12:00:00 AM,en
XM-DAC-928-AR-2024-25-01.001.AM01.ARG04,3,2025-12-31,12/31/2025 12:00:00 AM,en
XM-DAC-928-AR-2024-25-01.001.AM01.ARG04,2,2024-01-01,1/1/2024 12:00:00 AM,en
XM-DAC-928-AR-2024-25-01.001.AM01.ARG05,1,2024-01-01,1/1/2024 12:00:00 AM,en
XM-DAC-928-AR-2024-25-01.001.AM01.ARG05,3,2025-12-31,12/31/2025 12:00:00 AM,en
XM-DAC-928-AR-2024-25-01.001.AM01.ARG05,2,2024-01-01,1/1/2024 12:00:00 AM,en
XM-DAC-928-AR-2024-25-01.002.AM01.ARG01,1,2024-01-01,1/1/2024 12:00:00 AM,en
XM-DAC-928-AR-2024-25-01.002.AM01.ARG01,3,2025-12-31,12/31/2025 12:00:00 AM,en
XM-DAC-928-AR-2024-25-01.002.AM01.ARG01,2,2024-01-01,1/1/2024 12:00:00 AM,en
XM-DAC-928-AR-2024-25-01.002.AM01.ARG02,1,2024-01-01,1/1/2024 12:00:00 AM,en
XM-DAC-928-AR-2024-25-01.002.AM01.ARG02,3,2025-12-31,12/31/2025 12:00:00 AM,en
XM-DAC-928-AR-2024-25-01.002.AM01.ARG02,2,2024-01-01,1/1/2024 12:00:00 AM,en
XM-DAC-928-AR-2024-25-01.002.AM01.ARG03,1,2024-01-01,1/1/2024 12:00:00 AM,en
XM-DAC-928-AR-2024-25-01.002.AM01.ARG03,3,2025-12-31,12/31/2025 12:00:00 AM,en
XM-DAC-928-AR-2024-25-01.002.AM01.ARG03,2,2024-01-01,1/1/2024 12:00:00 AM,en
XM-DAC-928-AR-2024-25-01.003.AM01.ARG01,1,2024-01-01,1/1/2024 12:00:00 AM,en
XM-DAC-928-AR-2024-25-01.003.AM01.ARG01,3,2025-12-31,12/31/2025 12:00:00 AM,en
XM-DAC-928-AR-2024-25-01.003.AM01.ARG01,2,2024-01-01,1/1/2024 12:00:00 AM,en
